chr	center	observed_log	atac_pred_log	true_residual	class	sequence5p_residual	multimodal5p_residual	residual_sequence_residual	residual_multimodal_residual	residual_atac_residual
chr10	44385097	0.0	1.8914032	-1.8914032	accessible_not_acetylated	0.93815684	-1.3479733	-1.1695995	-1.2944676	0.019847512
chr10	3173123	3.637586	5.5288897	-1.8913035	accessible_not_acetylated	-1.909461	-1.0232859	-1.3974323	-0.9575052	-0.061103344
chr10	43690011	1.9459102	3.8371682	-1.891258	accessible_not_acetylated	-0.91466475	0.030316591	-0.6525507	-0.78154635	-0.032749653
chr17	80967779	0.6931472	2.5843878	-1.8912406	accessible_not_acetylated	-0.48102617	-0.33412552	-0.57305646	-0.74419844	-0.047846556
chr17	63889121	0.6931472	2.5840871	-1.89094	accessible_not_acetylated	0.035889864	-0.35385966	-0.016171932	-0.26129007	-0.00081419945
chr10	74100	1.0986123	2.9893475	-1.8907351	accessible_not_acetylated	-0.22035599	-1.086328	-0.38043523	-0.7484491	0.0036633015
chr7	75092803	3.5553482	5.4459405	-1.8905923	accessible_not_acetylated	-0.3690238	-0.19604301	-0.22365046	0.42059374	0.010286808
chr7	136481090	0.0	1.8903776	-1.8903776	accessible_not_acetylated	1.0345758	0.03969717	0.029249787	0.088521	0.030661583
chr12	45051099	0.0	1.8888328	-1.8888328	accessible_not_acetylated	1.2373285	-0.8806467	-1.106062	-1.1015857	0.044843674
chr7	5811003	0.6931472	2.5818214	-1.8886743	accessible_not_acetylated	-0.5292072	-0.24564648	-0.13300014	-0.2055316	0.03765416
chr18	50266522	0.0	1.8886037	-1.8886037	accessible_not_acetylated	2.5160499	-0.62206006	-0.21479595	-0.43007243	0.022515535
chr6	10113248	1.0986123	2.986401	-1.8877888	accessible_not_acetylated	0.06945491	-1.0254257	-0.25661254	-0.3608818	0.033652782
chr12	32919322	0.0	1.8868926	-1.8868926	accessible_not_acetylated	0.48480582	-0.30471814	-0.31140518	-0.45886493	0.06615114
chr17	10616700	0.0	1.8864808	-1.8864808	accessible_not_acetylated	0.47365618	-0.30540502	-0.31878972	-0.42210388	0.021864057
chr22	21402961	3.1354942	5.021262	-1.8857679	accessible_not_acetylated	-0.9061427	0.87613726	-0.22123337	0.33078146	-0.008526802
chr6	132401534	0.6931472	2.5778413	-1.8846941	accessible_not_acetylated	0.75997066	-1.2838748	-0.928831	-1.102145	0.016661406
chr22	20436424	1.609438	3.4936736	-1.8842356	accessible_not_acetylated	-0.05902481	-1.2596519	-1.075453	-1.0725801	0.062269926
chr8	143512771	0.6931472	2.5766757	-1.8835285	accessible_not_acetylated	-0.9044622	-0.6701381	-0.8230016	-0.9624758	-0.057128906
chr18	26417414	0.6931472	2.576635	-1.8834877	accessible_not_acetylated	0.35529613	0.551348	-0.13344502	0.3077798	-0.0074284077
chr7	5488003	1.3862944	3.2690039	-1.8827095	accessible_not_acetylated	-1.369175	-1.3903296	-0.8834276	-1.0968285	0.035997868
chr7	128361932	2.0794415	3.9620936	-1.882652	accessible_not_acetylated	-2.4754581	-1.5395377	-0.84740615	-1.3510492	0.054487467
chr7	31059725	0.6931472	2.5757914	-1.8826442	accessible_not_acetylated	-0.832633	-0.87976813	-0.6492325	-0.6870326	0.044887066
chr20	35601199	2.4849067	4.3671837	-1.882277	accessible_not_acetylated	-0.991657	-1.6889675	-1.087122	-1.1586518	-0.04090023
chr6	166168669	0.0	1.8821788	-1.8821788	accessible_not_acetylated	2.624115	-0.42182112	0.14736223	-0.49044323	0.007527232
chr6	11618726	0.0	1.8819723	-1.8819723	accessible_not_acetylated	0.6754086	0.038475275	-0.08155239	0.09426236	0.023333073
chr12	53482394	2.5649493	4.4460626	-1.8811133	accessible_not_acetylated	-1.9278486	0.20122194	-0.22488499	0.26052952	-0.12607622
chr7	2647092	2.8332133	4.7139826	-1.8807693	accessible_not_acetylated	-2.3350782	-1.3596506	-1.2642825	-1.5865822	0.047420025
chr7	44104360	0.6931472	2.5731769	-1.8800297	accessible_not_acetylated	-0.2051835	-1.0143712	-1.1539738	-1.329637	0.046285152
chr8	94713567	0.0	1.8799434	-1.8799434	accessible_not_acetylated	0.014717579	-0.29530263	-0.46284747	-0.34824324	-0.0002462864
chr22	20155506	2.0794415	3.9582658	-1.8788242	accessible_not_acetylated	-1.8475065	-0.70923376	-0.7413275	-0.8472719	0.05732584
chr10	4549293	0.6931472	2.57173	-1.8785827	accessible_not_acetylated	-0.16273642	-0.22254252	-0.24215078	-0.32799459	0.016190529
chr6	133241356	0.0	1.8784776	-1.8784776	accessible_not_acetylated	2.9980078	-0.96474147	-0.6285273	-0.9507896	0.0047587156
chr12	57127954	3.3322046	5.2102265	-1.878022	accessible_not_acetylated	-1.9514327	-0.49740314	-0.6490965	-0.34320736	-0.14322424
chr17	63896661	0.0	1.8776991	-1.8776991	accessible_not_acetylated	0.49918246	0.15103602	-0.13756728	-0.09525132	0.05482459
chr8	37797105	1.9459102	3.8235922	-1.877682	accessible_not_acetylated	-2.6931934	-1.7134404	-1.6088047	-1.664413	-0.07199478
chr8	48318681	1.609438	3.4864676	-1.8770297	accessible_not_acetylated	-0.23134184	-1.2032571	-0.29430485	-0.17310143	-0.014127731
chr18	12039147	1.3862944	3.263144	-1.8768497	accessible_not_acetylated	-1.1199739	-1.3370421	-0.6937609	-0.7698426	-0.009678602
chr22	50783652	2.4849067	4.3609705	-1.8760638	accessible_not_acetylated	-0.005883217	0.18104172	-0.25476646	-0.075277805	0.025808334
chr21	45974850	1.7917595	3.6673412	-1.8755817	accessible_not_acetylated	0.75603104	-0.88111377	-0.20350313	-0.34591556	0.014408112
chr6	149923177	1.7917595	3.6670167	-1.8752573	accessible_not_acetylated	-0.60089684	-1.5246081	-0.98892117	-1.221215	0.01807952
chr17	59331649	2.0794415	3.9546795	-1.875238	accessible_not_acetylated	-0.27062201	-0.7058611	-0.9686911	-1.0275283	-0.10447979
chr21	46000838	1.3862944	3.2603648	-1.8740704	accessible_not_acetylated	-1.1534765	-1.8231475	-1.2688606	-1.3356063	0.0070693493
chr10	111087477	0.6931472	2.5665188	-1.8733716	accessible_not_acetylated	0.089119434	-0.022087097	-0.021548986	-0.030017614	0.015218496
chr7	31246	2.3025851	4.175805	-1.87322	accessible_not_acetylated	-1.4473169	0.16990423	-0.7270169	-0.3630383	-0.003223896
chr8	133455912	0.0	1.8728163	-1.8728163	accessible_not_acetylated	0.44074464	-0.10351372	-0.4540912	-0.19464695	-0.01609385
chr12	49274838	2.1972246	4.070001	-1.8727765	accessible_not_acetylated	-1.4831634	0.35270405	-0.00606966	-0.12523055	-0.11846018
chr7	75147090	1.609438	3.4817271	-1.8722892	accessible_not_acetylated	-1.1138573	-0.20776463	-0.28319597	-0.28446364	0.055495262
chr17	32079948	0.6931472	2.5654342	-1.872287	accessible_not_acetylated	0.06264353	0.22433877	0.24314427	0.15598989	0.019022703
chr10	101217623	0.0	1.8721828	-1.8721828	accessible_not_acetylated	1.1107757	-0.7931993	-0.74955773	-0.9287577	0.011111379
chr6	138161920	0.6931472	2.565218	-1.8720708	accessible_not_acetylated	-0.06704235	-1.7344861	-1.1727318	-1.4405695	0.036845207
chr17	81457826	0.0	1.8717663	-1.8717663	accessible_not_acetylated	0.6836591	-0.552546	-0.80020785	-0.32088542	0.08219695
chr7	44804070	1.7917595	3.6629841	-1.8712246	accessible_not_acetylated	-1.540839	0.05514455	-0.10590553	-0.325881	0.081793785
chr7	5064571	0.0	1.8707458	-1.8707458	accessible_not_acetylated	-0.25444865	0.091710806	-0.021093965	0.13873565	0.028886795
chr8	79767999	3.713572	5.5837655	-1.8701935	accessible_not_acetylated	-3.280529	-1.5021954	-1.0809903	-0.64221096	-0.1311717
chr6	3229755	2.7080503	4.5778923	-1.869842	accessible_not_acetylated	-1.2456627	-1.0473583	-0.48661566	-0.74292636	0.0002708435
chr12	66087571	0.0	1.8697783	-1.8697783	accessible_not_acetylated	0.012188911	-0.23809159	-0.31539273	-0.3320259	0.060403585
chr20	3696408	0.0	1.8697637	-1.8697637	accessible_not_acetylated	0.20167053	-0.4904771	-0.36301696	-0.38161838	0.009734392
chr7	36108154	1.0986123	2.9671288	-1.8685164	accessible_not_acetylated	-0.06850219	-0.10054445	0.28559113	0.06309891	0.05260229
chr8	144046141	2.3978953	4.2663484	-1.868453	accessible_not_acetylated	-2.3633056	-0.34207368	-0.9821725	-0.74693084	-0.08410311
chr10	11823972	3.0445225	4.9120083	-1.8674858	accessible_not_acetylated	-1.8673859	-0.95437074	-0.6695261	-0.3065672	-0.019825459
chr12	120663087	0.0	1.8674037	-1.8674037	accessible_not_acetylated	0.115490794	-0.08501923	-0.14782596	-0.20009446	0.089995265
chr22	18936553	0.0	1.8662732	-1.8662732	accessible_not_acetylated	0.37496305	-1.0241723	-0.7148411	-0.75073385	0.01170671
chr22	18110686	0.0	1.8659639	-1.8659639	accessible_not_acetylated	0.7767451	-0.8221071	-0.94202936	-0.90331054	0.0355047
chr10	132185746	0.6931472	2.5589406	-1.8657935	accessible_not_acetylated	-0.18080449	-1.5031762	-0.907593	-1.8083586	0.00925231
chr7	45099786	2.1972246	4.062573	-1.8653483	accessible_not_acetylated	-1.6799774	-0.2285223	-0.24411273	-0.041447163	0.07319403
chr20	48621132	2.3025851	4.1668754	-1.8642902	accessible_not_acetylated	-1.611975	-0.552696	-0.84234166	-0.35580993	-0.14135265
chr21	14216333	2.7080503	4.5722184	-1.8641682	accessible_not_acetylated	0.37764025	-0.20784521	-0.090518	0.1466651	-0.028713703
chr12	26122625	1.0986123	2.962647	-1.8640347	accessible_not_acetylated	-0.65978837	-1.6884342	-0.83216476	-1.3911834	-0.022516012
chr7	102512745	2.8332133	4.6968737	-1.8636603	accessible_not_acetylated	-2.4575331	0.117217064	-0.65448713	0.40104246	0.03855276
chr22	24250815	0.0	1.8631641	-1.8631641	accessible_not_acetylated	0.9329325	-0.5842141	-0.42488933	-0.4398712	0.024106741
chr17	32060885	1.7917595	3.654603	-1.8628435	accessible_not_acetylated	-1.3929608	-0.52521133	-0.20103025	0.029343128	-0.06605625
chr7	138981449	1.609438	3.4721622	-1.8627243	accessible_not_acetylated	-0.52138305	-0.8685384	-0.8543651	-0.8305721	0.03343749
chr20	63238660	0.6931472	2.5558503	-1.8627031	accessible_not_acetylated	-0.26510477	-1.0362196	-0.8489077	-1.1888151	0.0015118122
chr21	44765824	2.3025851	4.1649904	-1.8624053	accessible_not_acetylated	-1.0975544	-1.1504679	-0.41537905	-0.69775176	-0.004899502
chr20	45833801	2.4849067	4.346478	-1.8615713	accessible_not_acetylated	-1.0728092	-2.007563	-0.6285851	-1.0363743	-0.031486988
chr10	46911395	0.6931472	2.554683	-1.8615358	accessible_not_acetylated	0.25055957	-1.2333726	-0.7402375	-0.92841065	0.012006044
chr8	85463353	1.7917595	3.6531732	-1.8614137	accessible_not_acetylated	-0.7820523	-1.0775845	-0.7564204	-0.9345498	-0.094080925
chr6	68719916	0.6931472	2.554224	-1.8610768	accessible_not_acetylated	-1.0629299	0.29662323	-0.092098475	0.09101057	0.03161955
chr6	111534611	0.0	1.8606098	-1.8606098	accessible_not_acetylated	0.9870484	0.3240142	-0.100944996	0.08976126	0.019475698
chr10	38118326	0.0	1.8596749	-1.8596749	accessible_not_acetylated	-0.38189995	0.06841445	0.08809042	0.0767653	0.025253773
chr12	109712311	1.7917595	3.6513228	-1.8595634	accessible_not_acetylated	-0.5380745	-1.3015547	-0.24133301	-0.78456163	-0.036072493
chr6	167828461	4.0253515	5.8847	-1.8593483	accessible_not_acetylated	-2.668095	-0.4226284	-0.13399887	-0.20614004	-0.055324554
chr10	75295220	2.9957323	4.854764	-1.8590317	accessible_not_acetylated	-2.347928	-0.8019428	-0.8504286	-0.619853	-0.022395134
chr21	45211838	0.0	1.8589604	-1.8589604	accessible_not_acetylated	1.4397354	0.35148358	0.12943244	-0.018152952	0.0067300797
chr20	2729329	0.0	1.8587081	-1.8587081	accessible_not_acetylated	0.5395372	0.034698725	-0.01996541	-0.120331764	-0.0045907497
chr6	57944887	0.6931472	2.5510995	-1.8579524	accessible_not_acetylated	-0.104660034	-0.13371778	-0.13794494	0.045245647	0.026467323
chr17	38415595	3.8286414	5.685573	-1.8569317	accessible_not_acetylated	-3.458476	-0.9007182	-0.7101598	-0.22194862	-0.14425182
chr12	4269564	1.9459102	3.8025002	-1.85659	accessible_not_acetylated	1.7388597	-0.2646718	-0.52106476	-0.00010251999	-0.072227955
chr8	100916593	1.3862944	3.2428405	-1.8565462	accessible_not_acetylated	-0.9142988	0.2636838	-0.16299367	-0.33085132	-0.0060970783
chr18	32018384	3.0910425	4.9468102	-1.8557677	accessible_not_acetylated	-2.3062446	-0.49359226	-0.37829685	-0.16636801	-0.01625681
chr8	143496237	0.0	1.8543667	-1.8543667	accessible_not_acetylated	0.767799	0.2863642	-0.050258756	0.016642094	0.003338337
chr17	68197400	0.6931472	2.5473518	-1.8542047	accessible_not_acetylated	0.6897874	-1.2041962	-0.8299632	-1.030701	0.0039520264
chr8	143771027	2.4849067	4.3385506	-1.8536439	accessible_not_acetylated	-1.6892054	-1.4974878	-1.1288095	-1.0105116	-0.019764423
chr17	75525486	3.3322046	5.185421	-1.8532164	accessible_not_acetylated	-1.662209	-0.9428468	-0.9453187	-0.76426744	-0.14022541
chr10	79052454	1.0986123	2.9503307	-1.8517184	accessible_not_acetylated	-1.2371337	-0.7916126	-0.4674003	-0.75758505	-0.003526926
chr22	19033103	1.7917595	3.6426418	-1.8508823	accessible_not_acetylated	-1.1576898	0.17036986	-0.5498159	-0.30190778	0.08285403
chr10	124544855	0.6931472	2.543799	-1.8506517	accessible_not_acetylated	-0.47188616	-0.9007069	-0.6489134	-0.8392085	0.013794899
chr8	12601482	0.0	1.8495767	-1.8495767	accessible_not_acetylated	0.65776396	-0.26824617	-1.0310006	-0.54799676	-0.34065104
chr10	100879910	0.0	1.8494346	-1.8494346	accessible_not_acetylated	0.7514818	-0.3257873	-0.35669446	-0.36493814	0.017259717
chr8	17577150	1.3862944	3.234212	-1.8479176	accessible_not_acetylated	-0.335052	-1.7070491	-1.0724018	-1.3997115	-0.046226025
chr8	42153232	3.3672957	5.2139673	-1.8466716	accessible_not_acetylated	-2.1328104	-1.4192398	-1.3710837	-1.634022	-0.14775085
chr6	32982548	2.6390574	4.4843698	-1.8453124	accessible_not_acetylated	-1.3672044	0.044413567	0.07432699	-0.35949278	-0.025438786
chr17	28041473	3.8501477	5.6949353	-1.8447876	accessible_not_acetylated	-2.1542485	-0.45421362	-0.65583277	-0.37318945	-0.1431489
chr8	144334365	1.0986123	2.94223	-1.8436177	accessible_not_acetylated	-0.32577443	-1.1023543	-0.76075983	-1.157675	-0.030151844
chr6	32072032	0.6931472	2.5364046	-1.8432574	accessible_not_acetylated	-0.027829885	-0.43024516	-0.040652275	-0.18705893	0.023513556
chr7	19747951	0.0	1.8431758	-1.8431758	accessible_not_acetylated	0.42460883	-0.29141676	-0.12823617	-0.019936204	0.019088745
chr12	125065393	3.1780539	5.020575	-1.8425212	accessible_not_acetylated	-1.1601751	-0.4436283	-0.7414837	-0.645051	-0.13224554
chr6	144150896	2.8332133	4.6757064	-1.842493	accessible_not_acetylated	-1.5029035	-1.2622874	-0.42631865	-0.510056	-0.010480881
chr20	5911490	1.7917595	3.6342032	-1.8424437	accessible_not_acetylated	-0.13183522	-0.4780426	-0.17027903	0.19908094	-0.045583487
chr8	38140537	1.7917595	3.6333594	-1.8416	accessible_not_acetylated	-1.2053812	-0.8222642	-0.4006486	-0.21739459	-0.012440205
chr20	61966187	1.0986123	2.9401233	-1.841511	accessible_not_acetylated	-0.5263014	-1.2563341	-0.8938949	-0.59942126	0.0015935898
chr8	27614811	2.4849067	4.3262644	-1.8413577	accessible_not_acetylated	-1.4330745	-0.24901581	0.10202551	-0.70563126	-0.043153763
chr7	149355763	2.0794415	3.920362	-1.8409204	accessible_not_acetylated	-1.0123315	-0.24805689	-0.08386803	0.0010507107	0.061147213
chr17	1342813	1.0986123	2.9393315	-1.8407192	accessible_not_acetylated	0.26675582	-0.07189703	0.0045609474	0.055898428	-0.023343801
chr12	132602693	1.3862944	3.226797	-1.8405027	accessible_not_acetylated	0.11482215	0.30287552	-0.11191511	0.0128622055	-0.043102026
chr10	61001506	2.6390574	4.4793625	-1.8403051	accessible_not_acetylated	-1.9980597	-1.8658295	-0.8501494	-1.333375	-0.014997482
chr6	38570983	0.0	1.8395107	-1.8395107	accessible_not_acetylated	-0.25808024	-0.24006462	-0.16888022	-0.14687419	0.012904286
chr7	66664903	1.3862944	3.225173	-1.8388786	accessible_not_acetylated	-0.65248585	-0.6407137	-0.43340993	-0.48103	0.060834408
chr12	131311407	0.6931472	2.5316668	-1.8385196	accessible_not_acetylated	0.09884977	-0.1694355	-0.15252471	-0.24680018	-0.04904294
chr20	22379671	0.0	1.83622	-1.83622	accessible_not_acetylated	0.40713882	-0.013643265	0.24534845	-0.043931365	0.022947788
chr6	29632568	4.158883	5.994887	-1.8360038	accessible_not_acetylated	-3.2295637	-1.7146077	-1.2565207	-1.1647587	-0.10919428
chr21	45555921	3.4339871	5.26891	-1.8349228	accessible_not_acetylated	-2.8833947	-1.1021028	-0.5326481	-0.8756175	-0.036714077
chr7	101165607	1.9459102	3.7803767	-1.8344665	accessible_not_acetylated	1.1801054	0.24055505	-0.37708187	-0.19439268	0.016872168
chr8	94262216	1.3862944	3.2205737	-1.8342793	accessible_not_acetylated	0.17840719	-0.59448767	-0.09913325	-0.24370122	-0.011605024
chr10	87435493	3.218876	5.052907	-1.8340311	accessible_not_acetylated	-2.6905544	0.061611176	0.21436024	0.14483309	-0.026581764
chr17	19142630	0.6931472	2.526674	-1.8335268	accessible_not_acetylated	0.1753776	0.08852124	-0.1760776	0.19912863	-0.0389421
chr17	41812086	2.5649493	4.398329	-1.8333795	accessible_not_acetylated	-1.0929372	-1.6512747	-0.8692374	-1.1389704	-0.10119152
chr21	26170823	0.6931472	2.5259566	-1.8328094	accessible_not_acetylated	1.3014638	-1.4082386	-0.76566994	-1.4897907	0.037338734
chr12	95551523	0.6931472	2.5248992	-1.8317521	accessible_not_acetylated	0.017772675	-0.11046624	-0.21291184	-0.27098727	0.04311037
chr6	151112331	0.6931472	2.524879	-1.8317318	accessible_not_acetylated	0.25803733	0.064549446	0.1367557	0.04569912	0.023948193
chr7	31052460	0.0	1.83139	-1.83139	accessible_not_acetylated	0.7132894	-1.2789079	-1.2581123	-1.1499985	0.02676189
chr7	140672265	2.1972246	4.0278406	-1.830616	accessible_not_acetylated	-0.52494144	-0.52120924	-0.21225119	-0.092684984	0.06838417
chr7	16452845	1.0986123	2.9292078	-1.8305955	accessible_not_acetylated	-1.3778197	-0.123025894	-0.115888834	-0.07869363	0.043283224
chr6	43455645	2.3978953	4.2283964	-1.8305011	accessible_not_acetylated	-1.2917118	-1.3158228	-1.2312517	-0.88605714	0.0008678436
chr22	20278796	1.7917595	3.6219964	-1.8302369	accessible_not_acetylated	-2.2579994	-1.1479726	-0.9161365	-0.7584095	0.07215595
chr20	45101117	1.0986123	2.9287224	-1.8301101	accessible_not_acetylated	0.13691401	-0.71769285	-0.33686042	-0.7120676	0.015352249
chr8	97597969	0.6931472	2.5231166	-1.8299694	accessible_not_acetylated	0.54217124	0.01884222	-0.10414529	-0.34915423	0.012243748
chr6	149089714	0.0	1.8293428	-1.8293428	accessible_not_acetylated	0.53501177	-0.08816981	-0.15067852	-0.27803636	0.017658949
chr20	63544621	1.609438	3.4380865	-1.8286486	accessible_not_acetylated	-1.3194299	-0.9954312	-0.7084441	-0.655601	0.00013184547
chr17	46244448	1.609438	3.437283	-1.8278451	accessible_not_acetylated	0.68267965	-0.63394547	0.019074678	-0.28636646	-0.042107344
chr10	102461940	2.6390574	4.4663324	-1.827275	accessible_not_acetylated	-1.7836354	-1.0212772	-0.43705177	-0.57047606	-0.014457703
chr20	35601705	2.4849067	4.3119936	-1.8270869	accessible_not_acetylated	-1.3091896	-1.2631478	-1.066751	-1.4290171	-0.061689854
chr10	79780747	3.295837	5.122433	-1.8265963	accessible_not_acetylated	-2.6600187	0.843904	0.1043787	0.420722	-0.03660059
chr22	23156933	3.5263605	5.352949	-1.8265886	accessible_not_acetylated	-2.9070756	-1.1515136	-0.43316746	-0.4858079	0.04734564
chr7	151167648	1.609438	3.4359045	-1.8264666	accessible_not_acetylated	-0.32039452	-1.7639085	-1.4972926	-1.4536494	0.06641388
chr6	147217113	2.8903718	4.716717	-1.826345	accessible_not_acetylated	-2.9251993	-0.74645805	-0.1332202	-0.63140345	-0.0043563843
chr22	44668617	0.6931472	2.518904	-1.8257568	accessible_not_acetylated	0.5712831	-1.1298174	-0.95499873	-1.2374103	0.041811228
chr12	125533640	0.0	1.8254778	-1.8254778	accessible_not_acetylated	-0.28711343	-0.15361643	-0.48930383	-0.1528809	0.005941272
chr22	43388503	0.0	1.8253665	-1.8253665	accessible_not_acetylated	-0.22210193	-0.51956916	-0.64042974	-0.86203754	0.025642872
chr8	27323935	2.3978953	4.223252	-1.8253565	accessible_not_acetylated	-1.9797599	-0.2218585	0.20373869	-0.032229424	-0.042785168
chr12	119988724	2.7080503	4.533396	-1.8253455	accessible_not_acetylated	-0.7174156	-0.38519382	-0.4842906	-0.17595196	-0.08163643
chr17	29567778	3.5263605	5.3515706	-1.8252101	accessible_not_acetylated	-1.0425382	-0.88238096	-0.6866336	-0.3400545	-0.13298559
chr10	34815585	1.3862944	3.211397	-1.8251026	accessible_not_acetylated	-1.0019419	-1.0289881	-1.0344932	-1.3877332	-0.018296242
chr8	37640356	0.0	1.8250985	-1.8250985	accessible_not_acetylated	1.5226185	0.11412692	-0.015383482	-0.046114445	0.016406178
chr6	164742168	0.0	1.8249335	-1.8249335	accessible_not_acetylated	0.21689582	-0.48927224	-0.33487535	-0.01385808	0.0018630028
chr18	70490556	0.0	1.8249133	-1.8249133	accessible_not_acetylated	0.13793612	-0.07154226	-0.12405372	-0.29000688	0.01632142
chr8	7397960	0.0	1.8244034	-1.8244034	accessible_not_acetylated	2.2828789	0.19512069	-0.064486146	0.31321013	-0.2153635
chr20	64091952	0.6931472	2.5163958	-1.8232486	accessible_not_acetylated	0.11884403	-0.16676736	-0.48255444	-0.25255919	0.014118671
chr6	167846005	2.6390574	4.4620457	-1.8229883	accessible_not_acetylated	-1.8519571	-0.2327404	-0.054599762	-0.34963083	0.0045080185
chr8	144045200	1.9459102	3.7687128	-1.8228025	accessible_not_acetylated	-1.8147589	-0.85769343	-0.55230117	-0.7202153	-0.014512539
chr7	63900767	2.0794415	3.9016323	-1.8221908	accessible_not_acetylated	-0.1470046	-1.0792732	0.18909216	-0.5250335	0.04355669
chr6	160348372	0.0	1.8219991	-1.8219991	accessible_not_acetylated	1.0911698	-1.1807296	-1.1861548	-1.1977949	0.005271435
chr8	142447664	0.0	1.8216726	-1.8216726	accessible_not_acetylated	0.15286255	-0.41234004	-0.4981259	-0.76440847	-0.016774058
chr8	19013717	1.0986123	2.918853	-1.8202407	accessible_not_acetylated	1.1260464	-1.8071239	-0.98811054	-1.3304254	0.0030097961
chr7	50721376	0.6931472	2.5115714	-1.8184242	accessible_not_acetylated	0.26082253	-0.1693263	-0.050509214	-0.26496983	0.05416131
chr10	102231816	1.9459102	3.7641017	-1.8181915	accessible_not_acetylated	-1.2529929	-1.0572436	-0.97322655	-0.9062495	-0.015525818
chr12	63668574	0.0	1.8181653	-1.8181653	accessible_not_acetylated	1.0799816	-0.79013515	-0.33646607	-0.6236236	0.085568905
chr10	46441162	0.6931472	2.5111449	-1.8179977	accessible_not_acetylated	-0.44212675	-0.1133945	-0.093167305	-0.13568115	0.008296251
chr20	1777400	0.6931472	2.5109694	-1.8178222	accessible_not_acetylated	0.5819614	-0.9117887	-0.35493708	-0.27932858	-0.026126862
chr17	80035976	1.3862944	3.2035508	-1.8172565	accessible_not_acetylated	0.008275747	-0.7824187	-0.4607749	-0.45676923	-0.057561398
chr6	73855175	0.0	1.81675	-1.81675	accessible_not_acetylated	0.22937274	-0.393162	-0.07657659	-0.119348645	0.009856224
chr10	122112808	0.6931472	2.509773	-1.8166258	accessible_not_acetylated	0.1397717	-1.2158037	-0.25055647	-0.9834229	0.01046586
chr22	30755573	0.6931472	2.5087047	-1.8155575	accessible_not_acetylated	-0.26085615	-0.39200807	-0.21103644	0.030410528	0.031841278
chr22	19757011	3.1354942	4.9508862	-1.815392	accessible_not_acetylated	-1.4143896	-0.5265541	-0.7820902	-0.40812778	0.011588573
chr17	81952296	0.6931472	2.507325	-1.8141778	accessible_not_acetylated	-0.850358	-0.4515946	-0.37721992	-0.05617571	0.017408371
chr7	143737222	2.4849067	4.2984715	-1.8135648	accessible_not_acetylated	-2.1868162	-0.33715773	-0.14469099	0.39843416	0.03916645
chr6	42144951	0.0	1.8132019	-1.8132019	accessible_not_acetylated	-0.4091885	-0.7306669	-0.5518321	-0.5672257	0.004334569
chr7	50561071	0.6931472	2.505928	-1.8127809	accessible_not_acetylated	0.020420551	-0.50210047	-0.38966203	-0.24772	0.045882225
chr8	142545734	1.0986123	2.9111366	-1.8125243	accessible_not_acetylated	-0.12565541	-0.36885738	-0.51954556	-0.5211055	-0.0027451515
chr8	545696	1.0986123	2.9107447	-1.8121324	accessible_not_acetylated	2.6165862	0.06365228	-0.66905355	-0.9525045	-0.03839445
chr10	6737381	0.0	1.8119594	-1.8119594	accessible_not_acetylated	0.17059803	-0.30317247	-0.33250654	-0.24473178	0.021312714
chr20	2752345	1.609438	3.4213514	-1.8119135	accessible_not_acetylated	-0.81901073	-1.9267154	-0.9009876	-1.2763448	0.0059125423
chr12	131592410	1.9459102	3.757576	-1.8116658	accessible_not_acetylated	-1.1540546	-1.0556073	-0.46381497	-0.71936417	-0.06298995
chr6	127516873	0.6931472	2.5045514	-1.8114042	accessible_not_acetylated	-0.07272649	-0.7068212	-0.4154322	-0.8871012	-0.0012569427
chr7	44802840	1.9459102	3.7568316	-1.8109214	accessible_not_acetylated	-1.213819	0.3540411	-0.095649004	-0.17939138	0.07764602
chr6	152268445	0.0	1.8108463	-1.8108463	accessible_not_acetylated	0.3678534	-0.5525366	-0.33999467	-0.26732254	0.0015575886
chr22	17275640	0.6931472	2.5035248	-1.8103776	accessible_not_acetylated	-0.09287071	-0.7127559	-0.5813787	-0.6383761	0.03429222
chr6	32086818	0.6931472	2.5032496	-1.8101025	accessible_not_acetylated	0.566205	0.18879199	-0.33812976	-0.08981657	0.014535189
chr12	49346864	2.8903718	4.7003374	-1.8099656	accessible_not_acetylated	-1.387016	-1.0028133	-0.6425247	-0.6223345	-0.106723785
chr12	118064703	2.4849067	4.294419	-1.8095121	accessible_not_acetylated	-1.5417657	-0.074261665	0.14634466	-0.6447563	-0.0903182
chr22	20310906	1.7917595	3.6012225	-1.809463	accessible_not_acetylated	-0.37110472	-0.46752262	-0.36188388	-0.20921755	0.07029152
chr8	56202410	0.0	1.8093091	-1.8093091	accessible_not_acetylated	0.68383825	-0.08331478	-0.012602925	0.4529282	-0.028341651
chr12	117856790	0.0	1.8090607	-1.8090607	accessible_not_acetylated	0.65550745	-0.10593259	0.021484733	-0.027798653	0.057466865
chr8	144336281	1.0986123	2.9073653	-1.808753	accessible_not_acetylated	0.28829074	-1.517267	-0.6788974	-0.7672105	-0.020948648
chr7	5283019	1.0986123	2.9073408	-1.8087285	accessible_not_acetylated	-1.5502002	-1.1869886	-0.9066901	-0.8990729	0.014892578
chr21	26849631	0.0	1.8084502	-1.8084502	accessible_not_acetylated	0.88724923	-0.065265656	0.18318236	0.0529083	0.011407971
chr7	148804550	2.5649493	4.3728952	-1.807946	accessible_not_acetylated	-2.0164304	-0.37569094	-0.23019505	-0.2287736	0.07518864
