chr	center	observed_log	atac_pred_log	true_residual	class	multimodal_residual
chr8	143387111	2.6390574	4.7485056	-2.1094482	accessible_not_acetylated	-0.60697556
chr8	140440743	2.5649493	4.674101	-2.1091516	accessible_not_acetylated	-0.7814412
chr8	60156569	2.3978953	4.5062943	-2.108399	accessible_not_acetylated	-0.9893341
chr6	116877210	2.6390574	4.747349	-2.1082914	accessible_not_acetylated	-0.69203997
chr10	123100231	2.4849067	4.5929	-2.1079931	accessible_not_acetylated	-0.499681
chr8	132140744	2.3978953	4.5058002	-2.107905	accessible_not_acetylated	-0.7729945
chr17	81165722	2.3978953	4.5056763	-2.107781	accessible_not_acetylated	-1.388421
chr18	26405605	2.6390574	4.7463617	-2.1073043	accessible_not_acetylated	-0.40285683
chr6	96991811	2.5649493	4.67109	-2.1061409	accessible_not_acetylated	-0.6473284
chr18	47754595	2.7725887	4.8786774	-2.1060886	accessible_not_acetylated	-0.59161377
chr12	125093287	2.7080503	4.8141136	-2.1060634	accessible_not_acetylated	-0.8004236
chr10	133268091	2.7725887	4.878381	-2.105792	accessible_not_acetylated	-0.94015527
chr17	63484818	2.8332133	4.93844	-2.1052265	accessible_not_acetylated	-0.5182233
chr8	81112083	2.944439	5.0494704	-2.1050315	accessible_not_acetylated	-0.6054697
chr7	30964020	2.3978953	4.502862	-2.1049666	accessible_not_acetylated	-0.5981972
chr7	102261084	2.3978953	4.5024548	-2.1045594	accessible_not_acetylated	-0.49316692
chr10	133347331	2.4849067	4.5889306	-2.104024	accessible_not_acetylated	-1.1012092
chr10	101217623	2.5649493	4.6688213	-2.103872	accessible_not_acetylated	-0.71900535
chr8	142510137	2.3978953	4.50157	-2.103675	accessible_not_acetylated	-1.4360268
chr10	98299515	2.0794415	4.1830187	-2.1035771	accessible_not_acetylated	-0.8149121
chr8	7913626	2.8332133	4.9367447	-2.1035314	accessible_not_acetylated	0.3358159
chr8	60122058	2.8903718	4.993517	-2.1031451	accessible_not_acetylated	-0.4032998
chr20	54194840	2.4849067	4.587411	-2.1025043	accessible_not_acetylated	-0.5800357
chr10	25639830	2.6390574	4.7415075	-2.1024501	accessible_not_acetylated	-0.66362286
chr22	38733424	2.6390574	4.7408295	-2.101772	accessible_not_acetylated	-0.42112255
chr10	133159347	2.7725887	4.8738694	-2.1012807	accessible_not_acetylated	-1.0206363
chr7	69598579	2.7725887	4.873825	-2.1012363	accessible_not_acetylated	-0.9384577
chr22	31248328	2.8332133	4.9343095	-2.1010962	accessible_not_acetylated	-0.48710155
chr18	12093740	2.4849067	4.585885	-2.1009784	accessible_not_acetylated	-0.97601295
chr8	139647299	2.8903718	4.991296	-2.100924	accessible_not_acetylated	-0.5808368
chr10	89785305	2.7080503	4.8089695	-2.1009192	accessible_not_acetylated	-0.34836864
chr6	167204130	2.7725887	4.873245	-2.100656	accessible_not_acetylated	-0.05765772
chr10	132257475	2.3025851	4.402335	-2.09975	accessible_not_acetylated	-0.83601713
chr17	3551338	2.3025851	4.4023147	-2.0997295	accessible_not_acetylated	-0.56564474
chr10	46556071	2.6390574	4.737977	-2.0989196	accessible_not_acetylated	-1.0099957
chr20	13221770	1.0986123	3.1973166	-2.0987043	accessible_not_acetylated	-1.3610739
chr22	38230317	1.609438	3.7080753	-2.0986373	accessible_not_acetylated	-0.4621725
chr20	2692891	2.6390574	4.737653	-2.0985954	accessible_not_acetylated	-1.5341156
chr22	27801498	1.9459102	4.0444927	-2.0985825	accessible_not_acetylated	-1.525054
chr6	160679612	2.4849067	4.5827613	-2.0978546	accessible_not_acetylated	-0.79138565
chr12	130286205	2.3978953	4.495486	-2.0975904	accessible_not_acetylated	-0.60661817
chr17	15341664	2.4849067	4.582454	-2.0975475	accessible_not_acetylated	-0.28320503
chr7	100298419	2.7080503	4.805107	-2.0970569	accessible_not_acetylated	-0.28998852
chr10	46283134	3.0910425	5.187831	-2.0967884	accessible_not_acetylated	-0.2664585
chr7	74922704	2.7080503	4.804263	-2.0962129	accessible_not_acetylated	-0.51929045
chr21	43037093	2.5649493	4.6606703	-2.095721	accessible_not_acetylated	-0.1961813
chr18	46344130	2.3025851	4.3980656	-2.0954804	accessible_not_acetylated	-0.84165716
chr17	68061620	2.3025851	4.397287	-2.0947018	accessible_not_acetylated	-0.67523766
chr7	44104360	2.4849067	4.579561	-2.0946546	accessible_not_acetylated	-1.1751244
chr8	12362018	0.0	2.0944412	-2.0944412	accessible_not_acetylated	-0.33854508
chr7	101308850	3.1354942	5.229438	-2.0939436	accessible_not_acetylated	-0.9042187
chr18	30361946	2.7725887	4.8664637	-2.093875	accessible_not_acetylated	-0.6068287
chr7	2526212	2.944439	5.0382595	-2.0938206	accessible_not_acetylated	-0.99503374
chr21	44711580	2.1972246	4.2902975	-2.093073	accessible_not_acetylated	-0.475209
chr12	19440064	3.3672957	5.4595227	-2.092227	accessible_not_acetylated	-0.8468189
chr17	38288399	2.1972246	4.28926	-2.0920353	accessible_not_acetylated	-0.35152578
chr17	76036601	2.1972246	4.2892456	-2.092021	accessible_not_acetylated	-0.7441313
chr12	2976779	2.8332133	4.9251957	-2.0919824	accessible_not_acetylated	-0.6922889
chr22	44623851	2.4849067	4.5764413	-2.0915346	accessible_not_acetylated	-1.0783455
chr8	141508003	2.8332133	4.924526	-2.091313	accessible_not_acetylated	-0.6355367
chr17	1229653	2.6390574	4.7303114	-2.091254	accessible_not_acetylated	-1.8641765
chr10	86584169	2.3978953	4.488981	-2.0910854	accessible_not_acetylated	-0.5257087
chr17	20866649	2.1972246	4.288239	-2.0910144	accessible_not_acetylated	-1.3891907
chr10	35641531	3.3322046	5.4231973	-2.0909927	accessible_not_acetylated	-0.9043145
chr10	86178592	2.4849067	4.5756397	-2.090733	accessible_not_acetylated	-0.5685086
chr17	78231309	2.1972246	4.2878485	-2.0906239	accessible_not_acetylated	-1.148987
chr22	38298476	2.3978953	4.4879866	-2.0900912	accessible_not_acetylated	-0.9551809
chr18	37444791	2.6390574	4.7286997	-2.0896423	accessible_not_acetylated	-0.43626404
chr12	108880080	1.9459102	4.0355453	-2.0896351	accessible_not_acetylated	-0.87042046
chr7	30682525	2.7725887	4.8612556	-2.088667	accessible_not_acetylated	-1.2201676
chr12	53961563	2.3978953	4.4865227	-2.0886273	accessible_not_acetylated	-1.1498864
chr12	132506954	2.8332133	4.9217863	-2.088573	accessible_not_acetylated	-0.625278
chr17	66192235	2.9957323	5.0841665	-2.0884342	accessible_not_acetylated	-0.6831956
chr17	2025391	3.1354942	5.2238417	-2.0883474	accessible_not_acetylated	-1.2618814
chr21	46117823	2.3978953	4.4861536	-2.0882583	accessible_not_acetylated	-0.8641012
chr6	105136938	2.7080503	4.796	-2.0879498	accessible_not_acetylated	-1.1022639
chr18	79951687	3.0445225	5.132372	-2.0878494	accessible_not_acetylated	-0.5208931
chr10	43266919	1.7917595	3.8795104	-2.087751	accessible_not_acetylated	-1.8869698
chr7	152782468	2.8332133	4.9194117	-2.0861983	accessible_not_acetylated	0.21032381
chr22	42582101	3.0445225	5.1297913	-2.0852687	accessible_not_acetylated	-0.62496567
chr6	168302786	2.4849067	4.5696945	-2.0847878	accessible_not_acetylated	-0.55853176
chr22	20714808	2.4849067	4.569584	-2.0846772	accessible_not_acetylated	-0.721277
chr7	130578036	2.0794415	4.1638365	-2.084395	accessible_not_acetylated	-0.53083634
chr21	41362022	2.1972246	4.2800508	-2.0828261	accessible_not_acetylated	-0.33437037
chr10	42952333	2.8332133	4.9158645	-2.0826511	accessible_not_acetylated	-0.94468
chr7	128939966	3.0910425	5.1736755	-2.082633	accessible_not_acetylated	-0.6136112
chr7	45073604	2.3978953	4.480262	-2.0823665	accessible_not_acetylated	-1.020931
chr18	49887584	2.1972246	4.279541	-2.0823164	accessible_not_acetylated	-0.5782993
chr6	142072186	2.3978953	4.4795704	-2.081675	accessible_not_acetylated	-0.49392676
chr22	43228549	2.5649493	4.646367	-2.0814178	accessible_not_acetylated	-0.6758349
chr17	14813863	2.3025851	4.3836856	-2.0811005	accessible_not_acetylated	-0.75861
chr7	5382630	2.8332133	4.914274	-2.081061	accessible_not_acetylated	-0.8309579
chr8	142198254	2.7080503	4.7889776	-2.0809274	accessible_not_acetylated	-0.31835604
chr22	41998715	2.3978953	4.4787626	-2.0808673	accessible_not_acetylated	-0.78870225
chr7	2471613	2.6390574	4.7192316	-2.0801742	accessible_not_acetylated	-1.1222997
chr8	144273144	3.1354942	5.2153797	-2.0798855	accessible_not_acetylated	-0.7434459
chr12	6384944	2.8903718	4.9699264	-2.0795546	accessible_not_acetylated	-0.719759
chr7	132576564	1.9459102	4.024953	-2.0790427	accessible_not_acetylated	-1.4029493
chr7	101180276	1.7917595	3.8705034	-2.078744	accessible_not_acetylated	-1.2067058
chr22	22900715	3.1780539	5.256587	-2.0785332	accessible_not_acetylated	-0.6277809
chr12	124617427	2.6390574	4.717095	-2.0780375	accessible_not_acetylated	-0.8929415
chr7	151876018	2.7725887	4.8501596	-2.077571	accessible_not_acetylated	-0.96941805
chr7	122886244	3.0445225	5.1219654	-2.077443	accessible_not_acetylated	-0.954936
chr21	8420160	3.1354942	5.212887	-2.0773926	accessible_not_acetylated	0.30339336
chr20	47857396	2.1972246	4.2744923	-2.0772676	accessible_not_acetylated	-0.5716889
chr22	43165945	2.9957323	5.0728645	-2.0771322	accessible_not_acetylated	-0.67541504
chr20	62831084	2.6390574	4.716054	-2.0769966	accessible_not_acetylated	-1.023891
chr7	97005977	2.1972246	4.273844	-2.0766191	accessible_not_acetylated	-1.2672129
chr7	87934324	3.0445225	5.121023	-2.0765007	accessible_not_acetylated	-0.899837
chr7	44238531	2.6390574	4.7155523	-2.076495	accessible_not_acetylated	-0.8327
chr10	110150237	2.4849067	4.5612535	-2.0763469	accessible_not_acetylated	-0.31292868
chr18	73258880	3.218876	5.295166	-2.0762901	accessible_not_acetylated	-0.33879757
chr7	149815905	2.4849067	4.560941	-2.0760345	accessible_not_acetylated	-0.8814206
chr17	2798831	2.3025851	4.37852	-2.075935	accessible_not_acetylated	-0.93301296
chr12	101739472	1.9459102	4.0218024	-2.0758922	accessible_not_acetylated	-0.74423075
chr10	99485396	2.3025851	4.3784103	-2.0758252	accessible_not_acetylated	-0.6089668
chr12	68933030	2.944439	5.020177	-2.075738	accessible_not_acetylated	-0.660933
chr8	143711956	2.5649493	4.640603	-2.0756538	accessible_not_acetylated	-1.107558
chr10	101843920	0.0	2.075556	-2.075556	accessible_not_acetylated	-0.96394765
chr8	142786592	2.3025851	4.3780527	-2.0754676	accessible_not_acetylated	-1.0891836
chr8	141445086	2.8332133	4.908166	-2.0749526	accessible_not_acetylated	-1.2951088
chr20	48565222	2.5649493	4.6398573	-2.074908	accessible_not_acetylated	-0.5179601
chr18	78879213	2.1972246	4.2717113	-2.0744867	accessible_not_acetylated	-0.6795335
chr17	79105390	2.3978953	4.4721775	-2.0742822	accessible_not_acetylated	-1.2858303
chr10	123994656	3.0445225	5.117993	-2.0734704	accessible_not_acetylated	-0.69897413
chr10	128035687	2.5649493	4.6383605	-2.0734112	accessible_not_acetylated	-0.75303006
chr12	54588659	2.1972246	4.2706203	-2.0733957	accessible_not_acetylated	-1.2604384
chr7	100373444	2.8903718	4.9637547	-2.0733829	accessible_not_acetylated	-0.8455992
chr10	127694776	2.0794415	4.152768	-2.0733266	accessible_not_acetylated	-0.20710921
chr6	112254715	2.0794415	4.1525583	-2.0731168	accessible_not_acetylated	-0.49125743
chr20	51767226	2.5649493	4.6377697	-2.0728204	accessible_not_acetylated	-0.7562611
chr10	102107217	2.7725887	4.8454065	-2.0728178	accessible_not_acetylated	-0.6294651
chr12	62035679	2.944439	5.017234	-2.072795	accessible_not_acetylated	-0.5175171
chr7	31058328	2.4849067	4.557679	-2.0727725	accessible_not_acetylated	-0.6579673
chr17	63454779	2.7080503	4.7806983	-2.072648	accessible_not_acetylated	-0.84209037
chr22	43014532	3.218876	5.291236	-2.07236	accessible_not_acetylated	-0.93048143
chr10	62268852	3.3322046	5.4044847	-2.0722802	accessible_not_acetylated	-0.91582966
chr8	79613335	2.6390574	4.7110825	-2.072025	accessible_not_acetylated	-0.823426
chr22	15528158	0.0	2.0708804	-2.0708804	accessible_not_acetylated	-0.12154126
chr22	50219548	2.6390574	4.709707	-2.0706494	accessible_not_acetylated	-0.914958
chr6	166476878	2.4849067	4.555366	-2.0704594	accessible_not_acetylated	-0.54755545
chr10	91883986	2.4849067	4.555197	-2.07029	accessible_not_acetylated	-0.56248426
chr10	100563182	2.7080503	4.777994	-2.069944	accessible_not_acetylated	-0.6970329
chr12	105084579	3.3672957	5.4367766	-2.069481	accessible_not_acetylated	-0.7428937
chr22	37639641	3.0910425	5.1604824	-2.06944	accessible_not_acetylated	-0.9548173
chr20	3670808	2.3978953	4.4672775	-2.0693822	accessible_not_acetylated	-0.9230938
chr20	62401543	2.6390574	4.707957	-2.0688994	accessible_not_acetylated	-0.8685622
chr20	60055924	1.609438	3.6780412	-2.0686033	accessible_not_acetylated	-0.33639526
chr17	4604440	1.7917595	3.8603182	-2.0685587	accessible_not_acetylated	-0.9991033
chr10	49361949	2.4849067	4.553364	-2.0684571	accessible_not_acetylated	-0.68171144
chr22	19029453	2.8903718	4.958558	-2.0681863	accessible_not_acetylated	-1.389745
chr17	44759172	2.8332133	4.901239	-2.0680256	accessible_not_acetylated	-1.4528935
chr17	81721185	2.5649493	4.6327124	-2.067763	accessible_not_acetylated	-0.68165517
chr20	46058903	2.0794415	4.1471148	-2.0676732	accessible_not_acetylated	-1.0300913
chr8	109975847	1.7917595	3.8588698	-2.0671103	accessible_not_acetylated	-0.8373301
chr7	29989809	2.0794415	4.1463804	-2.0669389	accessible_not_acetylated	-1.1847999
chr20	35634317	1.9459102	4.0127487	-2.0668385	accessible_not_acetylated	-0.681972
chr12	118103915	3.0910425	5.1573687	-2.0663261	accessible_not_acetylated	-1.1241736
chr17	7438250	2.944439	5.010764	-2.0663252	accessible_not_acetylated	-0.8947673
chr7	29680159	3.0445225	5.110676	-2.0661533	accessible_not_acetylated	0.19824743
chr21	42027972	2.5649493	4.63106	-2.0661108	accessible_not_acetylated	-0.60160637
chr17	6436169	2.4849067	4.550761	-2.0658545	accessible_not_acetylated	-0.5622487
chr17	22288321	2.8903718	4.9560304	-2.0656586	accessible_not_acetylated	-0.6234107
chr6	39064332	2.3025851	4.36813	-2.065545	accessible_not_acetylated	-0.5730512
chr7	28179871	2.7725887	4.8372493	-2.0646605	accessible_not_acetylated	-0.88247514
chr7	2321194	2.6390574	4.703096	-2.0640385	accessible_not_acetylated	-0.86056876
chr10	38390905	1.9459102	4.009657	-2.0637467	accessible_not_acetylated	-0.9285853
chr17	4899652	2.0794415	4.1430864	-2.063645	accessible_not_acetylated	-1.1191227
chr7	44030181	2.7725887	4.835861	-2.0632725	accessible_not_acetylated	-0.17612171
chr20	16576410	2.7725887	4.8354836	-2.0628948	accessible_not_acetylated	-0.32981443
chr8	37858300	2.9957323	5.058613	-2.0628805	accessible_not_acetylated	-0.35005188
chr21	33101435	2.7080503	4.7707596	-2.0627093	accessible_not_acetylated	-0.8444812
chr18	75173269	2.1972246	4.2598467	-2.062622	accessible_not_acetylated	-0.5471039
chr21	44734312	1.9459102	4.008292	-2.062382	accessible_not_acetylated	-0.3495245
chr20	48488805	2.0794415	4.1417522	-2.0623107	accessible_not_acetylated	-0.67605066
chr10	127196158	1.0986123	3.1603637	-2.0617514	accessible_not_acetylated	-1.4120605
chr7	1593680	2.4849067	4.5463343	-2.0614276	accessible_not_acetylated	-0.951401
chr10	133351835	2.9957323	5.0567207	-2.0609884	accessible_not_acetylated	-0.8717184
chr12	131851396	2.6390574	4.6988773	-2.05982	accessible_not_acetylated	-1.0063062
chr17	19506678	2.7080503	4.7676544	-2.0596042	accessible_not_acetylated	-0.93362665
chr21	19493745	3.1780539	5.2371573	-2.0591035	accessible_not_acetylated	-0.8756485
chr7	155559675	2.4849067	4.543576	-2.058669	accessible_not_acetylated	-0.8272724
chr20	2816872	2.6390574	4.697625	-2.0585678	accessible_not_acetylated	-0.6009183
chr10	119418568	2.6390574	4.6974316	-2.0583742	accessible_not_acetylated	-0.56529903
chr7	2649275	2.4849067	4.542383	-2.0574765	accessible_not_acetylated	-1.1080844
chr20	642806	3.1354942	5.1927576	-2.0572634	accessible_not_acetylated	-1.2507179
chr20	62228273	2.4849067	4.542122	-2.0572152	accessible_not_acetylated	-1.1132798
chr22	46589497	2.3978953	4.454674	-2.0567784	accessible_not_acetylated	-0.7638204
chr7	146116529	2.8332133	4.888777	-2.0555634	accessible_not_acetylated	-0.8212538
chr6	7630965	2.5649493	4.620127	-2.055178	accessible_not_acetylated	-0.5411439
chr10	117165980	2.7080503	4.762808	-2.0547576	accessible_not_acetylated	-0.4777794
chr17	18154002	3.1780539	5.232294	-2.0542402	accessible_not_acetylated	-0.6840029
chr18	36057968	3.1354942	5.1896734	-2.0541792	accessible_not_acetylated	-0.43453503
chr6	8282776	2.8332133	4.887318	-2.0541048	accessible_not_acetylated	-0.4327278
chr20	43571496	2.3978953	4.451954	-2.0540586	accessible_not_acetylated	-0.34014034
chr12	55707710	2.7725887	4.8259916	-2.053403	accessible_not_acetylated	-0.85004544
chr10	124544855	2.4849067	4.5380964	-2.0531898	accessible_not_acetylated	-0.964736
chr18	24397918	3.3672957	5.4203568	-2.053061	accessible_not_acetylated	-0.8746605
chr17	45813518	2.3978953	4.4505324	-2.052637	accessible_not_acetylated	-0.5752301
chr7	39864127	2.7080503	4.7603254	-2.0522752	accessible_not_acetylated	-0.75218487
chr20	5001145	2.6390574	4.690619	-2.0515616	accessible_not_acetylated	-1.159544
chr17	732392	3.1354942	5.186649	-2.0511546	accessible_not_acetylated	-1.2168369
chr18	14132520	3.218876	5.269861	-2.0509853	accessible_not_acetylated	-0.19519329
chr22	42511767	2.5649493	4.61579	-2.0508406	accessible_not_acetylated	-0.41356897
chr8	7397960	2.8903718	4.94116	-2.0507884	accessible_not_acetylated	0.12246561
chr18	76565357	2.5649493	4.615275	-2.0503256	accessible_not_acetylated	-0.43832016
chr17	60160942	2.3978953	4.4478474	-2.049952	accessible_not_acetylated	-0.7184384
chr10	117138301	1.609438	3.65921	-2.049772	accessible_not_acetylated	-0.9428294
chr20	61425829	2.4849067	4.5346165	-2.0497098	accessible_not_acetylated	-0.77714443
chr10	103693133	2.944439	4.9940176	-2.0495787	accessible_not_acetylated	-0.8095093
chr12	121804731	3.0910425	5.140206	-2.0491633	accessible_not_acetylated	-0.8250761
chr7	73424404	2.8332133	4.8823643	-2.049151	accessible_not_acetylated	-1.0208132
chr22	39040892	3.5263605	5.575409	-2.0490484	accessible_not_acetylated	-0.52890205
chr6	121260930	2.5649493	4.6137934	-2.048844	accessible_not_acetylated	-0.6104722
chr7	19117648	2.3025851	4.3504105	-2.0478253	accessible_not_acetylated	-1.2084196
chr10	87407700	1.7917595	3.8394923	-2.0477328	accessible_not_acetylated	-0.6762762
chr20	3785820	3.0445225	5.092032	-2.0475094	accessible_not_acetylated	-1.061348
chr10	117375179	3.4011974	5.4485493	-2.0473518	accessible_not_acetylated	-1.1478386
chr10	133235437	2.7725887	4.8198843	-2.0472956	accessible_not_acetylated	-1.0448501
chr22	29480195	2.7725887	4.819871	-2.0472822	accessible_not_acetylated	-1.1117938
chr7	33904910	2.3025851	4.349761	-2.047176	accessible_not_acetylated	-1.2139571
chr8	11466999	3.1780539	5.2252026	-2.0471487	accessible_not_acetylated	-0.68379927
chr17	68259181	2.5649493	4.6118026	-2.0468533	accessible_not_acetylated	-0.9346504
chr7	44325631	1.609438	3.656276	-2.046838	accessible_not_acetylated	-1.7554042
chr12	6317439	2.3978953	4.4447174	-2.046822	accessible_not_acetylated	-0.6081233
chr12	3208048	2.4849067	4.5312805	-2.0463738	accessible_not_acetylated	-0.37221098
chr6	79257464	2.1972246	4.243596	-2.0463715	accessible_not_acetylated	-0.052751064
chr17	38257303	3.1354942	5.1817694	-2.0462751	accessible_not_acetylated	-0.6511364
chr21	26967120	1.7917595	3.8380232	-2.0462637	accessible_not_acetylated	-0.41309762
chr7	44307410	2.5649493	4.6112013	-2.046252	accessible_not_acetylated	-1.004024
chr20	63246900	2.3978953	4.443577	-2.0456815	accessible_not_acetylated	-1.0523076
chr10	121697074	2.3978953	4.443426	-2.0455308	accessible_not_acetylated	-0.47216344
chr20	2693966	2.3978953	4.443141	-2.0452456	accessible_not_acetylated	-1.0354087
chr18	74819908	2.7080503	4.7532253	-2.045175	accessible_not_acetylated	-0.554657
chr17	80441271	2.4849067	4.5297823	-2.0448756	accessible_not_acetylated	-0.47016382
chr17	489590	2.8903718	4.935133	-2.0447612	accessible_not_acetylated	-1.2814178
chr17	48964294	2.3978953	4.4424	-2.0445046	accessible_not_acetylated	-0.98697996
chr20	63652572	3.1780539	5.222475	-2.0444212	accessible_not_acetylated	-0.9831171
chr17	6713497	2.5649493	4.609249	-2.0442998	accessible_not_acetylated	-0.8373585
chr7	76627115	3.218876	5.263056	-2.04418	accessible_not_acetylated	-0.21637297
chr18	13395075	2.4849067	4.528507	-2.0436006	accessible_not_acetylated	-0.40404224
chr12	124584048	2.5649493	4.608225	-2.0432756	accessible_not_acetylated	-0.10760689
chr8	141567137	2.5649493	4.608221	-2.0432718	accessible_not_acetylated	-0.867291
chr10	5874360	2.5649493	4.608074	-2.043125	accessible_not_acetylated	-0.38924885
chr12	128267402	1.609438	3.651884	-2.0424461	accessible_not_acetylated	-1.055778
chr10	85718710	2.5649493	4.6072083	-2.042259	accessible_not_acetylated	-0.8903446
chr12	15789576	1.3862944	3.4285378	-2.0422435	accessible_not_acetylated	-1.0529673
chr6	29723339	1.9459102	3.9881358	-2.0422256	accessible_not_acetylated	-0.76321054
chr7	27096049	2.3025851	4.3447742	-2.0421891	accessible_not_acetylated	-0.8843231
chr12	131902361	2.7080503	4.750233	-2.042183	accessible_not_acetylated	-0.7485366
chr18	2906932	3.1354942	5.1774073	-2.041913	accessible_not_acetylated	-0.9316788
chr7	71733332	2.8332133	4.874614	-2.0414004	accessible_not_acetylated	-0.8237791
chr22	24421666	2.8903718	4.931585	-2.041213	accessible_not_acetylated	-0.84915686
chr6	166308383	1.9459102	3.9867067	-2.0407965	accessible_not_acetylated	-0.8521075
chr7	152833569	2.7080503	4.748843	-2.040793	accessible_not_acetylated	-0.103649616
chr22	44723988	2.3025851	4.3433733	-2.0407882	accessible_not_acetylated	-0.075687885
chr20	20712775	3.3322046	5.372811	-2.0406063	accessible_not_acetylated	-0.7169771
chr8	120123670	3.0910425	5.131156	-2.0401134	accessible_not_acetylated	-0.5786872
chr7	157612386	2.4849067	4.5249605	-2.0400538	accessible_not_acetylated	-0.52873206
chr6	168209084	2.5649493	4.604776	-2.0398266	accessible_not_acetylated	-0.40159845
chr8	144390493	2.5649493	4.6047454	-2.039796	accessible_not_acetylated	-0.9128578
chr12	66235333	3.295837	5.335576	-2.0397391	accessible_not_acetylated	-0.48279047
chr10	79274358	2.7080503	4.747698	-2.0396476	accessible_not_acetylated	-0.82159877
chr8	144203460	3.583519	5.6226025	-2.0390835	accessible_not_acetylated	-0.629406
chr21	10342257	3.1354942	5.17438	-2.0388856	accessible_not_acetylated	-0.36669827
chr8	62902055	2.3025851	4.341034	-2.0384488	accessible_not_acetylated	-0.65428185
chr20	3786609	3.3322046	5.3703575	-2.038153	accessible_not_acetylated	-0.75185585
chr22	42426188	2.1972246	4.23534	-2.0381155	accessible_not_acetylated	-0.96897984
chr12	48789104	2.6390574	4.6770253	-2.037968	accessible_not_acetylated	-1.5368724
chr6	133891564	2.7080503	4.7459426	-2.0378923	accessible_not_acetylated	-0.66935635
chr7	125568875	3.2580965	5.295927	-2.0378306	accessible_not_acetylated	-0.4943843
chr10	93745645	2.4849067	4.522515	-2.0376081	accessible_not_acetylated	-0.51780367
chr12	56230835	2.4849067	4.522474	-2.0375671	accessible_not_acetylated	-0.577991
chr18	48667844	2.3978953	4.4354243	-2.037529	accessible_not_acetylated	-0.8545623
chr12	130042414	2.4849067	4.522309	-2.0374022	accessible_not_acetylated	-0.6722076
chr22	48783228	2.0794415	4.1163235	-2.036882	accessible_not_acetylated	-0.84151626
chr10	50667568	2.7080503	4.744793	-2.0367427	accessible_not_acetylated	-0.33610487
chr20	62496617	2.944439	4.980771	-2.0363321	accessible_not_acetylated	-0.60987425
chr7	45663481	2.7725887	4.808451	-2.0358624	accessible_not_acetylated	-0.50605345
chr17	30576319	2.6390574	4.6747108	-2.0356534	accessible_not_acetylated	-0.48317766
chr7	45146965	2.7080503	4.7434354	-2.0353851	accessible_not_acetylated	-0.7994592
chr17	64847154	2.8903718	4.9257197	-2.035348	accessible_not_acetylated	-0.25521803
chr7	99306072	2.5649493	4.6002965	-2.0353472	accessible_not_acetylated	-0.5848613
chr21	42767315	2.0794415	4.1147623	-2.0353208	accessible_not_acetylated	-0.57339835
chr8	144260127	2.8903718	4.9255476	-2.0351758	accessible_not_acetylated	-0.7519965
chr10	7810663	2.7725887	4.8072624	-2.0346737	accessible_not_acetylated	-0.34178638
chr7	53035655	1.0986123	3.1326232	-2.034011	accessible_not_acetylated	-1.1544676
chr8	28385580	2.8332133	4.8671885	-2.0339751	accessible_not_acetylated	-1.0961795
chr12	459986	2.8332133	4.8671083	-2.033895	accessible_not_acetylated	-1.2242541
chr18	77055145	2.7080503	4.7418556	-2.0338054	accessible_not_acetylated	-0.5820818
chr7	155405564	2.7080503	4.741685	-2.0336347	accessible_not_acetylated	-0.6834593
chr8	138697216	2.1972246	4.2308283	-2.0336037	accessible_not_acetylated	-0.4807787
chr10	79694049	2.6390574	4.6719265	-2.032869	accessible_not_acetylated	-0.3678198
chr8	93917760	3.1354942	5.168235	-2.0327406	accessible_not_acetylated	-0.7547455
chr8	11015736	2.944439	4.976531	-2.032092	accessible_not_acetylated	-0.90866566
chr17	1473337	2.1972246	4.2289944	-2.0317698	accessible_not_acetylated	-0.837759
chr7	44065451	2.6390574	4.6701326	-2.0310752	accessible_not_acetylated	-0.7435155
chr6	169978930	1.9459102	3.9767375	-2.0308273	accessible_not_acetylated	-0.6145451
chr17	29622714	3.295837	5.3259864	-2.0301495	accessible_not_acetylated	-0.9223008
chr18	77983321	2.7725887	4.8024573	-2.0298686	accessible_not_acetylated	-0.7185626
chr10	13234328	2.0794415	4.109272	-2.0298305	accessible_not_acetylated	-1.007765
chr12	79929294	2.7725887	4.802387	-2.0297985	accessible_not_acetylated	-0.43289328
chr6	159169381	2.7725887	4.802312	-2.0297232	accessible_not_acetylated	-0.8673639
chr17	77308987	2.3978953	4.4274573	-2.029562	accessible_not_acetylated	-0.7260423
chr10	62608323	2.3025851	4.3314667	-2.0288815	accessible_not_acetylated	-0.9211476
chr12	123050182	2.6390574	4.6678615	-2.028804	accessible_not_acetylated	-0.6637316
chr8	11457344	3.0910425	5.1195345	-2.028492	accessible_not_acetylated	-0.18525457
chr22	46336396	2.9957323	5.024173	-2.0284405	accessible_not_acetylated	-0.83456373
chr7	2587271	2.0794415	4.107731	-2.0282893	accessible_not_acetylated	-0.9252143
chr12	116113718	2.4849067	4.5130544	-2.0281477	accessible_not_acetylated	-0.6000862
chr12	48970105	2.6390574	4.6670785	-2.028021	accessible_not_acetylated	-1.186243
chr6	167157831	2.0794415	4.1070614	-2.0276198	accessible_not_acetylated	-0.8276441
chr22	42270349	3.0910425	5.1185694	-2.0275269	accessible_not_acetylated	-0.7426934
chr12	88235344	2.3978953	4.4254036	-2.0275083	accessible_not_acetylated	-0.45725775
chr17	22435362	2.8903718	4.917402	-2.02703	accessible_not_acetylated	-0.32604313
chr12	57237170	3.218876	5.2458944	-2.0270185	accessible_not_acetylated	-0.47655773
