chr	center	observed_log	atac_pred_log	true_residual	class	multimodal_residual	sequence_residual
chr20	38460415	5.525453	8.014398	-2.4889445	accessible_not_acetylated	-0.15470171	-0.049450397
chr17	82698772	7.6381984	10.126894	-2.4886956	accessible_not_acetylated	-2.0507002	-1.7347612
chr7	149787650	7.4330754	9.920807	-2.4877315	accessible_not_acetylated	-1.1658173	-2.1392417
chr7	88759448	7.851272	10.332346	-2.4810739	accessible_not_acetylated	-0.98126507	-2.305912
chr17	63873729	4.8520303	7.3318324	-2.4798021	accessible_not_acetylated	-0.048358917	0.62751293
chr17	67377943	8.190354	10.670062	-2.4797077	accessible_not_acetylated	-1.2477789	-2.3986044
chr10	71964338	5.365976	7.845462	-2.479486	accessible_not_acetylated	-2.3390555	-1.0921764
chr7	45088947	7.229114	9.707363	-2.478249	accessible_not_acetylated	-2.0496516	-1.2769594
chr7	2494845	4.882802	7.3600516	-2.4772496	accessible_not_acetylated	-0.9588299	0.23103666
chr10	87301626	6.7165947	9.190554	-2.473959	accessible_not_acetylated	-0.29410172	-1.4323812
chr10	43077015	6.177944	8.650064	-2.4721203	accessible_not_acetylated	-2.8495698	-0.26268673
chr8	75407126	5.484797	7.956511	-2.471714	accessible_not_acetylated	-1.0275321	0.89262915
chr12	121536673	7.956827	10.428258	-2.4714308	accessible_not_acetylated	-1.4574833	-2.587829
chr21	5154856	7.6690283	10.140271	-2.471243	accessible_not_acetylated	-1.0835638	0.00385952
chr6	169164661	4.5325994	7.0025268	-2.4699273	accessible_not_acetylated	-0.28182507	-0.060380936
chr20	51023154	6.5191474	8.986431	-2.4672837	accessible_not_acetylated	-2.2204432	0.17699432
chr18	67200422	3.583519	6.050581	-2.467062	accessible_not_acetylated	-0.6004443	1.418829
chr7	141702087	6.6214056	9.087707	-2.466301	accessible_not_acetylated	-0.84592533	-1.6640534
chr10	62608323	5.484797	7.9504538	-2.4656568	accessible_not_acetylated	0.6818857	-0.06434965
chr17	4533758	5.32301	7.7848325	-2.4618225	accessible_not_acetylated	-1.163878	-0.49321413
chr8	96161017	6.522093	8.98099	-2.4588976	accessible_not_acetylated	-2.5505385	-0.93651676
chr17	42180305	6.6200733	9.077584	-2.457511	accessible_not_acetylated	-0.75354195	-0.8621988
chr12	108598138	5.5093884	7.9661455	-2.456757	accessible_not_acetylated	-0.11944246	0.4302559
chr7	98218427	6.742881	9.198782	-2.4559011	accessible_not_acetylated	-0.3431654	-1.6852698
chr8	47213470	4.9904327	7.4444675	-2.4540348	accessible_not_acetylated	-0.474164	-0.45191622
chr8	59118854	6.0234475	8.474743	-2.4512954	accessible_not_acetylated	-1.5712013	-0.32765865
chr7	101059495	4.934474	7.384596	-2.4501219	accessible_not_acetylated	-0.14304161	0.630106
chr12	12684986	4.3694477	6.8179893	-2.4485416	accessible_not_acetylated	0.066913605	1.5093842
chr6	39048780	4.8520303	7.2991924	-2.4471622	accessible_not_acetylated	-1.5105968	1.4749651
chr6	125749572	8.350903	10.795838	-2.4449358	accessible_not_acetylated	-0.8736744	-1.3077698
chr7	20778175	5.46806	7.912723	-2.444663	accessible_not_acetylated	-1.4987183	0.117293835
chr8	141436832	5.198497	7.643126	-2.4446292	accessible_not_acetylated	-0.64531803	-0.45521402
chr20	21100374	7.3138866	9.757063	-2.4431763	accessible_not_acetylated	-0.77806187	0.25872517
chr7	44039227	8.098339	10.541165	-2.4428263	accessible_not_acetylated	-0.3593502	-1.6430798
chr7	31059725	5.525453	7.964992	-2.439539	accessible_not_acetylated	-0.9701004	-0.38915873
chr8	103011976	5.7745514	8.213819	-2.4392672	accessible_not_acetylated	-0.55867004	-0.38113308
chr10	76606	5.525453	7.963023	-2.43757	accessible_not_acetylated	-0.5834136	1.0495195
chr6	139364567	4.762174	7.1995153	-2.4373412	accessible_not_acetylated	0.13560724	-0.31015968
chr22	16391723	5.57973	8.016777	-2.437047	accessible_not_acetylated	-0.65318584	-0.2817173
chr6	31842256	7.6014023	10.036917	-2.4355145	accessible_not_acetylated	-0.033418655	-2.3636355
chr12	114684517	7.924434	10.356453	-2.4320188	accessible_not_acetylated	-0.5252199	-1.6464787
chr10	46911395	5.525453	7.9564657	-2.4310126	accessible_not_acetylated	-1.356195	-0.21995974
chr7	100219247	5.525453	7.9563456	-2.4308925	accessible_not_acetylated	-0.45152712	0.33843613
chr20	49482777	4.983607	7.4117384	-2.4281316	accessible_not_acetylated	-1.759768	1.0768461
chr18	53581059	2.3025851	4.7284746	-2.4258895	accessible_not_acetylated	-0.16409826	2.9095979
chr12	132176455	5.4071717	7.830976	-2.4238043	accessible_not_acetylated	-1.6491876	-0.52822065
chr7	2505000	5.3936276	7.816398	-2.4227705	accessible_not_acetylated	-1.3992982	0.31795835
chr6	138424356	6.216606	8.637756	-2.4211502	accessible_not_acetylated	-1.3221035	0.002245903
chr7	124765794	7.548029	9.968923	-2.4208937	accessible_not_acetylated	-0.7008724	-0.85775757
chr20	63484009	5.209486	7.6300664	-2.4205804	accessible_not_acetylated	-1.7170906	-0.50600004
chr7	97075947	5.529429	7.949823	-2.420394	accessible_not_acetylated	-0.22528458	0.6071515
chr7	155349805	5.9375362	8.356792	-2.4192562	accessible_not_acetylated	-0.31065845	1.795023
chr12	63843903	7.760467	10.179654	-2.419187	accessible_not_acetylated	-1.1786585	-2.6138182
chr12	132414150	6.0450053	8.461503	-2.4164977	accessible_not_acetylated	-1.9907937	-1.3477592
chr7	101364126	5.525453	7.93992	-2.4144669	accessible_not_acetylated	-1.0289083	0.29091978
chr6	163729491	6.642487	9.056657	-2.4141698	accessible_not_acetylated	-0.21123219	-0.4468193
chr7	35537472	6.4409466	8.853983	-2.4130363	accessible_not_acetylated	-0.13366318	-0.42372417
chr7	100483691	8.1953335	10.608251	-2.4129171	accessible_not_acetylated	-1.6290436	-3.3713665
chr22	16562951	5.9738097	8.386488	-2.4126782	accessible_not_acetylated	-1.1293807	-0.573894
chr12	57237170	7.862112	10.27423	-2.412118	accessible_not_acetylated	-0.063118935	-2.2787242
chr22	20299618	8.42464	10.835698	-2.4110584	accessible_not_acetylated	-1.290349	-2.4273405
chr22	19027557	7.1098795	9.520413	-2.410534	accessible_not_acetylated	0.0497818	-1.9163909
chr17	2050491	7.4529824	9.861398	-2.4084153	accessible_not_acetylated	-1.876102	1.7170038
chr7	98520659	6.4488893	8.8556795	-2.4067903	accessible_not_acetylated	-1.7591686	-1.3444123
chr6	8282776	6.4583383	8.865087	-2.4067483	accessible_not_acetylated	-0.7353325	-0.70014
chr8	144332722	8.171882	10.577931	-2.4060497	accessible_not_acetylated	-2.012353	-1.2422085
chr17	60019052	2.3978953	4.803813	-2.4059176	accessible_not_acetylated	1.8135948	2.95816
chr20	32018768	7.754482	10.158084	-2.4036021	accessible_not_acetylated	-1.564188	-1.788868
chr20	62228273	5.739793	8.143056	-2.403263	accessible_not_acetylated	-1.2261572	-0.8540678
chr12	57216767	7.31055	9.713671	-2.4031205	accessible_not_acetylated	-1.2562437	-1.2228336
chr7	152782468	6.5191474	8.921734	-2.4025865	accessible_not_acetylated	-0.28244781	-0.46703243
chr7	76461777	7.71913	10.120022	-2.4008918	accessible_not_acetylated	0.05730629	-1.4279871
chr17	76027452	5.525453	7.924878	-2.399425	accessible_not_acetylated	-1.8757267	-0.3153615
chr12	30796428	7.550135	9.949118	-2.3989825	accessible_not_acetylated	-1.8087502	-1.1931982
chr12	113065512	4.9904327	7.389197	-2.3987641	accessible_not_acetylated	-1.1908579	-0.21240711
chr20	63347671	5.525453	7.9241705	-2.3987174	accessible_not_acetylated	-2.0607057	-0.03211975
chr17	78353227	7.347944	9.7465515	-2.3986077	accessible_not_acetylated	-1.6898766	-1.6979256
chr10	46398430	6.401917	8.80014	-2.3982234	accessible_not_acetylated	-0.5774174	-0.59699726
chr6	147508643	7.3231707	9.720973	-2.3978024	accessible_not_acetylated	-1.2283983	-0.852005
chr10	4549293	5.525453	7.9212914	-2.3958383	accessible_not_acetylated	-0.10906744	-0.7268467
chr12	11092313	0.0	2.3937986	-2.3937986	accessible_not_acetylated	0.11326599	5.595299
chr17	49575864	7.4809923	9.873061	-2.3920689	accessible_not_acetylated	-1.9140067	-2.6717834
chr18	77212021	3.5553482	5.946722	-2.3913739	accessible_not_acetylated	-0.5535655	1.1440673
chr6	44298352	7.057898	9.447228	-2.3893304	accessible_not_acetylated	-0.29715633	-0.77325726
chr22	24424105	6.378426	8.766867	-2.3884406	accessible_not_acetylated	-2.5959525	-0.4557457
chr8	144334365	5.7960577	8.184174	-2.388116	accessible_not_acetylated	-1.4301004	0.23665047
chr20	2750919	6.216606	8.603666	-2.3870602	accessible_not_acetylated	-0.7620449	0.11378574
chr8	72282996	4.3820267	6.7637486	-2.381722	accessible_not_acetylated	-0.48039007	1.1167803
chr7	102616728	7.029973	9.41157	-2.3815966	accessible_not_acetylated	-0.34787655	-0.71525574
chr7	44096711	5.525453	7.906588	-2.381135	accessible_not_acetylated	-0.77836704	0.19784212
chr18	31799476	5.525453	7.906083	-2.38063	accessible_not_acetylated	-0.31572104	-0.12823248
chr6	10113248	6.1377273	8.51825	-2.3805232	accessible_not_acetylated	-0.7453284	0.46126652
chr17	79991794	5.9687076	8.348819	-2.3801112	accessible_not_acetylated	-1.4115367	-1.3246408
chr7	50561071	5.525453	7.9037356	-2.3782825	accessible_not_acetylated	-0.22346735	0.39906168
chr7	98870227	5.5947113	7.9724445	-2.3777332	accessible_not_acetylated	-1.8633833	-0.6247492
chr22	32823213	4.3820267	6.7583036	-2.376277	accessible_not_acetylated	-0.042094707	0.9784546
chr7	35917174	4.624973	7.0006566	-2.3756838	accessible_not_acetylated	-0.11979103	0.5477853
chr21	45973146	6.6214056	8.996743	-2.3753376	accessible_not_acetylated	-1.3476086	-0.5392952
chr6	11618726	4.804021	7.1793056	-2.3752847	accessible_not_acetylated	0.26383924	0.7559109
chr22	50030235	7.183871	9.557914	-2.374043	accessible_not_acetylated	-1.997827	-2.1795135
chr18	63439450	5.0238805	7.397792	-2.3739114	accessible_not_acetylated	-0.24362183	0.46833134
chr7	32732311	7.668561	10.041648	-2.373087	accessible_not_acetylated	0.21307278	-1.8509502
chr17	81961285	7.238497	9.610838	-2.3723412	accessible_not_acetylated	-1.8867612	-2.3829083
chr10	113664070	3.218876	5.591057	-2.372181	accessible_not_acetylated	0.5330858	2.7908802
chr12	4269564	7.1244783	9.496216	-2.3717375	accessible_not_acetylated	-1.3968439	0.7121172
chr12	132415103	7.1123276	9.482002	-2.3696747	accessible_not_acetylated	-1.6304908	-2.2786798
chr20	64328036	8.012018	10.380852	-2.3688335	accessible_not_acetylated	-0.6250429	-2.5146546
chr7	31124677	4.7004805	7.0686965	-2.368216	accessible_not_acetylated	-0.86845636	0.59788036
chr8	11410379	4.7706847	7.137146	-2.3664613	accessible_not_acetylated	0.38557005	0.32614422
chr8	97597969	5.6970935	8.063108	-2.366015	accessible_not_acetylated	-0.07302141	0.40597343
chr17	76467547	5.030438	7.395892	-2.3654542	accessible_not_acetylated	-0.7506299	0.21582413
chr21	14011035	6.690842	9.05512	-2.3642783	accessible_not_acetylated	-0.6444588	-1.2143822
chr10	89241236	4.5325994	6.893982	-2.3613825	accessible_not_acetylated	0.1407175	0.97487164
chr22	18968331	7.9915924	10.352298	-2.3607054	accessible_not_acetylated	-0.25706387	-2.2684727
chr8	25184677	5.525453	7.885865	-2.3604121	accessible_not_acetylated	-2.5884671	1.0892363
chr6	57946324	5.525453	7.884638	-2.3591847	accessible_not_acetylated	-0.043642998	-0.1403284
chr22	44738560	5.4510384	7.805796	-2.3547578	accessible_not_acetylated	-0.38479328	0.9919696
chr12	49538096	7.0715733	9.425942	-2.3543692	accessible_not_acetylated	-0.9580898	-0.5466871
chr10	90863108	4.158883	6.5093184	-2.3504353	accessible_not_acetylated	-0.35038614	-0.38268042
chr21	36156365	8.307706	10.656934	-2.349228	accessible_not_acetylated	-0.90705776	0.10466957
chr7	27160992	6.4473057	8.796379	-2.3490734	accessible_not_acetylated	-1.523252	-0.23938465
chr6	7542447	5.525453	7.8744445	-2.3489914	accessible_not_acetylated	-1.6212897	2.3358903
chr7	44804070	7.066467	9.41465	-2.3481832	accessible_not_acetylated	0.5835314	-1.7522426
chr6	139882194	6.0544395	8.402322	-2.3478823	accessible_not_acetylated	-0.06940365	-0.015141487
chr10	79382072	6.3261495	8.67358	-2.3474307	accessible_not_acetylated	-0.6966982	-0.8873029
chr10	38118326	4.890349	7.2373247	-2.3469758	accessible_not_acetylated	-0.013547897	-1.237371
chr6	75893503	6.395262	8.742229	-2.3469677	accessible_not_acetylated	-0.51276493	-1.7037635
chr7	73319017	6.4861608	8.832204	-2.346043	accessible_not_acetylated	-0.5586138	-1.1955724
chr10	124544855	5.598422	7.944001	-2.3455791	accessible_not_acetylated	-1.0075517	-0.2222929
chr6	168441150	4.543295	6.8887334	-2.3454385	accessible_not_acetylated	-2.84159	0.087424755
chr22	19953141	7.472501	9.81601	-2.3435097	accessible_not_acetylated	-0.52011776	-2.0870838
chr20	63832446	6.742881	9.085176	-2.3422956	accessible_not_acetylated	-2.5151634	0.24047565
chr10	84156163	7.4999766	9.841432	-2.341455	accessible_not_acetylated	0.32551956	-2.695064
chr12	43551971	4.9904327	7.331048	-2.3406153	accessible_not_acetylated	-1.6787038	1.334259
chr6	130365586	6.216606	8.556985	-2.3403788	accessible_not_acetylated	-0.6036048	0.68592453
chr20	50794904	7.475906	9.815751	-2.3398452	accessible_not_acetylated	-2.2989106	-2.2568727
chr7	151251897	7.0501227	9.388889	-2.3387666	accessible_not_acetylated	-0.4169426	-1.6157961
chr21	44534359	6.4264884	8.762842	-2.3363538	accessible_not_acetylated	-2.5843706	-0.29428768
chr18	22168486	6.5736804	8.909562	-2.3358817	accessible_not_acetylated	-0.25798607	1.1547213
chr10	86632319	5.874931	8.210404	-2.3354735	accessible_not_acetylated	-2.2112045	-0.26309824
chr21	10405601	5.6347895	7.9691677	-2.3343782	accessible_not_acetylated	-2.1665525	-0.35400534
chr22	24432503	5.1474943	7.481756	-2.334262	accessible_not_acetylated	-0.810596	0.22762871
chr6	32072032	5.525453	7.8594913	-2.3340383	accessible_not_acetylated	-0.0809021	0.2725439
chr17	48817157	6.5792513	8.912076	-2.3328247	accessible_not_acetylated	-0.39348507	0.047801018
chr17	50931801	7.564757	9.897242	-2.3324847	accessible_not_acetylated	-0.88253117	-2.5121956
chr21	44907365	5.902633	8.23438	-2.3317466	accessible_not_acetylated	-0.93727016	-0.32390547
chr7	30296517	6.8319535	9.162787	-2.330834	accessible_not_acetylated	-0.529274	-1.1159515
chr22	42343817	5.293305	7.623779	-2.330474	accessible_not_acetylated	-2.5462403	-1.3435612
chr7	1374607	5.525453	7.8539076	-2.3284545	accessible_not_acetylated	-0.73819304	0.26675224
chr8	94642488	6.3681874	8.696202	-2.3280149	accessible_not_acetylated	-1.169271	0.107248306
chr6	132819707	8.31801	10.64591	-2.3279	accessible_not_acetylated	0.6649008	-2.6261091
chr10	128047533	5.8318825	8.15957	-2.3276873	accessible_not_acetylated	-1.0807247	-0.13401031
chr20	50765457	4.828314	7.15577	-2.327456	accessible_not_acetylated	-0.33441496	-0.19778061
chr7	153406747	8.042378	10.369242	-2.3268633	accessible_not_acetylated	0.18274212	-2.6942286
chr6	42452177	6.891626	9.217285	-2.3256593	accessible_not_acetylated	-1.5702891	0.0070972443
chr22	37569566	7.2855067	9.610828	-2.3253217	accessible_not_acetylated	0.96092415	-0.5448904
chr12	123973083	8.429454	10.754625	-2.3251715	accessible_not_acetylated	-1.4505482	-3.9437714
chr12	51918118	7.002156	9.324653	-2.322497	accessible_not_acetylated	-0.95566654	-0.92446613
chr12	57243341	8.387085	10.709276	-2.3221912	accessible_not_acetylated	-0.52530575	-1.8170109
chr20	37943995	5.5134287	7.8355227	-2.322094	accessible_not_acetylated	-0.8441844	0.32905483
chr7	43986054	7.1252832	9.446774	-2.3214903	accessible_not_acetylated	-1.126934	-2.1248603
chr8	52467441	6.0063534	8.32755	-2.3211966	accessible_not_acetylated	-0.35613775	-0.15019512
chr17	49576633	7.8046594	10.124954	-2.3202949	accessible_not_acetylated	-1.6756325	-2.8991547
chr18	22169644	8.002025	10.320279	-2.3182545	accessible_not_acetylated	-1.1510544	-0.8328142
chr12	100234904	5.198497	7.5167212	-2.3182244	accessible_not_acetylated	-0.07706785	-0.15827656
chr17	81902608	8.122074	10.440107	-2.3180332	accessible_not_acetylated	-1.5797939	-3.2315454
chr10	46779801	5.525453	7.842993	-2.3175397	accessible_not_acetylated	-0.4264264	-0.4739499
chr10	132654889	5.1298985	7.446618	-2.3167195	accessible_not_acetylated	-1.4764519	-0.60076857
chr10	47942685	5.525453	7.8420887	-2.3166356	accessible_not_acetylated	0.0016341209	0.56390667
chr21	42233810	6.2461066	8.562414	-2.3163075	accessible_not_acetylated	-0.59771013	0.21512127
chr10	87342801	9.103979	11.419355	-2.3153763	accessible_not_acetylated	-0.105597496	-2.8519335
chr7	149813291	6.731018	9.046187	-2.3151693	accessible_not_acetylated	-0.89873123	-1.36098
chr22	19876586	6.6995006	9.014473	-2.3149724	accessible_not_acetylated	-0.96431637	-1.612989
chr10	33319993	3.7376697	6.051776	-2.3141062	accessible_not_acetylated	-0.7130189	1.4107733
chr7	95772532	7.467942	9.781527	-2.3135843	accessible_not_acetylated	-1.3734646	-1.0102901
chr8	41654280	7.7380524	10.05053	-2.312478	accessible_not_acetylated	-0.8859472	-2.032793
chr21	45234339	5.3752785	7.6873636	-2.3120852	accessible_not_acetylated	-0.83637094	2.49545
chr12	132134187	7.5005293	9.812478	-2.3119488	accessible_not_acetylated	-0.47029686	-2.5244288
chr12	132550606	6.216606	8.527798	-2.3111916	accessible_not_acetylated	-1.2894354	-1.3797989
chr17	2025391	7.037028	9.347517	-2.3104892	accessible_not_acetylated	-2.9668403	-1.4352689
chr22	23947586	4.6051702	6.9151354	-2.3099651	accessible_not_acetylated	-0.13363457	0.94375515
chr22	45435858	5.4722705	7.781524	-2.3092537	accessible_not_acetylated	-0.52733135	0.46520853
chr10	74100	6.216606	8.525675	-2.3090687	accessible_not_acetylated	-1.6425996	0.296093
chr7	55433418	5.525453	7.83433	-2.308877	accessible_not_acetylated	-0.5729294	0.21292448
chr17	18154002	7.0308576	9.336911	-2.3060536	accessible_not_acetylated	-1.7688742	0.24542141
chr10	43079093	6.204558	8.509999	-2.3054414	accessible_not_acetylated	-0.6869354	-0.80500174
chr7	128879994	7.549609	9.85421	-2.3046007	accessible_not_acetylated	-1.0746021	-2.8397498
chr17	63889121	5.525453	7.829231	-2.3037777	accessible_not_acetylated	0.050087452	0.28364515
chr8	125292061	5.030438	7.333213	-2.302775	accessible_not_acetylated	-0.04664278	-0.0037169456
chr6	117907335	5.525453	7.827019	-2.3015661	accessible_not_acetylated	-2.3033476	0.26983023
chr7	50721376	5.659482	7.9594584	-2.2999763	accessible_not_acetylated	-0.20578384	0.015691757
chr8	143761016	5.288267	7.587696	-2.299429	accessible_not_acetylated	-2.1378436	0.052793026
chr17	70169498	7.06732	9.36649	-2.2991705	accessible_not_acetylated	-1.5235524	-0.92086315
chr18	50560082	5.525453	7.8229733	-2.2975202	accessible_not_acetylated	-2.6208282	-0.10332346
chr22	30755573	5.7430034	8.039606	-2.2966027	accessible_not_acetylated	-0.5657139	-0.42172527
chr21	44133609	7.3138866	9.609917	-2.29603	accessible_not_acetylated	0.29395676	2.019333
chr22	43892013	4.59512	6.88836	-2.29324	accessible_not_acetylated	-1.5950298	0.7363939
chr10	100879910	4.804021	7.0971527	-2.2931318	accessible_not_acetylated	-0.4966669	0.9975052
chr12	117856790	4.8202815	7.1131687	-2.2928872	accessible_not_acetylated	0.031043053	1.5466099
chr6	167834285	8.652423	10.944798	-2.2923756	accessible_not_acetylated	-0.71717453	-3.5182066
chr20	45101117	6.1312265	8.423504	-2.2922773	accessible_not_acetylated	-1.4222074	-0.3132162
chr7	80919252	7.218177	9.5103	-2.2921228	accessible_not_acetylated	-1.8510523	-0.5090027
chr20	25585423	6.2709885	8.562618	-2.2916298	accessible_not_acetylated	-2.5923553	1.4865265
chr18	26407031	6.997596	9.288083	-2.2904873	accessible_not_acetylated	0.011504173	-1.5499353
chr10	13536931	5.525453	7.8152084	-2.2897553	accessible_not_acetylated	-0.36513233	-0.30303812
chr8	10644722	4.934474	7.2239485	-2.2894745	accessible_not_acetylated	-0.18743658	0.88849926
chr7	157613359	5.476464	7.7658415	-2.2893777	accessible_not_acetylated	-1.5066938	2.5351896
chr8	143718925	6.562444	8.850951	-2.288507	accessible_not_acetylated	-1.6217003	-1.4355149
chr8	126869560	4.574711	6.86313	-2.2884192	accessible_not_acetylated	-0.5114255	0.6750307
chr8	100917349	7.077498	9.364589	-2.2870908	accessible_not_acetylated	0.049147606	-2.0023918
chr17	45620396	6.6214056	8.908055	-2.2866497	accessible_not_acetylated	-0.69520855	-0.738204
chr17	46295130	0.0	2.2859163	-2.2859163	accessible_not_acetylated	0.83688664	5.81371
chr10	3173123	9.05882	11.341778	-2.282958	accessible_not_acetylated	-0.8281021	-2.2979336
chr20	45469582	5.525453	7.8071713	-2.2817183	accessible_not_acetylated	-1.4937286	1.3789725
chr7	23680113	4.934474	7.216099	-2.2816248	accessible_not_acetylated	-1.2389936	2.3012276
chr17	6831741	4.94876	7.2301207	-2.2813606	accessible_not_acetylated	-1.0321879	2.0007982
chr7	72946339	6.908755	9.187145	-2.2783904	accessible_not_acetylated	-0.5865841	-1.3029118
chr20	3248857	6.329721	8.607093	-2.277372	accessible_not_acetylated	-1.0163279	0.079974174
chr10	133626795	4.158883	6.434411	-2.275528	accessible_not_acetylated	0.04182434	1.1979408
chr12	123150547	8.687105	10.9625025	-2.2753973	accessible_not_acetylated	-1.22754	-3.1465735
chr7	102512745	8.208491	10.482876	-2.2743845	accessible_not_acetylated	-0.6024475	-2.6426115
chr17	9240190	6.8330317	9.107066	-2.2740345	accessible_not_acetylated	-1.7632308	-0.7767124
chr12	131830570	8.063377	10.333763	-2.2703857	accessible_not_acetylated	-1.2697144	-3.6402674
chr7	120857912	8.709795	10.976992	-2.2671967	accessible_not_acetylated	-1.0842943	-2.3734016
chr7	149776546	7.0361485	9.302868	-2.2667193	accessible_not_acetylated	-0.24354362	-1.291358
chr12	1831258	5.0875964	7.3539934	-2.266397	accessible_not_acetylated	-1.18367	0.3589239
chr7	151303754	6.1944056	8.460425	-2.2660198	accessible_not_acetylated	-0.42475033	-1.0310369
chr7	143387831	7.4977617	9.762851	-2.265089	accessible_not_acetylated	-0.45290852	-1.708909
chr7	104328655	5.117994	7.383063	-2.265069	accessible_not_acetylated	-1.4742165	-0.10125685
chr7	90596301	8.046229	10.310222	-2.2639923	accessible_not_acetylated	-1.309699	-0.7419529
chr7	44348538	5.826	8.089983	-2.2639828	accessible_not_acetylated	-0.8234167	-0.4755082
chr8	144336281	6.066108	8.3289995	-2.2628913	accessible_not_acetylated	-0.9607949	0.023020744
chr6	152969802	6.6214056	8.884181	-2.2627754	accessible_not_acetylated	0.4486618	-2.5775719
chr18	24076362	6.4831076	8.745718	-2.2626104	accessible_not_acetylated	-0.8500805	-0.8127403
chr8	66920794	8.3551445	10.617387	-2.2622423	accessible_not_acetylated	-0.7322216	-3.1990333
chr12	57460681	7.999007	10.260196	-2.2611885	accessible_not_acetylated	-0.38332653	-1.6761656
chr10	87379331	5.525453	7.785721	-2.2602677	accessible_not_acetylated	-0.8426323	-0.698966
chr8	37966666	5.525453	7.785443	-2.2599897	accessible_not_acetylated	-0.73650026	0.26366663
chr7	143346239	7.478735	9.736968	-2.258233	accessible_not_acetylated	-0.22011566	-1.6738749
chr12	62277367	8.256607	10.512564	-2.2559566	accessible_not_acetylated	-0.27721882	-2.9813714
chr12	132189755	7.7084107	9.964162	-2.2557511	accessible_not_acetylated	-1.8776121	-0.7943554
chr17	46254007	5.525453	7.7811117	-2.2556586	accessible_not_acetylated	-0.56455374	-0.42087317
chr12	109713638	7.2399325	9.495186	-2.2552533	accessible_not_acetylated	-0.5684233	-1.7459655
chr22	18894431	0.0	2.254094	-2.254094	accessible_not_acetylated	0.8846798	4.2400713
chr22	46116640	6.216606	8.470062	-2.253456	accessible_not_acetylated	-0.57715034	-0.5473175
chr20	25955811	0.0	2.252758	-2.252758	accessible_not_acetylated	0.22190046	5.7826767
chr10	71299561	5.8081427	8.060602	-2.2524595	accessible_not_acetylated	-0.35625124	-0.39842367
chr20	64038445	8.8321495	11.084582	-2.2524328	accessible_not_acetylated	-1.5254211	-2.9387121
chr10	96340479	3.5553482	5.807578	-2.25223	accessible_not_acetylated	-0.24131393	1.4225521
chr7	2660801	6.6214056	8.872875	-2.2514696	accessible_not_acetylated	-1.1614556	-1.3228316
chr22	20299093	8.414274	10.665707	-2.2514324	accessible_not_acetylated	-0.53190136	-1.6244364
chr20	5911490	6.99851	9.249705	-2.2511954	accessible_not_acetylated	-0.54075336	-0.32259655
chr6	31123134	5.525453	7.775874	-2.250421	accessible_not_acetylated	-0.13419628	0.52971554
chr10	86505381	5.0172796	7.2673016	-2.250022	accessible_not_acetylated	-0.46891642	-0.41758108
chr7	2476383	5.9322453	8.181918	-2.249673	accessible_not_acetylated	-1.8481317	-0.5863457
chr17	68197400	5.525453	7.7746477	-2.2491946	accessible_not_acetylated	-1.7944851	0.11534691
chr12	128029900	4.3694477	6.612757	-2.2433095	accessible_not_acetylated	0.05090761	1.5368581
chr6	116060560	7.5595593	9.801781	-2.2422214	accessible_not_acetylated	-0.53698826	-0.302104
chr10	46441162	5.7203116	7.9623947	-2.242083	accessible_not_acetylated	-0.2780118	-0.4777527
chr22	43274095	5.525453	7.7660513	-2.2405982	accessible_not_acetylated	-1.1083021	0.13500834
chr7	75154106	5.525453	7.7656455	-2.2401924	accessible_not_acetylated	-0.41206694	0.14775229
chr10	132537601	7.845416	10.084935	-2.2395191	accessible_not_acetylated	-1.4569788	-2.0411434
chr20	63483254	5.525453	7.764501	-2.239048	accessible_not_acetylated	-1.1390162	-0.15634155
chr10	97584344	5.049856	7.286622	-2.2367659	accessible_not_acetylated	-0.41118908	0.16294193
chr22	19033103	7.17549	9.411287	-2.2357974	accessible_not_acetylated	-0.11147022	-1.5598125
chr8	19013717	6.216606	8.451647	-2.2350407	accessible_not_acetylated	-2.8992448	1.1345177
chr7	74941912	5.525453	7.760428	-2.2349749	accessible_not_acetylated	-0.13381243	0.26501608
chr12	125141200	5.4424176	7.6772304	-2.2348127	accessible_not_acetylated	-0.62753725	-0.09091711
chr8	7355378	6.4150968	8.645732	-2.2306352	accessible_not_acetylated	-3.8237176	-0.7144189
chr7	127253526	8.158802	10.388978	-2.230176	accessible_not_acetylated	-0.25051022	-1.6691046
chr6	34056379	8.05706	10.287216	-2.230156	accessible_not_acetylated	-1.0099936	-1.1019878
chr6	46419741	4.0775375	6.307065	-2.2295275	accessible_not_acetylated	0.1637888	0.9160166
chr17	50468866	5.525453	7.7538233	-2.2283702	accessible_not_acetylated	-2.0003877	0.57841206
chr12	49273673	8.150179	10.378125	-2.2279463	accessible_not_acetylated	0.054265022	-2.8590794
chr7	73429369	6.1862087	8.414092	-2.2278833	accessible_not_acetylated	-1.0110326	-0.8134632
chr18	6561659	6.272877	8.500432	-2.2275548	accessible_not_acetylated	-0.00981617	0.55424786
chr18	12039147	6.3279366	8.553971	-2.2260346	accessible_not_acetylated	-0.67950726	-0.7057729
chr22	30224316	5.525453	7.7509155	-2.2254624	accessible_not_acetylated	-0.20961094	0.80062485
chr22	20669703	5.897154	8.122383	-2.2252293	accessible_not_acetylated	-1.25561	-0.58965874
chr7	1664960	6.9488974	9.173193	-2.2242956	accessible_not_acetylated	-1.5349607	0.26185322
