chr	start	end	k27_obs	k27_pred	ATAC.RPM	err	stratum
chr3	15252804	15254236	2.06177	0.25645	1.87055	-0.34445	other
chr3	15256921	15257421	0.55441	0.19249	0.8657	0.01288	typical (middle 50%)
chr3	15258556	15259245	0.31863	0.1414	1.01158	0.18049	typical (middle 50%)
chr3	15259252	15260498	0.5973	0.20338	2.22394	0.33537	other
chr3	15260862	15261760	0.43848	0.12802	1.22873	0.14553	typical (middle 50%)
chr3	15267889	15268389	0.91103	0.31358	3.94782	0.51042	other
chr3	15269011	15270617	28.90742	3.14115	16.36063	-0.31012	other
chr3	15274696	15276013	2.94364	0.4639	3.1694	-0.21229	other
chr3	15284497	15285233	0.39951	0.09319	0.70198	-0.02628	typical (middle 50%)
chr3	15287554	15288054	0.35956	0.13645	0.96817	0.13198	typical (middle 50%)
chr3	15290736	15291379	1.15172	0.13816	0.74927	-0.39905	other
chr3	15291720	15292613	0.91495	0.17502	1.50257	-0.02759	typical (middle 50%)
chr3	15294681	15295181	1.11471	0.26584	0.79138	-0.26056	other
chr3	15297513	15298660	4.56398	0.2849	2.77387	-0.749	other
chr3	15298915	15299415	1.2277	0.1549	1.13558	-0.29489	other
chr3	15300168	15300668	0.55735	0.15957	0.8669	-0.01661	typical (middle 50%)
chr3	15304839	15305977	8.13213	0.94151	5.50926	-0.49222	other
chr3	15309855	15310355	4.28629	0.94539	1.5661	-0.52321	other
chr3	15310360	15311771	14.0797	1.7239	8.65055	-0.40994	other
chr3	15314987	15315710	1.82501	0.19688	1.60177	-0.37376	other
chr3	15323658	15325694	2.3853	0.11627	2.21952	-0.49175	other
chr3	15331896	15333105	7.42674	0.77301	13.26	-0.01424	typical (middle 50%)
chr3	15333592	15334092	2.70197	0.69829	1.223	-0.39219	other
chr3	15339378	15340302	1.06888	0.22556	1.32216	-0.10937	typical (middle 50%)
chr3	15345058	15346228	0.7152	0.2589	1.63847	0.18447	typical (middle 50%)
chr3	15347733	15348233	0.83211	0.22093	1.3103	0.00519	typical (middle 50%)
chr3	15350042	15350542	0.51446	0.12586	0.65507	-0.09318	typical (middle 50%)
chr3	15351384	15352203	0.03995	0.06048	0.98004	0.33453	other
chr3	15354703	15356073	0.39951	0.10279	1.27411	0.16293	typical (middle 50%)
chr3	15361428	15362276	0.31863	0.08413	0.83254	0.07095	typical (middle 50%)
chr3	15362430	15363341	0.31961	0.07934	1.72604	0.3131	other
chr3	15366929	15368083	0.67623	0.25821	1.12554	0.07228	typical (middle 50%)
chr3	15377873	15379497	6.2858	0.15621	6.02669	-0.73703	other
chr3	15390126	15391572	0.31961	0.07394	0.89723	0.08237	typical (middle 50%)
chr3	15405389	15406282	0.19878	0.04398	1.43142	0.3046	other
chr3	15427040	15429020	16.56157	1.82919	9.74149	-0.45769	other
chr3	15450467	15450967	0.03995	0.09383	0.75777	0.29134	other
chr3	15451465	15452186	0.23873	0.18104	1.0397	0.28577	other
chr3	15452297	15452797	0.27868	0.12719	0.92007	0.16973	typical (middle 50%)
chr3	15453742	15454651	0.19976	0.13	1.41865	0.37969	other
chr3	15455664	15456616	0.03995	0.0671	1.1362	0.38802	other
chr3	15458119	15458872	0.4375	0.15532	0.94637	0.08577	typical (middle 50%)
chr3	15462509	15463354	0.11985	0.1031	0.85548	0.25945	other
chr3	15466246	15467878	1.27255	0.13695	1.55998	-0.21761	other
chr3	15467914	15468414	0.7152	0.12144	0.56964	-0.25458	other
chr3	15470211	15470711	0.27966	0.09508	0.78136	0.09336	typical (middle 50%)
chr3	15476339	15477164	0.23971	0.06757	0.76459	0.09375	typical (middle 50%)
chr3	15478230	15479182	0.19976	0.08485	0.73162	0.13082	typical (middle 50%)
chr3	15498351	15499045	0.35858	0.07408	0.66945	-0.02625	typical (middle 50%)
chr3	15512088	15513199	0.43946	0.13602	1.1515	0.12996	typical (middle 50%)
chr3	15520484	15522001	0.59828	0.07413	1.05859	-0.05822	typical (middle 50%)
chr3	15526902	15527612	0.23873	0.03694	1.13088	0.18289	typical (middle 50%)
chr3	15551856	15552935	0.39951	0.0808	0.70348	-0.03714	typical (middle 50%)
chr3	15557366	15558053	0.71618	0.10097	3.32219	0.35721	other
chr3	15601103	15602490	32.7751	2.63248	30.91775	-0.18357	other
chr3	15624521	15625481	0.75221	0.09411	0.83488	-0.20337	other
chr3	15629822	15630575	0.35564	0.24329	3.31548	0.71364	other
chr3	15630599	15631432	0.79314	0.40096	1.62102	0.24281	other
chr3	15631771	15632494	0.31863	0.11796	1.03931	0.16826	typical (middle 50%)
chr3	15635956	15636876	0.27966	0.1277	0.9725	0.18619	typical (middle 50%)
chr3	15640836	15641959	0.27868	0.05909	0.62443	0.00328	typical (middle 50%)
chr3	15649374	15650338	0.35858	0.08609	0.7819	0.02546	typical (middle 50%)
chr3	15650858	15651754	0.47745	0.0863	1.04339	0.02705	typical (middle 50%)
chr3	15665040	15666179	0.71716	0.11145	0.87592	-0.15367	typical (middle 50%)
chr3	15673565	15674615	0.71324	0.06982	0.61499	-0.28282	other
chr3	15683172	15684100	0.51446	0.14257	0.92865	0.01682	typical (middle 50%)
chr3	15685849	15686349	0.5973	0.11467	0.64557	-0.16001	typical (middle 50%)
chr3	15731807	15732674	0.55735	0.06366	0.62166	-0.19063	other
chr3	15743476	15744656	2.0978	0.10566	1.61284	-0.54257	other
chr3	15759641	15760905	0.87108	0.08126	0.70816	-0.32539	other
chr3	15768340	15769399	0.39755	0.09389	0.73053	-0.01388	typical (middle 50%)
chr3	15777632	15779199	0.83701	0.13738	1.57342	-0.0012	typical (middle 50%)
chr3	15782402	15782902	0.59436	0.09838	0.60648	-0.18787	other
chr3	15787251	15787899	0.47745	0.15325	0.87539	0.03343	typical (middle 50%)
chr3	15794189	15795305	3.51938	0.45534	4.27033	-0.20851	other
chr3	15795799	15796299	2.68923	0.51975	2.10366	-0.29199	other
chr3	15796320	15798434	32.77388	1.92983	15.49684	-0.80951	other
chr3	15801844	15802538	2.29952	0.45594	2.10355	-0.22327	other
chr3	15803993	15805208	12.22921	0.91861	5.96538	-0.83254	other
chr3	15805671	15806171	3.16276	0.40076	1.00196	-0.76733	other
chr3	15816849	15817640	0.7152	0.11565	0.779	-0.18179	other
chr3	15821530	15822405	0.0799	0.1055	0.82162	0.28647	other
chr3	15829843	15831696	0.19878	0.09359	1.22334	0.29531	other
chr3	15845356	15846698	1.0728	0.09507	0.96174	-0.32889	other
chr3	15847131	15848220	0.55637	0.0971	0.82838	-0.08433	typical (middle 50%)
chr3	15858764	15860999	15.60937	0.96107	23.78	-0.24787	other
chr3	15861095	15861595	1.38554	0.62527	1.47074	0.0691	typical (middle 50%)
chr3	15874585	15875756	0.79216	0.0987	0.64022	-0.29158	other
chr3	15899326	15900078	1.62623	0.37847	1.9375	-0.08396	typical (middle 50%)
chr3	15902850	15904794	0.71814	0.15409	2.09913	0.19604	typical (middle 50%)
chr3	15905845	15906793	0.39951	0.10029	0.71007	-0.01685	typical (middle 50%)
chr3	15923343	15924066	0.47843	0.04421	0.75185	-0.10899	typical (middle 50%)
chr3	15953607	15954315	0.39853	0.04491	0.64406	-0.09231	typical (middle 50%)
chr3	15973007	15974278	0.47745	0.11519	1.00044	0.04006	typical (middle 50%)
chr3	15974583	15975083	0.23971	0.04433	1.15969	0.19756	typical (middle 50%)
chr3	16033848	16035018	1.43334	0.30216	1.41751	-0.18595	other
chr3	16047602	16049131	0.47647	0.08394	3.14871	0.46656	other
chr3	16174426	16174926	0.19878	0.05144	0.30275	-0.07686	typical (middle 50%)
chr3	16178289	16179021	0.47745	0.06184	2.77676	0.3868	other
chr3	16210647	16211457	0.19976	0.05749	0.6324	0.06853	typical (middle 50%)
chr3	16237047	16238072	0.35662	0.09135	0.8434	0.05287	typical (middle 50%)
chr3	16241659	16242588	0.55932	0.06575	1.11201	-0.02541	typical (middle 50%)
chr3	16247251	16248368	0.43848	0.17044	3.40741	0.60708	other
chr3	16249307	16250005	0.2777	0.05849	1.71707	0.32382	other
chr3	16264072	16265674	35.73246	3.95243	21.6234	-0.17188	typical (middle 50%)
chr3	16266303	16267184	3.84879	0.70072	2.88908	-0.31231	other
chr3	16278488	16279998	1.2326	0.09093	0.98264	-0.40034	other
chr3	16286119	16286619	0.75515	0.22371	0.78557	-0.11006	typical (middle 50%)
chr3	16286650	16287150	1.22966	0.29406	0.92903	-0.24534	other
chr3	16288358	16289096	0.67721	0.12084	0.82108	-0.14019	typical (middle 50%)
chr3	16289811	16291147	0.43652	0.10419	1.86129	0.28113	other
chr3	16300833	16301333	1.07672	0.16028	0.76849	-0.33752	other
chr3	16304057	16305520	8.40517	1.64246	8.47498	0.02036	typical (middle 50%)
chr3	16309479	16310236	2.06275	0.68503	4.40294	0.34257	other
chr3	16318794	16320164	2.73898	0.26013	4.71667	-0.11234	typical (middle 50%)
chr3	16358508	16359821	0.67525	0.07493	0.69984	-0.22375	other
chr3	16377026	16378441	0.39755	0.08671	1.38648	0.17968	typical (middle 50%)
chr3	16386337	16387726	0.87402	0.09282	1.1026	-0.18695	other
chr3	16398288	16399186	0.19976	0.1016	0.7271	0.14451	typical (middle 50%)
chr3	16399267	16400422	0.47843	0.11282	1.86367	0.26068	other
chr3	16402760	16403472	0.59632	0.15524	1.10312	0.02914	typical (middle 50%)
chr3	16404431	16405316	0.23775	0.10063	0.83053	0.14868	typical (middle 50%)
chr3	16408954	16409820	0.1598	0.05154	0.67746	0.11371	typical (middle 50%)
chr3	16427030	16427993	0.11985	0.08186	0.66759	0.17352	typical (middle 50%)
chr3	16437124	16438063	0.19878	0.08805	0.62006	0.09311	typical (middle 50%)
chr3	16439657	16440794	0.31863	0.06763	0.67538	-0.00022	typical (middle 50%)
chr3	16511766	16513965	0.31961	0.04319	2.04685	0.34832	other
chr3	16515589	16517288	0.39951	0.08227	1.38474	0.17373	typical (middle 50%)
chr3	16528032	16529188	0.35858	0.08366	0.81812	0.03575	typical (middle 50%)
chr3	16530747	16531635	0.51544	0.06916	0.78784	-0.09744	typical (middle 50%)
chr3	16535560	16536567	2.09976	0.20024	1.96254	-0.3829	other
chr3	16538339	16538839	0.4375	0.07669	0.68716	-0.07372	typical (middle 50%)
chr3	16543396	16543896	0.35662	0.15137	0.7447	0.07214	typical (middle 50%)
chr3	16545568	16546679	1.9429	0.58021	4.83203	0.36586	other
chr3	16550769	16552365	2.74486	0.48378	4.72217	0.05007	typical (middle 50%)
chr3	16553094	16554286	0.47745	0.21841	1.42441	0.24829	other
chr3	16556358	16556858	0.23775	0.04864	0.5717	0.00534	typical (middle 50%)
chr3	16556927	16557427	0.03995	0.04549	0.36454	0.08844	typical (middle 50%)
chr3	16600967	16601679	0.11985	0.05113	0.90183	0.22655	typical (middle 50%)
chr3	16605249	16605749	0.03995	0.02362	0.21117	-0.00695	typical (middle 50%)
chr3	16665048	16665895	0.11985	0.09743	0.69723	0.19877	typical (middle 50%)
chr3	16828702	16829454	0.15882	0.04942	0.78596	0.15156	typical (middle 50%)
chr3	16882975	16885814	0.99388	0.09199	5.28723	0.43242	other
chr3	16898321	16898821	0.0	0.06702	0.31608	0.12548	typical (middle 50%)
chr3	16899014	16899731	0.31863	0.06469	0.62522	-0.02191	typical (middle 50%)
chr3	16906654	16907654	0.55735	0.13888	1.30622	0.097	typical (middle 50%)
chr3	16927450	16927950	0.23971	0.03764	0.76986	0.06717	typical (middle 50%)
chr3	16932839	16933339	0.1598	0.04211	0.22159	-0.09279	typical (middle 50%)
chr3	16935848	16936632	0.67525	0.17896	1.59444	0.13195	typical (middle 50%)
chr3	17032380	17032880	0.03995	0.04359	0.86107	0.27988	other
chr3	17065180	17066542	0.75613	0.13504	0.91164	-0.14336	typical (middle 50%)
chr3	17069737	17070394	0.27966	0.11024	0.41035	-0.03833	typical (middle 50%)
chr3	17070569	17071069	0.63726	0.10891	0.56414	-0.22149	other
chr3	17114970	17115653	0.27868	0.06617	0.54464	-0.02142	typical (middle 50%)
chr3	17133539	17134601	0.59927	0.08139	0.91397	-0.09745	typical (middle 50%)
chr3	17137559	17138059	0.23873	0.13088	0.61805	0.09816	typical (middle 50%)
chr3	17139515	17140285	0.15882	0.05818	0.70734	0.13184	typical (middle 50%)
chr3	17144657	17146580	0.47941	0.08052	1.45336	0.13426	typical (middle 50%)
chr3	17151492	17152403	1.23358	0.14243	1.96291	-0.10447	typical (middle 50%)
chr3	17158401	17159571	0.75515	0.07245	0.83713	-0.22429	other
chr3	17166338	17167081	0.5174	0.04228	0.6146	-0.18767	other
chr3	17176485	17177220	0.11985	0.04213	0.66411	0.1348	typical (middle 50%)
chr3	17182902	17183870	0.75319	0.11019	0.5627	-0.28933	other
chr3	17183893	17184393	0.5174	0.1227	0.50293	-0.15798	typical (middle 50%)
chr3	17195754	17196706	0.3576	0.07894	0.75958	0.01173	typical (middle 50%)
chr3	17233296	17233796	0.07892	0.03384	1.33722	0.37558	other
chr3	17237493	17237993	0.23971	0.11822	0.51415	0.04478	typical (middle 50%)
chr3	17237998	17238498	0.0799	0.08557	0.82278	0.26867	other
chr3	17333378	17334381	0.63432	0.12253	0.83275	-0.10881	typical (middle 50%)
chr3	17338888	17339635	0.87304	0.11626	0.59284	-0.33811	other
chr3	17339900	17340995	1.50834	0.13261	1.11254	-0.43978	other
chr3	17412878	17413646	0.23971	0.04561	1.25224	0.22492	typical (middle 50%)
chr3	17430922	17431422	0.1978	0.08958	0.86033	0.18145	typical (middle 50%)
chr3	17432863	17434941	1.03677	0.08416	1.68786	-0.12525	typical (middle 50%)
chr3	17442069	17443030	5.52771	0.62825	2.20498	-0.77367	other
chr3	17443045	17443790	4.28041	0.33899	1.57835	-0.89269	other
chr3	17444843	17445343	0.59436	0.11765	0.91552	-0.0609	typical (middle 50%)
chr3	17479876	17480376	0.11985	0.05375	0.4458	0.05831	typical (middle 50%)
chr3	17480420	17481709	0.31961	0.07319	0.7755	0.04038	typical (middle 50%)
chr3	17517882	17518609	0.19976	0.06309	0.4621	0.0052	typical (middle 50%)
chr3	17518650	17519655	0.47745	0.07058	0.68304	-0.10835	typical (middle 50%)
chr3	17579213	17581361	1.62525	0.11556	2.0449	-0.27284	other
chr3	17631169	17632076	0.27868	0.13483	0.91612	0.17519	typical (middle 50%)
chr3	17632143	17633162	1.14878	0.72171	2.55425	0.45772	other
chr3	17635466	17636403	0.83015	0.1371	0.93306	-0.17589	typical (middle 50%)
chr3	17639202	17640239	1.22966	0.11895	0.6953	-0.47117	other
chr3	17644801	17645762	0.15882	0.05207	1.10512	0.25648	other
chr3	17686580	17687080	0.23971	0.05721	0.82459	0.10482	typical (middle 50%)
chr3	17692807	17694055	6.8461	0.96567	9.76726	-0.01465	typical (middle 50%)
chr3	17717310	17718605	0.98995	0.13274	1.09791	-0.21248	other
chr3	17720303	17721198	0.39755	0.05916	0.67245	-0.06741	typical (middle 50%)
chr3	17729808	17731292	10.45886	1.61569	8.33227	-0.19678	other
chr3	17732894	17733641	5.43507	0.60703	2.0067	-0.81226	other
chr3	17736709	17737413	1.22868	0.70301	4.29228	0.6582	other
chr3	17738961	17739461	5.47404	1.36201	3.55433	-0.17459	typical (middle 50%)
chr3	17739681	17740571	12.05984	1.4734	9.86536	-0.28877	other
chr3	17740671	17741171	14.18387	1.4562	8.53609	-0.5277	other
chr3	17741919	17743440	42.57636	3.712	43.26133	0.02544	typical (middle 50%)
chr3	17749226	17749726	0.15882	0.20893	1.23512	0.43277	other
chr3	17752246	17754182	2.26055	0.26757	2.5546	-0.26543	other
chr3	17756684	17757745	0.63334	0.11834	0.85363	-0.10488	typical (middle 50%)
chr3	17762438	17764019	0.91495	0.17873	1.3583	-0.06141	typical (middle 50%)
chr3	17770070	17772100	9.48361	0.98047	6.26918	-0.54161	other
chr3	17793275	17794207	0.83505	0.0672	0.72622	-0.31248	other
chr3	17797957	17798457	0.39559	0.0851	1.27819	0.15068	typical (middle 50%)
chr3	17798627	17799686	0.63824	0.15064	0.72542	-0.12405	typical (middle 50%)
chr3	17805335	17806216	0.43554	0.08994	0.75669	-0.03497	typical (middle 50%)
chr3	17808912	17809412	0.3576	0.09768	1.13068	0.14812	typical (middle 50%)
chr3	17810324	17811264	0.03995	0.06917	0.78972	0.27975	other
chr3	17814058	17815417	0.3576	0.07895	0.79135	0.02288	typical (middle 50%)
chr3	17817657	17818871	0.19976	0.02038	0.64486	0.03754	typical (middle 50%)
chr3	17824947	17826068	0.27868	0.11225	0.93419	0.16095	typical (middle 50%)
chr3	17838903	17839873	0.51838	0.12456	0.95329	0.00625	typical (middle 50%)
chr3	17840008	17841665	0.875	0.15958	4.41177	0.46057	other
chr3	17860666	17862187	3.52428	0.58013	1.6242	-0.56157	other
chr3	17862293	17864317	0.87304	0.14303	2.27883	0.13519	typical (middle 50%)
chr3	17868470	17869660	0.35662	0.08745	0.83778	0.04738	typical (middle 50%)
chr3	17876967	17877738	0.35662	0.042	0.97554	0.04971	typical (middle 50%)
chr3	17880579	17882958	0.99388	0.13335	1.802	-0.0337	typical (middle 50%)
chr3	17891121	17891927	0.39657	0.1906	1.07287	0.18395	typical (middle 50%)
chr3	17894377	17896156	0.19976	0.11102	1.76827	0.44682	other
chr3	17915256	17916277	0.43652	0.10057	0.89694	0.02188	typical (middle 50%)
chr3	17938673	17940200	0.5973	0.06614	1.27352	-0.00322	typical (middle 50%)
chr3	17945936	17947411	0.51446	0.13209	1.77143	0.23338	other
chr3	18061758	18063011	0.39853	0.12894	0.92261	0.0825	typical (middle 50%)
chr3	18079607	18080289	0.31667	0.35655	0.98691	0.34698	other
chr3	18080305	18080805	0.59632	0.27548	1.41597	0.21451	typical (middle 50%)
chr3	18294969	18295922	0.39755	0.05197	0.60357	-0.10041	typical (middle 50%)
chr3	18424284	18426284	0.63922	0.08034	3.45396	0.40288	other
chr3	18444613	18445875	0.0	0.00891	1.42691	0.45058	other
chr3	18827139	18828724	0.71422	0.12776	0.86523	-0.14094	typical (middle 50%)
chr3	19146285	19147708	1.27157	0.73452	8.84143	1.0438	other
chr3	19147770	19148774	0.03995	0.10257	1.82758	0.59534	other
chr3	19702361	19703117	0.11985	0.02037	0.95002	0.21243	typical (middle 50%)
chr3	19748465	19748965	0.19878	0.05657	0.35231	-0.04875	typical (middle 50%)
chr3	19749184	19750197	0.11985	0.0306	0.67961	0.12944	typical (middle 50%)
chr3	19802939	19804438	0.23873	0.06451	0.84402	0.11909	typical (middle 50%)
chr3	19811354	19813027	0.47647	0.1808	2.82267	0.50117	other
chr3	19866673	19867173	0.11887	0.05802	1.58179	0.42431	other
chr3	19876229	19877616	0.1598	0.08773	0.85638	0.21066	typical (middle 50%)
chr3	19877664	19878164	0.31569	0.09751	0.41559	-0.07531	typical (middle 50%)
chr3	19885106	19885866	0.11887	0.10105	1.80922	0.51675	other
chr3	19888357	19890171	4.21031	1.64206	5.8712	0.41073	other
chr3	19895869	19896940	0.03995	0.09029	0.74081	0.28206	other
chr3	19896942	19897635	0.55441	0.10944	0.7078	-0.11438	typical (middle 50%)
chr3	19909021	19910846	0.67623	0.10145	1.61973	0.0694	typical (middle 50%)
chr3	19917215	19918036	0.15882	0.10899	0.81684	0.21745	typical (middle 50%)
chr3	19918664	19919895	0.59339	0.09161	1.50511	0.08325	typical (middle 50%)
chr3	19922355	19922855	0.23971	0.1146	0.51429	0.0416	typical (middle 50%)
chr3	19925130	19926084	0.39853	0.08866	0.77003	-0.00532	typical (middle 50%)
chr3	19931046	19931546	2.35025	0.79438	2.41643	0.0303	typical (middle 50%)
chr3	19931826	19932978	5.7956	0.72558	3.23063	-0.58293	other
chr3	19933173	19933865	1.98579	0.88778	2.39726	0.1927	typical (middle 50%)
chr3	19933964	19934696	1.82501	0.96006	4.50761	0.58652	other
chr3	19937301	19938420	6.63556	2.0468	5.24751	0.11183	typical (middle 50%)
chr3	19945884	19946384	16.38608	2.54346	3.46028	-0.76986	other
chr3	19946418	19948252	54.83129	3.16046	38.00047	-0.42567	other
chr3	19956590	19957902	0.83603	0.15727	2.4651	0.20194	typical (middle 50%)
chr3	19959499	19960623	1.11471	0.24724	2.07623	0.06136	typical (middle 50%)
chr3	19960643	19961143	2.13481	0.54059	1.0829	-0.36389	other
chr3	19961912	19962412	0.2777	0.23248	1.55236	0.43707	other
chr3	19965130	19965793	0.23873	0.12138	1.11012	0.25507	other
chr3	19965970	19968084	3.13653	0.35084	4.8861	-0.12568	typical (middle 50%)
chr3	19981511	19982452	0.47843	0.06874	0.66075	-0.11904	typical (middle 50%)
chr3	19989765	19991095	0.79314	0.0963	1.00703	-0.16862	typical (middle 50%)
chr3	19993914	19995178	0.59339	0.17342	1.08726	0.04188	typical (middle 50%)
chr3	19998834	20000331	0.83113	0.09227	1.53292	-0.04835	typical (middle 50%)
chr3	20001665	20002165	0.47451	0.12588	0.54975	-0.10737	typical (middle 50%)
chr3	20003824	20004547	0.47647	0.10452	0.70052	-0.07004	typical (middle 50%)
chr3	20008621	20009630	0.31667	0.13865	1.59925	0.33917	other
chr3	20012023	20012523	0.23873	0.10726	0.36826	-0.02737	typical (middle 50%)
chr3	20013000	20015928	7.14904	0.51614	8.23538	-0.40778	other
chr3	20022503	20024455	22.85031	1.65964	13.44137	-0.64125	other
chr3	20030258	20030969	0.39657	0.11159	0.89308	0.05878	typical (middle 50%)
chr3	20039712	20041910	13.56132	2.59712	39.98819	0.80377	other
chr3	20049251	20050007	0.23775	0.13879	0.81121	0.17615	typical (middle 50%)
chr3	20050920	20051598	0.71324	0.13719	0.92915	-0.11107	typical (middle 50%)
chr3	20054881	20056320	0.7951	0.22048	2.33153	0.25319	other
chr3	20056619	20057999	1.38848	0.40918	2.47419	0.13746	typical (middle 50%)
chr3	20060902	20061873	2.18162	0.54156	1.45817	-0.27492	other
chr3	20064731	20066683	3.80884	0.56494	5.11422	-0.10548	typical (middle 50%)
chr3	20071046	20072886	0.91201	0.14514	1.89632	0.03919	typical (middle 50%)
chr3	20077002	20077702	1.06986	0.17065	1.0396	-0.23648	other
chr3	20081069	20081569	0.63726	0.15403	1.36402	0.0756	typical (middle 50%)
chr3	20083532	20084627	0.11985	0.15407	1.09676	0.38075	other
chr3	20095821	20096765	0.1598	0.079	0.66923	0.13642	typical (middle 50%)
chr3	20099126	20100004	0.15882	0.09856	0.85466	0.22084	typical (middle 50%)
chr3	20104713	20106210	0.43848	0.0827	1.21417	0.10044	typical (middle 50%)
chr3	20108468	20108968	0.59436	0.10491	0.7208	-0.13912	typical (middle 50%)
chr3	20111785	20112543	0.67721	0.15926	0.79956	-0.11389	typical (middle 50%)
chr3	20119484	20120227	0.3576	0.07944	0.68434	-0.01503	typical (middle 50%)
chr3	20129480	20130575	0.39657	0.0674	0.72337	-0.04028	typical (middle 50%)
chr3	20137596	20138096	0.35858	0.09138	0.91182	0.07415	typical (middle 50%)
chr3	20149151	20150227	0.27868	0.08596	0.993	0.15568	typical (middle 50%)
chr3	20156359	20157750	0.39755	0.09896	1.32338	0.1742	typical (middle 50%)
chr3	20157817	20158317	0.51446	0.08283	0.43579	-0.22066	other
chr3	20168010	20168912	0.07892	0.07196	0.69083	0.21018	typical (middle 50%)
chr3	20171598	20173601	0.71324	0.06958	1.49386	-0.01246	typical (middle 50%)
chr3	20174035	20174535	0.19878	0.04383	0.28322	-0.09354	typical (middle 50%)
chr3	20178400	20179332	0.63334	0.07358	0.64486	-0.22015	other
chr3	20185207	20186995	48.04965	6.35538	28.12689	0.09186	typical (middle 50%)
chr3	20225703	20226632	0.19878	0.07512	1.77364	0.416	other
chr3	20239670	20241319	0.59828	0.10086	1.03153	-0.04187	typical (middle 50%)
chr3	20245718	20246657	0.11887	0.05549	0.65496	0.14498	typical (middle 50%)
chr3	20250251	20251198	0.23873	0.05961	0.65246	0.04617	typical (middle 50%)
chr3	20253954	20255139	0.27966	0.06813	0.79324	0.07258	typical (middle 50%)
chr3	20264669	20265621	0.19878	0.07424	0.7094	0.11376	typical (middle 50%)
chr3	20279621	20281019	0.07892	0.08197	0.94244	0.30586	other
chr3	20287261	20288386	0.27966	0.06603	0.77398	0.06389	typical (middle 50%)
chr3	20294260	20295449	0.39853	0.06696	0.63834	-0.0736	typical (middle 50%)
chr3	20305059	20306515	1.0728	0.11894	1.34509	-0.19617	other
chr3	20316284	20317263	0.59436	0.1131	0.95097	-0.05356	typical (middle 50%)
chr3	20319587	20320513	0.79412	0.29165	1.57421	0.14981	typical (middle 50%)
chr3	20321648	20322844	6.54683	0.56553	4.02755	-0.67764	other
chr3	20323226	20324038	8.21792	1.01067	4.09829	-0.61872	other
chr3	20324490	20324990	2.85785	0.62022	1.71682	-0.35557	other
chr3	20325037	20325766	6.59071	1.56064	3.11734	-0.31578	other
chr3	20326045	20327019	1.46643	0.38576	3.18457	0.20445	typical (middle 50%)
chr3	20329860	20331601	4.563	0.4682	4.58417	-0.37145	other
chr3	20340274	20340993	0.31961	0.08772	2.09956	0.40081	other
chr3	20347625	20349315	0.75711	0.14427	1.67212	0.07275	typical (middle 50%)
chr3	20352735	20353235	1.39142	0.30823	1.36397	-0.17787	typical (middle 50%)
chr3	20353266	20353766	0.27672	0.10983	0.27866	-0.09744	typical (middle 50%)
chr3	20360361	20361830	1.86594	0.27968	1.89495	-0.25476	other
chr3	20363319	20364144	0.27966	0.09975	0.63388	0.0438	typical (middle 50%)
chr3	20380288	20381496	0.43848	0.11904	1.22884	0.13757	typical (middle 50%)
chr3	20396314	20397247	0.0799	0.06635	0.62154	0.17797	typical (middle 50%)
chr3	20511738	20512787	0.1598	0.05431	1.31647	0.31734	other
chr3	20607592	20608508	0.59632	0.09624	0.66826	-0.16754	typical (middle 50%)
chr3	20813192	20814537	0.43848	0.13139	0.94181	0.0627	typical (middle 50%)
chr3	20846081	20847268	0.67427	0.09172	0.78542	-0.17707	typical (middle 50%)
chr3	20889153	20889911	7.10321	0.34697	1.5626	-1.31881	other
chr3	20890052	20891651	20.48316	0.7536	6.86801	-1.33143	under-predicted 1%
chr3	20892065	20892565	1.9429	0.20631	1.00212	-0.56994	other
chr3	20899546	20900663	0.63334	0.08252	0.85425	-0.13723	typical (middle 50%)
chr3	20904629	20905129	5.23531	0.80422	1.8875	-0.69018	other
chr3	20905194	20905694	3.20859	0.96946	2.0667	-0.17195	typical (middle 50%)
chr3	20930005	20930505	0.03995	0.0426	0.64475	0.20198	typical (middle 50%)
chr3	20973902	20975644	0.91789	0.07813	1.2337	-0.18596	other
chr3	21016920	21018016	0.11985	0.05242	0.77646	0.18531	typical (middle 50%)
chr3	21042840	21043859	1.15172	0.09091	0.82377	-0.41547	other
chr3	21398450	21399368	0.75711	0.11813	0.85328	-0.17824	typical (middle 50%)
chr3	21405015	21407011	2.81986	0.50461	5.64719	0.13749	typical (middle 50%)
chr3	21484006	21485232	0.75319	0.09298	1.28847	-0.0674	typical (middle 50%)
chr3	21505067	21506444	1.50442	0.12811	1.12327	-0.43904	other
chr3	21515606	21516914	0.67427	0.10546	0.81014	-0.156	typical (middle 50%)
chr3	21526075	21526882	2.29756	0.10049	0.97441	-0.78422	other
chr3	21531414	21532616	2.45246	0.25623	1.73779	-0.4942	other
chr3	21534095	21535032	1.22966	0.09778	1.01883	-0.3815	other
chr3	21542255	21544195	8.56767	0.77659	5.82669	-0.59793	other
chr3	21545514	21546014	0.87402	0.1584	0.78028	-0.2323	other
chr3	21550988	21551488	1.42746	0.16684	1.41741	-0.29328	other
chr3	21618669	21619403	0.47549	0.08484	0.61803	-0.11831	typical (middle 50%)
chr3	21751074	21751574	0.11887	0.02631	0.27825	-0.04391	typical (middle 50%)
chr3	21839612	21840112	0.31863	0.02694	0.62176	-0.05934	typical (middle 50%)
chr3	21956888	21957388	0.03995	0.02057	0.05438	-0.09627	typical (middle 50%)
