chr	center	observed_log	atac_pred_log	true_residual	class	sequence5p_residual	multimodal5p_residual	residual_sequence_residual	residual_multimodal_residual	residual_atac_residual
chr8	119874577	2.1972246	4.520986	-2.3237615	accessible_not_acetylated	-1.5709093	-0.97689056	-0.3692732	-0.7158191	-0.03250885
chr7	122627991	0.6931472	3.0160613	-2.3229141	accessible_not_acetylated	-1.7303202	-0.07837057	-0.09380269	-0.36773372	-0.010303974
chr17	19111752	2.3025851	4.6249547	-2.3223696	accessible_not_acetylated	0.25584078	-0.055696487	0.18425798	-0.0016674995	-0.0692687
chr7	69381366	0.0	2.3218298	-2.3218298	accessible_not_acetylated	0.13831687	-0.93617296	-0.17996383	-0.16273928	-0.01286912
chr22	20702932	2.4849067	4.806366	-2.3214593	accessible_not_acetylated	-2.2677138	-0.64421606	-1.5225415	-0.7435045	0.008127689
chr18	64100508	1.7917595	4.111981	-2.3202214	accessible_not_acetylated	-0.9230583	-0.08625841	-0.16003656	-0.051066875	0.007285595
chr6	148770333	0.0	2.3200786	-2.3200786	accessible_not_acetylated	0.14313293	0.122685194	0.120857	0.12884378	-0.032295465
chr7	117323289	0.6931472	3.0103755	-2.3172283	accessible_not_acetylated	-0.04771161	-1.274404	-1.0330433	-1.5842544	-0.0018162727
chr17	7717506	0.6931472	3.0097368	-2.3165896	accessible_not_acetylated	-1.3653164	-2.218859	-0.99072814	-1.2926934	-0.058710814
chr7	98281381	2.1972246	4.5136876	-2.316463	accessible_not_acetylated	-1.2505286	-1.2883558	-1.1944745	-0.8461225	0.0037546158
chr6	158752785	0.0	2.3161125	-2.3161125	accessible_not_acetylated	0.65050125	-0.1520884	-0.13220572	0.037545443	-0.027408123
chr6	77564968	1.0986123	3.4129949	-2.3143826	accessible_not_acetylated	-0.5992329	0.7045088	0.34889555	0.35096526	-0.049381256
chr20	44135554	0.0	2.3140595	-2.3140595	accessible_not_acetylated	0.13664198	0.26830387	0.10852003	0.08169627	-0.001714468
chr17	40363534	1.3862944	3.6987731	-2.3124788	accessible_not_acetylated	-1.7657864	-1.4370341	-1.0758855	-1.4121265	-0.042878866
chr6	37698011	1.7917595	4.1042123	-2.3124528	accessible_not_acetylated	-1.6661148	-1.7327912	-0.9730754	-0.9819281	-0.04365492
chr10	72089032	0.0	2.3105817	-2.3105817	accessible_not_acetylated	0.37301517	-1.0023792	-0.32788002	-0.8242855	-0.0026524067
chr7	73154822	1.3862944	3.696144	-2.3098497	accessible_not_acetylated	-0.6862817	-0.58381724	-0.53172255	-0.574862	-0.014981747
chr12	13536711	1.7917595	4.1013083	-2.3095489	accessible_not_acetylated	-1.4066069	-0.0025839806	0.097613335	0.4383726	-0.07243872
chr12	88934565	0.0	2.3093028	-2.3093028	accessible_not_acetylated	0.50941586	-0.3544469	-0.21361375	-0.12924743	-0.025263786
chr17	33520586	0.0	2.3085427	-2.3085427	accessible_not_acetylated	-0.7773011	-0.55244267	-0.34419894	-0.77881444	-0.05052328
chr8	22865004	0.6931472	3.0015175	-2.3083704	accessible_not_acetylated	0.7308836	-1.4633064	-0.7050116	-1.8142031	-0.02020979
chr17	43907763	0.0	2.3055222	-2.3055222	accessible_not_acetylated	1.3781486	-1.20784	-0.20957279	-0.8388643	-0.03185129
chr6	39362195	0.6931472	2.9978514	-2.3047042	accessible_not_acetylated	-0.48239422	-0.5035639	-0.00056552887	0.4308045	-0.046930313
chr10	34941731	0.6931472	2.9970882	-2.303941	accessible_not_acetylated	-0.5725417	-0.34789777	-0.23204398	0.014305592	0.004199028
chr10	44864184	0.6931472	2.9969676	-2.3038204	accessible_not_acetylated	-0.3983903	-1.0539522	-0.44874358	-0.49272275	-0.0050783157
chr20	57710021	0.6931472	2.9968543	-2.3037071	accessible_not_acetylated	-1.3902965	-1.3433185	-1.2166836	-1.1209785	-0.018458128
chr17	36099445	0.0	2.3035655	-2.3035655	accessible_not_acetylated	-0.43859172	-0.6251359	0.07061434	-0.19606352	-0.023952007
chr6	4963067	0.0	2.3032117	-2.3032117	accessible_not_acetylated	1.1084616	-0.2446537	0.16733742	0.051613092	-0.01772666
chr12	75934617	2.0794415	4.3819685	-2.302527	accessible_not_acetylated	-0.94123673	-0.38346505	0.27242422	0.18106318	-0.08133888
chr8	26449492	2.4849067	4.7872543	-2.3023477	accessible_not_acetylated	-2.7318518	-2.0593376	-1.6378434	-1.6855936	-0.03859186
chr20	45348131	1.609438	3.9117053	-2.3022673	accessible_not_acetylated	-1.6438069	-1.5007873	-0.8035586	-0.9895718	-0.021966696
chr20	6829374	1.0986123	3.3998754	-2.301263	accessible_not_acetylated	-1.4128215	-0.32680798	-0.26395297	-0.18527341	-0.027624369
chr20	31836350	0.6931472	2.993947	-2.3007998	accessible_not_acetylated	-0.21764398	-0.15189457	-0.17111492	0.13887691	-0.017047644
chr10	76207165	0.6931472	2.993706	-2.3005588	accessible_not_acetylated	-0.33863282	-0.5889845	0.030906916	-0.505759	0.0018680096
chr17	33519979	0.0	2.300054	-2.300054	accessible_not_acetylated	-0.40618777	-0.01936078	-0.16279078	-0.49600804	-0.03777647
chr7	15651940	0.0	2.2991369	-2.2991369	accessible_not_acetylated	-0.8054621	-0.72816014	-0.2781632	-0.3999796	-0.010561705
chr18	58045669	2.0794415	4.3771224	-2.2976809	accessible_not_acetylated	-0.9448323	-1.0231855	-0.3991449	-0.68429804	0.0063996315
chr12	91618314	1.0986123	3.3962092	-2.297597	accessible_not_acetylated	-1.3444724	-0.46450138	0.030626535	-0.19852495	-0.06826091
chr7	41691714	0.0	2.2975345	-2.2975345	accessible_not_acetylated	0.47956586	-0.6214633	-0.12772608	0.09619737	-0.005968809
chr6	44002789	2.5649493	4.8622746	-2.2973254	accessible_not_acetylated	-2.0689003	-0.40016937	-1.3801868	-0.61768293	-0.06312466
chr21	31560015	2.4849067	4.7813807	-2.296474	accessible_not_acetylated	-0.28187752	0.17204332	-0.060260773	0.16532278	-0.04664755
chr21	45076403	0.6931472	2.9892583	-2.296111	accessible_not_acetylated	-0.40823293	-0.42985082	-0.22620249	-0.03464675	-0.035923004
chr20	64049598	0.6931472	2.9883788	-2.2952316	accessible_not_acetylated	-1.8025098	-0.86754274	-1.1516643	-1.1551818	-0.02823615
chr12	95790758	0.0	2.2945604	-2.2945604	accessible_not_acetylated	0.015311718	-1.6612259	-1.2251692	-1.4273405	-0.029481888
chr7	98133375	1.3862944	3.6787047	-2.2924104	accessible_not_acetylated	-0.5158386	0.30605102	0.20390272	-0.0019080639	-0.0139222145
chr10	25062647	0.0	2.2904773	-2.2904773	accessible_not_acetylated	0.9564054	-0.23946261	0.14510703	-0.04782653	-0.005830765
chr6	77549477	1.9459102	4.23572	-2.28981	accessible_not_acetylated	-1.6948631	0.240026	0.06450176	0.088507175	-0.03440523
chr12	51270707	1.609438	3.898992	-2.289554	accessible_not_acetylated	0.1932931	-0.8120723	-0.45667553	-0.20388913	-0.058063984
chr8	141942989	0.6931472	2.9826312	-2.289484	accessible_not_acetylated	1.1525168	-0.28420234	-0.39727545	0.5603869	-0.011787176
chr7	95715500	0.6931472	2.9820838	-2.2889366	accessible_not_acetylated	-0.5569401	-0.3876915	-0.32647133	-0.4433546	-0.020501375
chr22	22960653	0.0	2.2887728	-2.2887728	accessible_not_acetylated	0.37353802	0.36491847	-0.124372005	0.29125834	-0.0064737797
chr8	80490091	1.3862944	3.6749592	-2.2886648	accessible_not_acetylated	-0.9577093	-0.57547164	-0.16795588	-0.46530437	-0.022258282
chr7	35024468	0.0	2.2882328	-2.2882328	accessible_not_acetylated	0.2887025	0.65395784	0.41161704	0.16475105	-0.01703906
chr7	50120770	0.6931472	2.9812632	-2.288116	accessible_not_acetylated	-0.51470065	-0.085125685	-0.16126204	-0.12909222	-0.0052354336
chr18	4450503	1.9459102	4.233058	-2.2871478	accessible_not_acetylated	-1.8803341	0.16373587	0.03138876	0.12183905	0.01723814
chr20	1470339	0.6931472	2.9765868	-2.2834396	accessible_not_acetylated	0.20281434	-0.8356247	-0.72570753	-0.41925144	-0.013698816
chr6	50278826	0.6931472	2.976575	-2.2834277	accessible_not_acetylated	0.0968976	0.3117721	0.21085215	0.2032342	-0.047067165
chr12	55881044	0.0	2.2825966	-2.2825966	accessible_not_acetylated	0.05274844	0.37361312	0.34219384	0.48169112	-0.030448437
chr10	53135416	0.6931472	2.9749537	-2.2818065	accessible_not_acetylated	-0.7988317	-0.6264343	0.036967278	-0.2259202	-0.0038032532
chr10	34687537	0.0	2.2782106	-2.2782106	accessible_not_acetylated	0.019809723	-0.042090893	0.14481878	-0.01635623	-0.0064816475
chr12	52203293	0.0	2.2779453	-2.2779453	accessible_not_acetylated	0.19626856	-1.1814609	-0.21916032	-0.555807	-0.024205208
chr12	19129691	0.0	2.2770886	-2.2770886	accessible_not_acetylated	-1.0664659	-1.5137233	-0.84657586	-1.445794	-0.021432161
chr7	117323890	0.6931472	2.9700127	-2.2768655	accessible_not_acetylated	0.31037235	-0.7919903	-0.9379015	-1.7737789	-0.00025629997
chr7	134865607	1.0986123	3.374875	-2.2762628	accessible_not_acetylated	-0.17775273	-0.30092907	0.09776044	0.24709082	-0.013222694
chr6	10355492	0.0	2.2751794	-2.2751794	accessible_not_acetylated	0.7726815	-0.041900396	0.22390628	0.10057354	-0.0128388405
chr12	132561344	1.9459102	4.220975	-2.2750647	accessible_not_acetylated	-1.8885651	-0.9600444	-0.85653615	-0.21367359	-0.06633186
chr6	5086098	0.6931472	2.9661655	-2.2730184	accessible_not_acetylated	-0.89326453	-1.9456599	-1.8306408	-2.3369887	-0.023744822
chr17	49575962	0.6931472	2.9656558	-2.2725086	accessible_not_acetylated	-1.5899956	-2.0934906	-1.5774751	-2.379973	-0.05925703
chr6	22657325	1.3862944	3.6578288	-2.2715344	accessible_not_acetylated	-1.5776105	-0.29290342	0.08756065	-0.09114742	-0.039323807
chr10	6406652	0.0	2.2714884	-2.2714884	accessible_not_acetylated	-0.65394616	-0.72607005	-0.4148141	-0.27382863	-0.0065875053
chr8	37302353	0.0	2.2710779	-2.2710779	accessible_not_acetylated	0.14147496	-0.58088624	-0.060932875	-0.04676175	0.010169268
chr8	60885213	0.0	2.2702787	-2.2702787	accessible_not_acetylated	-0.5578737	-0.1299367	-0.20945787	-0.07772207	0.0011351109
chr20	6747165	0.6931472	2.9631448	-2.2699976	accessible_not_acetylated	-1.1546209	-0.38216496	-0.4211917	-0.5178952	-0.009091616
chr10	5552072	0.0	2.2696803	-2.2696803	accessible_not_acetylated	0.3531344	-0.108336926	-0.2946564	-0.44121587	0.003923416
chr8	75352467	1.0986123	3.366825	-2.2682128	accessible_not_acetylated	-1.1019247	0.109134436	0.09355903	-0.0053083897	-0.013720036
chr18	58850497	0.0	2.2677114	-2.2677114	accessible_not_acetylated	0.0043034554	-0.6428449	0.1062603	0.011869907	-0.005055666
chr12	120972990	0.0	2.267295	-2.267295	accessible_not_acetylated	0.55757594	-0.004225254	0.29115152	0.45709038	-0.014556408
chr17	50309578	1.609438	3.8755705	-2.2661326	accessible_not_acetylated	-1.5962327	-0.31492114	0.22472882	0.053321123	-0.07267165
chr12	39611988	2.3025851	4.567274	-2.264689	accessible_not_acetylated	-2.401975	-0.60787773	-0.19819689	-0.5841956	-0.06209135
chr18	48669183	0.0	2.2632105	-2.2632105	accessible_not_acetylated	0.37044716	-0.80074215	-0.10787988	-0.45805728	-0.002257347
chr20	3248783	0.0	2.2630644	-2.2630644	accessible_not_acetylated	1.5297844	-1.2758123	-0.043163776	-0.9898708	0.008690119
chr17	74923483	0.0	2.262773	-2.262773	accessible_not_acetylated	-0.698869	-1.5835084	-1.6858197	-1.895536	-0.0709548
chr7	102642791	0.0	2.2623723	-2.2623723	accessible_not_acetylated	-0.2904868	-0.5868833	-0.5193378	-0.28077173	-0.0081932545
chr22	31105126	0.0	2.261716	-2.261716	accessible_not_acetylated	0.7697778	-1.4609727	-0.7396488	-1.1097196	-0.014538288
chr6	92827260	1.3862944	3.6479754	-2.261681	accessible_not_acetylated	0.382442	-0.15825987	0.47636843	0.51442385	-0.04382658
chr10	56496295	0.0	2.26149	-2.26149	accessible_not_acetylated	0.12222433	-0.26813364	-0.4653939	-0.45637023	-0.010258913
chr20	11373043	0.6931472	2.9544168	-2.2612696	accessible_not_acetylated	-0.7670021	-0.7607844	-0.12778091	-0.31629992	0.0016880035
chr21	43703387	0.0	2.261202	-2.261202	accessible_not_acetylated	0.94048023	-0.1818645	0.2708571	-0.1134038	-0.012145042
chr10	18423315	1.609438	3.8688726	-2.2594347	accessible_not_acetylated	-1.6075053	-0.653002	-0.19367886	-0.36092472	0.005060911
chr18	64127405	0.6931472	2.9522297	-2.2590826	accessible_not_acetylated	-0.35784364	-0.6532495	-0.2611735	-0.5332086	-0.006103039
chr17	48817167	0.6931472	2.9518774	-2.2587302	accessible_not_acetylated	-0.5419669	-1.0696843	-0.5068476	-1.1743072	-0.063363075
chr7	123055050	0.0	2.258617	-2.258617	accessible_not_acetylated	0.093886614	0.17315936	0.28474164	0.059629202	-0.01345396
chr20	43914757	1.9459102	4.2045107	-2.2586005	accessible_not_acetylated	-2.0643158	-1.0913882	-0.966295	-1.0485601	-0.03392601
chr12	113138224	0.0	2.2582207	-2.2582207	accessible_not_acetylated	-0.0015676022	-0.19953227	0.5436361	0.14398837	-0.021984339
chr17	50117414	0.0	2.2577317	-2.2577317	accessible_not_acetylated	1.0475402	-1.1834466	-0.42859292	-1.3298236	-0.048115015
chr10	86364214	0.0	2.2568462	-2.2568462	accessible_not_acetylated	-0.5790305	-1.4491537	-1.2699411	-1.1034135	-0.00030303
chr10	87659718	0.0	2.2567806	-2.2567806	accessible_not_acetylated	0.19491982	-1.691592	-1.2466596	-1.7727094	0.0014193058
chr6	97669365	1.7917595	4.0483437	-2.2565842	accessible_not_acetylated	-0.33313274	-0.07019067	-0.030478477	-0.43451977	-0.08204317
chr17	61411750	1.609438	3.8658469	-2.256409	accessible_not_acetylated	0.26220345	-1.0341794	-0.89928174	-1.0949914	-0.062109232
chr7	69430529	0.0	2.2558932	-2.2558932	accessible_not_acetylated	1.3419032	-0.46529675	0.22444463	-0.038039446	-0.0075047016
chr6	138984538	1.9459102	4.2017345	-2.2558243	accessible_not_acetylated	-2.1744204	-0.6159673	-0.39411163	-0.34860373	-0.061911583
chr12	109714381	1.609438	3.8649065	-2.2554686	accessible_not_acetylated	-1.8675594	-1.2300646	-1.6402233	-1.3917124	-0.049615383
chr17	9240052	1.0986123	3.3524694	-2.2538571	accessible_not_acetylated	-0.52029276	-0.6373043	-0.8883486	-1.0336702	-0.07123399
chr10	34758606	1.609438	3.863259	-2.2538211	accessible_not_acetylated	-1.0179615	0.10353899	0.14655948	0.14454246	-0.005444765
chr8	110026666	1.3862944	3.6400518	-2.2537575	accessible_not_acetylated	-1.2141433	-1.2858632	-0.06987882	-0.47858524	-0.017983675
chr6	160253919	0.0	2.2530167	-2.2530167	accessible_not_acetylated	-0.42550194	-0.92581916	-0.15051293	-0.43307948	-0.027567148
chr7	28330389	1.0986123	3.3510847	-2.2524724	accessible_not_acetylated	-0.30772877	-0.27741575	-0.2356422	-0.27631545	-0.012207031
chr22	30256127	0.6931472	2.9439359	-2.2507887	accessible_not_acetylated	-0.7721267	-0.48954844	-0.56378937	-0.26672363	-0.0146410465
chr6	88082022	0.0	2.2500124	-2.2500124	accessible_not_acetylated	0.6298878	0.005051613	0.22271371	0.3541813	-0.020565748
chr7	98131969	1.3862944	3.636157	-2.2498627	accessible_not_acetylated	-0.93065643	0.3064375	0.24670815	0.08807564	-0.0100643635
chr10	80144672	1.0986123	3.3472629	-2.2486506	accessible_not_acetylated	-0.99304485	-1.519743	-0.6870804	-1.3456938	0.014369726
chr10	133424617	0.0	2.2481604	-2.2481604	accessible_not_acetylated	1.2610085	-1.455236	-1.0187787	-1.5195185	-1.4543533e-05
chr6	24360020	1.0986123	3.346723	-2.2481108	accessible_not_acetylated	-1.132642	-1.119199	-0.4170375	-0.46847725	-0.07479668
chr6	89118081	0.0	2.247724	-2.247724	accessible_not_acetylated	1.4840386	-0.9541186	-0.633307	-0.97148824	-0.022183418
chr17	32275260	0.0	2.247722	-2.247722	accessible_not_acetylated	-0.49793363	-0.8779968	-0.084558964	-0.50712	-0.012562275
chr6	126461259	0.0	2.2472777	-2.2472777	accessible_not_acetylated	0.41927218	-0.115288496	-0.191674	0.19120693	-0.020264864
chr21	16419202	0.0	2.247179	-2.247179	accessible_not_acetylated	0.59519553	-0.27865243	0.12165618	0.09984827	-0.014629364
chr6	39725211	2.0794415	4.326293	-2.2468514	accessible_not_acetylated	-0.8684757	-0.6528785	-0.42178965	-0.47304535	-0.08652973
chr17	50198432	0.0	2.2465858	-2.2465858	accessible_not_acetylated	0.03713751	-0.69650924	-0.15543747	-0.18917036	-0.047095776
chr7	151167548	0.0	2.2445295	-2.2445295	accessible_not_acetylated	0.27159047	-1.858433	-1.4530584	-1.8091866	-0.009405613
chr12	24360867	1.0986123	3.3430655	-2.2444532	accessible_not_acetylated	-1.1485732	-0.28708458	-0.0116221905	-0.44412518	-0.06142783
chr6	53441264	2.0794415	4.3230186	-2.243577	accessible_not_acetylated	-2.2506366	-0.22065496	-0.4293418	-0.02314663	-0.067362785
chr7	12322470	0.0	2.2431624	-2.2431624	accessible_not_acetylated	0.2825513	0.03753686	0.03256893	-0.26394153	-0.015332937
chr17	74862392	0.0	2.2417743	-2.2417743	accessible_not_acetylated	0.037590265	-1.0849702	-0.34795868	-0.48482347	-0.054958344
chr21	44107326	0.0	2.2410126	-2.2410126	accessible_not_acetylated	2.7168732	0.27257395	-0.11299944	-0.41763973	-0.13039255
chr18	4428952	0.6931472	2.9338887	-2.2407415	accessible_not_acetylated	-1.3166506	-0.24735975	-0.16633153	0.07928157	0.002470255
chr18	42190857	1.0986123	3.3392534	-2.240641	accessible_not_acetylated	-2.1158319	-0.82918215	-0.14152217	-0.3108151	-0.0055701733
chr12	23949790	1.0986123	3.339107	-2.2404947	accessible_not_acetylated	-1.1209111	-0.73397374	-0.44014597	-0.4353292	-0.05696869
chr17	48597821	1.3862944	3.6262224	-2.239928	accessible_not_acetylated	0.43256783	-1.4962282	-0.3143661	-1.7800361	-0.06825924
chr17	57941642	1.0986123	3.338401	-2.2397888	accessible_not_acetylated	0.567224	0.12914205	0.32792282	0.6195719	-0.042945385
chr6	131510328	0.6931472	2.9321342	-2.238987	accessible_not_acetylated	-0.33944964	-0.6332419	-0.40015006	-0.5752356	-0.05700445
chr6	17987623	1.0986123	3.3369913	-2.238379	accessible_not_acetylated	-0.7238462	-1.0984802	-0.41896033	-0.8228116	-0.03740406
chr7	141190745	0.0	2.2380948	-2.2380948	accessible_not_acetylated	0.12530828	-0.37930155	-0.17682195	-0.23042798	-0.009714127
chr18	4453660	1.9459102	4.1835394	-2.2376292	accessible_not_acetylated	-2.1741772	-0.46606183	-0.4111185	0.18458939	0.011010647
chr7	82367283	1.0986123	3.336061	-2.2374487	accessible_not_acetylated	-1.6791475	-0.3492217	0.07404947	0.058485508	-0.011717796
chr12	6821796	0.0	2.2369742	-2.2369742	accessible_not_acetylated	-1.2495732	-1.4816403	-0.68175673	-1.4268206	-0.026318073
chr20	7231535	0.0	2.2356184	-2.2356184	accessible_not_acetylated	-0.2556734	-0.84796166	-0.026483297	-0.93368435	-0.00024271011
chr12	57851173	0.0	2.235358	-2.235358	accessible_not_acetylated	0.3134086	-0.09013963	-0.16118336	-0.3344884	-0.050910473
chr12	40377055	0.0	2.235337	-2.235337	accessible_not_acetylated	0.61442995	-0.8475568	0.054729223	0.102095604	-0.018685818
chr12	119989367	2.3978953	4.632791	-2.2348957	accessible_not_acetylated	-2.1567163	-0.30731392	-1.0512185	-1.0781841	-0.058097363
chr8	97775655	0.6931472	2.9280064	-2.2348592	accessible_not_acetylated	-0.2806065	-1.4349041	-0.9431598	-1.1321275	-0.0081551075
chr17	2025345	0.0	2.234559	-2.234559	accessible_not_acetylated	-0.66381	-2.0576448	-1.7699463	-2.1918955	-0.029152155
chr22	29475774	0.0	2.2345524	-2.2345524	accessible_not_acetylated	0.014006376	0.31628346	-0.055799007	-0.6548078	-0.023369312
chr22	46538835	0.6931472	2.927559	-2.2344117	accessible_not_acetylated	0.79341054	-0.9328704	-0.57302475	-0.8011253	-0.0053224564
chr8	74321361	0.0	2.2337222	-2.2337222	accessible_not_acetylated	-0.35392356	-1.8228848	-0.9903014	-1.836247	0.00385046
chr6	144248657	0.6931472	2.926022	-2.2328749	accessible_not_acetylated	-0.52695584	0.3111558	-0.007224083	0.39410377	-0.021587372
chr8	120125107	0.0	2.232329	-2.232329	accessible_not_acetylated	1.2236798	-0.8153398	-0.7162776	-0.86424756	0.01432991
chr10	76033677	0.0	2.231573	-2.231573	accessible_not_acetylated	0.6213031	-0.26263702	0.2551446	-0.2244966	-0.00547266
chr12	15776399	0.6931472	2.9242082	-2.231061	accessible_not_acetylated	-1.096437	0.010590076	0.015872478	0.08765602	-0.041120052
chr17	17496204	1.609438	3.8394082	-2.2299702	accessible_not_acetylated	-2.0740895	-2.0603247	-1.1893518	-1.9850626	-0.058599234
chr6	157461821	3.295837	5.525761	-2.2299242	accessible_not_acetylated	-2.7485518	-0.6421552	-0.15231419	0.0152721405	-0.06955528
chr12	7638859	0.6931472	2.9220607	-2.2289135	accessible_not_acetylated	-1.2864394	-0.67198133	-0.13257217	0.29084134	-0.060040236
chr7	73324315	0.0	2.2286406	-2.2286406	accessible_not_acetylated	-0.31117606	-1.4184704	-0.3857857	-1.0578259	-0.01812005
chr8	110060432	0.0	2.2275443	-2.2275443	accessible_not_acetylated	0.56803966	-0.23000705	-0.06935644	-0.08745217	-0.010784388
chr7	26180007	0.6931472	2.9205709	-2.2274237	accessible_not_acetylated	-0.6495116	0.7819269	-0.007101059	0.5169263	0.0007972717
chr17	42423310	0.0	2.2273781	-2.2273781	accessible_not_acetylated	0.7226119	-1.3791655	-0.592597	-1.3171405	-0.018138647
chr6	28790868	0.0	2.226521	-2.226521	accessible_not_acetylated	0.37822366	0.9281461	0.16800976	0.4410534	-0.020282745
chr17	62965837	0.6931472	2.9182935	-2.2251463	accessible_not_acetylated	-0.59281826	-1.2657163	-0.68326473	-0.61034584	-0.035077333
chr10	80143895	0.6931472	2.9179628	-2.2248156	accessible_not_acetylated	-1.0516083	-1.424653	-0.41422558	-0.76350284	-0.0035181046
chr12	76879048	2.3978953	4.6221695	-2.2242742	accessible_not_acetylated	-0.4195814	-1.0043228	-1.0364165	-0.87396264	-0.07200575
chr12	40105951	2.0794415	4.303656	-2.2242146	accessible_not_acetylated	-1.4319463	-0.6957581	-0.9382541	-0.9874129	-0.06411934
chr6	83702293	0.0	2.224185	-2.224185	accessible_not_acetylated	-0.08633947	0.108730316	0.1078794	0.11221123	-0.03512478
chr7	55255669	1.609438	3.8332906	-2.2238526	accessible_not_acetylated	-0.5998955	-0.19393253	-0.62027264	-0.5131359	-0.018600464
chr21	38236507	0.0	2.2235725	-2.2235725	accessible_not_acetylated	0.9158275	-0.41285372	0.15454221	0.23393393	-0.018363237
chr20	4998462	2.1972246	4.4204397	-2.223215	accessible_not_acetylated	-2.1603885	0.13922596	0.357749	0.6836209	-0.031964302
chr20	62822943	0.6931472	2.9149463	-2.2217991	accessible_not_acetylated	-1.8704687	-1.5431228	-0.49901485	-0.7287698	-0.010069609
chr12	69053187	0.0	2.2196536	-2.2196536	accessible_not_acetylated	0.12433314	-0.1794715	0.011679649	-0.15959334	-0.042435884
chr17	7445286	0.6931472	2.9115632	-2.218416	accessible_not_acetylated	-0.18832946	-2.1804152	-0.8812592	-1.5134951	-0.051043987
chr12	52879895	1.3862944	3.6044347	-2.2181404	accessible_not_acetylated	-1.78384	-2.397685	-0.8961952	-1.1197271	-0.07738519
chr7	37917101	1.3862944	3.6041431	-2.2178488	accessible_not_acetylated	-1.4221733	-1.4705348	-0.35422516	-1.4651818	-0.011667252
chr6	81752607	2.7080503	4.9257	-2.21765	accessible_not_acetylated	-0.3762927	-1.4946547	-0.869689	-1.1327004	-0.08108139
chr18	11237682	0.6931472	2.9106517	-2.2175045	accessible_not_acetylated	-0.86891365	-0.2833786	-0.2652824	-0.6021998	-0.0042431355
chr12	102900669	1.0986123	3.3155384	-2.216926	accessible_not_acetylated	-0.047882795	-0.012531519	0.033463955	-0.5973797	-0.06012559
chr18	3877466	0.0	2.216377	-2.216377	accessible_not_acetylated	0.6046655	0.4265983	0.44682002	0.24286056	-0.004119158
chr17	73164144	1.9459102	4.161689	-2.2157786	accessible_not_acetylated	0.064341545	0.17467308	0.02464819	0.27770615	-0.06406164
chr10	93075765	0.0	2.2144732	-2.2144732	accessible_not_acetylated	1.0830886	-0.7027719	-0.22810137	-0.3685856	-0.002619028
chr10	130190333	1.0986123	3.3108704	-2.212258	accessible_not_acetylated	-1.6842633	-2.4675808	-1.6781045	-2.413351	-0.0030958652
chr6	41779975	1.9459102	4.157667	-2.211757	accessible_not_acetylated	-1.9362955	-1.710921	-0.75715446	-0.95637155	-0.11008501
chr21	45556066	2.6390574	4.8505177	-2.2114604	accessible_not_acetylated	-1.9518001	-0.53057957	-0.2389493	-0.4152546	-0.0836072
chr8	110038384	0.0	2.2113628	-2.2113628	accessible_not_acetylated	0.010903597	-0.35267222	0.06026101	0.12108779	0.0052354336
chr7	82404184	0.0	2.2102134	-2.2102134	accessible_not_acetylated	0.021956444	0.05995941	0.2324295	0.29388142	-0.005253315
chr7	94008725	0.0	2.2101884	-2.2101884	accessible_not_acetylated	-0.13826609	-0.44923282	0.07882881	-0.26738143	-0.026097298
chr7	122747053	1.0986123	3.3087354	-2.210123	accessible_not_acetylated	-1.7568138	-0.8553307	-0.45688748	-1.1897483	-0.014426708
chr10	93379873	0.0	2.2095404	-2.2095404	accessible_not_acetylated	0.040121317	-0.38455963	0.0034914017	-0.07302761	-0.0053424835
chr12	6827600	0.0	2.2074115	-2.2074115	accessible_not_acetylated	-0.7160392	-0.6528411	-0.28821516	-0.61852264	-0.026104212
chr6	32445913	1.7917595	3.9985638	-2.2068043	accessible_not_acetylated	-1.9976461	-0.067219496	0.102505684	-0.3111	-0.036509752
chr10	22932803	0.0	2.2055917	-2.2055917	accessible_not_acetylated	-0.5864035	-0.28690374	0.0015180111	-0.08148742	-0.0114479065
chr10	29635899	1.9459102	4.1511545	-2.2052443	accessible_not_acetylated	-1.5485961	-0.69232893	-0.10910559	-0.12190199	-0.0010528564
chr12	13000312	0.6931472	2.8982418	-2.2050946	accessible_not_acetylated	1.4231274	-1.4651498	-0.89967334	-2.0422695	-0.060940027
chr22	19179014	2.9957323	5.1996884	-2.2039561	accessible_not_acetylated	-1.6869893	-0.9279151	-0.22078466	-0.9751353	-0.017306805
chr18	4320355	2.6390574	4.842239	-2.2031815	accessible_not_acetylated	-1.7002931	0.14592505	-0.00380373	-0.07887459	-0.008622646
chr10	133336990	0.0	2.203091	-2.203091	accessible_not_acetylated	0.7074673	-1.6496184	-0.86636984	-1.5348581	0.0010221004
chr10	75764428	0.6931472	2.8949955	-2.2018483	accessible_not_acetylated	-0.12520313	0.021063328	-0.046044588	-0.16400146	0.0008292198
chr12	48980720	0.6931472	2.8944001	-2.201253	accessible_not_acetylated	1.2564669	-1.4055802	-0.35840106	-1.0193905	-0.04791546
chr18	4237121	2.0794415	4.2805047	-2.2010632	accessible_not_acetylated	-2.1021414	-0.12327957	-0.16015148	-0.17336226	0.0053286552
chr7	95596613	0.0	2.1997385	-2.1997385	accessible_not_acetylated	0.6926501	-1.1521535	-0.7619717	-1.0910815	-0.0016736984
chr6	138685492	0.0	2.1991932	-2.1991932	accessible_not_acetylated	-0.017410755	-0.2785101	-0.03629613	-0.06506252	-0.03985381
