chr	center	observed_log	atac_pred_log	true_residual	class	GMseq_to_K562_residual	GMmm_to_K562_residual	GMresSeq_to_K562_residual	GMresMM_to_K562_residual
chr8	120812069	0.0	1.7362609	-1.7362609	accessible_not_acetylated	-0.29291153	-1.3810753	-1.0966272	-0.96173507
chr6	47484901	2.9957323	4.7319365	-1.7362041	accessible_not_acetylated	-3.080886	-0.40118647	-0.16131926	-0.41809034
chr10	74032399	1.0986123	2.8342664	-1.7356541	accessible_not_acetylated	-0.96349835	-0.08371663	-0.20067406	0.11011958
chr22	23754443	0.0	1.7354358	-1.7354358	accessible_not_acetylated	0.5513619	-0.55402553	-0.4960538	-0.26741374
chr10	21516865	2.3025851	4.037171	-1.7345858	accessible_not_acetylated	-1.7922127	-1.2565162	-0.9861183	-1.5928047
chr12	120663087	0.0	1.7333741	-1.7333741	accessible_not_acetylated	1.0389214	-0.2995137	0.29182768	0.20250106
chr20	57496196	0.6931472	2.4263487	-1.7332015	accessible_not_acetylated	-0.1269288	-0.604424	-0.14428377	-0.4861102
chr17	82698772	2.3025851	4.035741	-1.7331557	accessible_not_acetylated	-1.3047698	-1.6418293	-0.84960175	-0.8893385
chr7	2494845	0.0	1.7324128	-1.7324128	accessible_not_acetylated	0.35452676	-1.0505168	-0.6360742	-0.8243412
chr20	37943995	0.0	1.7314823	-1.7314823	accessible_not_acetylated	0.59186554	-0.4391389	-0.7060981	-0.54900384
chr17	78353227	1.7917595	3.5232017	-1.7314422	accessible_not_acetylated	-1.1274092	-0.7635925	-0.7601402	-0.8370092
chr6	167170592	0.0	1.7299078	-1.7299078	accessible_not_acetylated	1.4942644	0.088253975	-0.018332243	0.090554714
chr10	43205134	2.5649493	4.2947717	-1.7298224	accessible_not_acetylated	-2.6695728	-0.90422773	-0.51270294	-0.3404231
chr17	81953624	0.6931472	2.422365	-1.7292178	accessible_not_acetylated	-0.25665498	-0.7559674	-0.074913025	0.09881282
chr17	43303713	0.0	1.7287323	-1.7287323	accessible_not_acetylated	0.4192481	0.014218211	-0.13349998	0.076113105
chr18	37282576	0.6931472	2.4210012	-1.727854	accessible_not_acetylated	-0.4812901	-0.8547039	-0.54513764	-0.40600228
chr22	20285905	1.9459102	3.6734776	-1.7275674	accessible_not_acetylated	-1.5324728	0.43567657	-0.5331197	0.030257702
chr6	38570983	0.0	1.727453	-1.727453	accessible_not_acetylated	1.1187556	0.1588459	0.098878026	0.2286278
chr7	72946339	1.609438	3.3366046	-1.7271667	accessible_not_acetylated	-1.0549655	-1.1274662	-0.16369629	-0.31069756
chr8	141531001	0.0	1.7236211	-1.7236211	accessible_not_acetylated	0.034798384	-0.5060704	-0.57191205	-0.9068499
chr17	76586063	0.6931472	2.4157903	-1.7226431	accessible_not_acetylated	-0.2699759	-1.7098817	-1.7131327	-2.0356307
chr7	18086998	1.3862944	3.1086226	-1.7223282	accessible_not_acetylated	0.23613024	-1.4139404	-0.7152591	-1.1091685
chr18	77000632	0.0	1.7215805	-1.7215805	accessible_not_acetylated	0.042974234	-0.6738353	-0.05285871	-0.13622534
chr8	81112083	1.0986123	2.8194697	-1.7208574	accessible_not_acetylated	-1.4674788	-1.8423865	-1.0849807	-1.684826
chr17	56593902	0.6931472	2.4136858	-1.7205386	accessible_not_acetylated	-0.45703936	-1.998279	-1.3851622	-2.0741472
chr6	104943995	0.0	1.7204059	-1.7204059	accessible_not_acetylated	-0.11067295	0.105228305	-0.14235735	-0.042916536
chr22	19033103	1.7917595	3.511466	-1.7197065	accessible_not_acetylated	-2.280311	0.095217705	-0.7628648	0.2392211
chr10	133568275	0.0	1.718137	-1.718137	accessible_not_acetylated	-0.19301343	-1.2760782	-1.4346724	-1.1611426
chr8	100917349	1.609438	3.326663	-1.7172251	accessible_not_acetylated	-1.2969825	0.4728024	0.10684657	0.12239981
chr12	122838143	0.6931472	2.4092379	-1.7160907	accessible_not_acetylated	0.0034310818	-0.0042028427	0.17944121	0.21397662
chr7	2469085	0.6931472	2.4092324	-1.7160852	accessible_not_acetylated	-0.12077165	-0.42510962	-0.08679819	-0.62523234
chr6	139882194	1.0986123	2.814344	-1.7157316	accessible_not_acetylated	0.26637506	-0.15646219	0.04997301	0.12803984
chr12	62278215	2.6390574	4.354247	-1.7151897	accessible_not_acetylated	-2.269621	-0.5593066	-0.06515455	-0.32357693
chr12	32399595	2.4849067	4.1988764	-1.7139697	accessible_not_acetylated	-2.4996703	-0.8762469	-1.8299458	-1.4491539
chr21	46098113	0.6931472	2.4066777	-1.7135305	accessible_not_acetylated	0.22437692	-0.6045699	-0.9647839	-1.576255
chr12	120361913	0.6931472	2.4061277	-1.7129805	accessible_not_acetylated	0.34029078	-1.0177642	-0.44690847	-1.4245346
chr17	6831741	0.0	1.712932	-1.712932	accessible_not_acetylated	2.4919066	-0.90829325	0.015868306	-0.44553387
chr7	151876018	1.3862944	3.0974636	-1.7111692	accessible_not_acetylated	-0.1862812	-2.4761987	-1.6951433	-2.0943968
chr6	11537509	2.5649493	4.274097	-1.7091477	accessible_not_acetylated	-2.1323886	-0.78523064	-0.7771065	-0.7789731
chr7	141702087	1.3862944	3.09513	-1.7088356	accessible_not_acetylated	-0.917372	-0.40497637	-1.0135279	-0.5745356
chr17	76027452	0.6931472	2.4014082	-1.708261	accessible_not_acetylated	-0.48744535	-1.5394247	-0.5310744	-0.62849545
chr10	62594197	0.0	1.7074771	-1.7074771	accessible_not_acetylated	0.3253057	0.03565836	-0.13842344	-0.08248627
chr12	57239237	3.3322046	5.039031	-1.7068264	accessible_not_acetylated	-3.5023491	-1.0691226	-0.36125135	-0.024661541
chr6	71288441	0.0	1.7061359	-1.7061359	accessible_not_acetylated	1.322354	-0.82134354	-0.6470132	-0.72624594
chr6	40587580	0.0	1.7052407	-1.7052407	accessible_not_acetylated	1.1292865	-1.4749198	-1.4610927	-1.9022275
chr7	5283019	1.0986123	2.8033223	-1.70471	accessible_not_acetylated	-1.5746353	-1.3188086	-1.2395248	-0.8000784
chr20	64038445	3.1780539	4.8811255	-1.7030716	accessible_not_acetylated	-3.2551615	-1.4890788	-1.6528196	-1.3334849
chr21	42108534	1.0986123	2.8013043	-1.702692	accessible_not_acetylated	-0.6907215	-0.8765516	-0.4770267	-0.65042543
chr22	20968017	2.3978953	4.100532	-1.7026367	accessible_not_acetylated	-2.683702	-0.18494225	-0.64403296	0.023598671
chr7	156999905	2.944439	4.6467147	-1.7022758	accessible_not_acetylated	-1.733346	-0.6761446	-0.58936167	-0.69737816
chr20	63554144	2.4849067	4.186364	-1.7014575	accessible_not_acetylated	-1.4296522	-1.4999969	-1.4946969	-1.3970046
chr6	12011959	3.295837	4.9972496	-1.7014127	accessible_not_acetylated	-2.7697484	-1.3016322	-0.6991391	-0.9312959
chr12	57235367	2.3978953	4.0983224	-1.700427	accessible_not_acetylated	-0.64425755	-0.13671994	-0.38267732	0.00071048737
chr6	70957085	0.0	1.6990979	-1.6990979	accessible_not_acetylated	0.6073997	-0.85785913	-0.9017918	-1.3180002
chr7	44113528	2.1972246	3.8958187	-1.6985941	accessible_not_acetylated	-2.5409195	-0.8966155	-1.3562999	-1.1367235
chr7	963688	0.6931472	2.3903608	-1.6972136	accessible_not_acetylated	0.50222754	-0.500077	-0.34532905	-0.71892667
chr18	27185338	0.0	1.6952033	-1.6952033	accessible_not_acetylated	0.4361298	-1.2197468	-1.2759659	-1.1989464
chr21	34364023	0.0	1.6944951	-1.6944951	accessible_not_acetylated	0.40943062	0.0705148	0.37148416	0.17041862
chr10	46911395	0.6931472	2.3873518	-1.6942046	accessible_not_acetylated	-0.48656154	-1.6708448	-0.80963683	-0.9597423
chr18	26417414	0.6931472	2.3872175	-1.6940703	accessible_not_acetylated	0.2963662	0.27024603	-0.12255287	0.08926368
chr8	20099437	0.0	1.6928949	-1.6928949	accessible_not_acetylated	1.292232	0.26457298	0.2118901	0.15440416
chr12	131830570	2.7725887	4.465266	-1.6926775	accessible_not_acetylated	-1.5555289	-1.1473343	-0.7730162	-0.7059946
chr10	87342801	3.7841897	5.476532	-1.6923423	accessible_not_acetylated	-2.5033028	-0.1038847	-1.02741	-0.08383465
chr7	143346239	2.0794415	3.7707715	-1.69133	accessible_not_acetylated	-1.3590779	-0.023961782	-0.45984244	-0.16920853
chr6	47496311	3.1354942	4.8267703	-1.6912761	accessible_not_acetylated	-2.6017954	0.2866149	0.1849947	-0.08611536
chr8	406842	2.1972246	3.8879797	-1.6907551	accessible_not_acetylated	-0.34596634	-1.5726936	-0.8858888	-1.2416022
chr22	10742087	1.0986123	2.7891426	-1.6905303	accessible_not_acetylated	2.380437	-1.5313333	-0.5893245	-1.317292
chr12	132415103	1.7917595	3.4821236	-1.6903641	accessible_not_acetylated	-1.9056213	-1.7539932	-0.5866287	-0.4746797
chr17	50954447	0.6931472	2.3834872	-1.69034	accessible_not_acetylated	-0.1690836	-0.6282501	-0.21226883	-0.20115805
chr7	149787650	2.0794415	3.7697072	-1.6902657	accessible_not_acetylated	-1.3574812	-0.88859177	-0.87680674	-1.4138103
chr10	127907048	0.0	1.6898389	-1.6898389	accessible_not_acetylated	0.6457708	-1.0208772	-0.94570804	-1.0666791
chr17	39089416	0.0	1.6894176	-1.6894176	accessible_not_acetylated	1.1541426	0.2863599	0.4023676	0.54633737
chr6	170286879	1.0986123	2.7872782	-1.6886659	accessible_not_acetylated	-0.031816244	-1.1553054	-0.29974532	-0.80942655
chr17	1179852	1.3862944	3.0744853	-1.6881909	accessible_not_acetylated	-1.2175941	-1.9699025	-1.3795972	-1.9975271
chr6	56843453	1.7917595	3.4794273	-1.6876678	accessible_not_acetylated	-0.72575116	-1.8414483	-0.9174187	-1.5915718
chr8	48921714	1.3862944	3.0738177	-1.6875234	accessible_not_acetylated	-0.377151	-0.94611835	-0.29944992	-1.215925
chr8	80171446	1.3862944	3.0732906	-1.6869962	accessible_not_acetylated	-1.6265426	-1.4644412	-0.51201105	-0.68702054
chr7	36153133	3.0445225	4.731393	-1.6868703	accessible_not_acetylated	-1.8501613	-1.3777907	-1.3502963	-0.96334267
chr12	72272748	0.0	1.6865504	-1.6865504	accessible_not_acetylated	0.0882864	-1.2093102	-1.2833369	-1.3483899
chr7	74406293	1.0986123	2.7844734	-1.6858611	accessible_not_acetylated	-0.13342547	-0.7246578	-0.1270361	-0.20142603
chr7	74866376	0.0	1.6851472	-1.6851472	accessible_not_acetylated	0.57456815	0.5153028	0.2865802	0.29932415
chr17	15817742	0.0	1.6848705	-1.6848705	accessible_not_acetylated	0.41725206	-0.6587386	0.008623719	-0.2097975
chr17	45241826	0.0	1.684412	-1.684412	accessible_not_acetylated	-0.45095778	-1.3572315	-1.2472655	-1.4338353
chr7	102512745	2.8332133	4.5167046	-1.6834912	accessible_not_acetylated	-3.358396	-0.7467184	-1.301486	-0.03529167
chr10	68344629	1.609438	3.292657	-1.683219	accessible_not_acetylated	-1.9645548	0.16026473	0.3102398	0.038862705
chr8	144046141	2.3978953	4.0800138	-1.6821184	accessible_not_acetylated	-2.352622	-0.20008564	-0.5816314	-0.52428865
chr12	100200047	3.4339871	5.1160364	-1.6820493	accessible_not_acetylated	-1.8307703	-0.6000347	-0.54980135	-0.40667057
chr7	116236210	0.6931472	2.3739047	-1.6807575	accessible_not_acetylated	0.3406527	-0.089342356	0.012430668	-0.120277405
chr10	84156988	2.4849067	4.165504	-1.6805973	accessible_not_acetylated	-1.9655542	-0.48778033	0.35538912	0.19589043
chr7	149776546	1.609438	3.288929	-1.679491	accessible_not_acetylated	-0.026888847	-0.47853518	-0.7077296	-0.5289931
chr17	28381752	0.0	1.6791105	-1.6791105	accessible_not_acetylated	-0.566092	-0.93029135	-0.73586196	-1.2249388
chr7	128890817	1.609438	3.2874885	-1.6780505	accessible_not_acetylated	-1.317735	-1.90898	-1.4908185	-1.5762737
chr22	27754668	0.0	1.6772945	-1.6772945	accessible_not_acetylated	0.31987858	-0.8115456	-0.3725164	-0.56849
chr7	97973500	0.6931472	2.3701446	-1.6769974	accessible_not_acetylated	-0.2775035	-0.49624872	0.07675624	-0.2244432
chr12	119989875	1.7917595	3.4687006	-1.6769412	accessible_not_acetylated	-0.21868873	0.052087784	-0.8095217	-0.8283093
chr8	41905353	0.6931472	2.3699973	-1.6768501	accessible_not_acetylated	1.0216818	-0.41498387	0.006547928	-0.08766723
chr10	124418336	3.3322046	5.0090203	-1.6768157	accessible_not_acetylated	-1.824719	-0.69361687	-0.5089803	-0.14633226
chr8	66920794	2.7725887	4.448679	-1.6760902	accessible_not_acetylated	-2.7796392	-0.5352328	0.023890972	-0.26511335
chr7	32732311	2.1972246	3.8714314	-1.6742067	accessible_not_acetylated	-1.3708217	0.91899014	0.316082	0.4873438
chr12	121536673	2.5649493	4.239055	-1.6741059	accessible_not_acetylated	-1.2556963	-1.035872	-0.6826873	-0.8740797
chr22	44668617	0.6931472	2.366593	-1.6734457	accessible_not_acetylated	-0.078866005	-1.5961804	-0.838451	-1.3333757
chr20	10218810	1.0986123	2.7719736	-1.6733613	accessible_not_acetylated	0.2560947	-1.6434516	-1.0541728	-1.635306
chr10	96514212	1.609438	3.2819116	-1.6724737	accessible_not_acetylated	-0.54678774	-1.2450953	-0.6447468	-0.9954345
chr21	44534359	0.6931472	2.365398	-1.6722507	accessible_not_acetylated	-0.3588841	-0.26179695	-0.6786964	-1.8638426
chr6	70604720	0.0	1.6717646	-1.6717646	accessible_not_acetylated	0.5555475	-0.15330243	-0.44649255	-0.15138555
chr17	62478766	2.8903718	4.5610514	-1.6706796	accessible_not_acetylated	-0.5349312	-0.34411526	-1.0157409	-0.85914373
chr8	11015736	2.0794415	3.7486308	-1.6691892	accessible_not_acetylated	-0.6628082	-1.5354989	-0.76456285	-1.3278706
chr6	135015347	0.6931472	2.3620048	-1.6688576	accessible_not_acetylated	-0.3272543	0.239007	0.022764921	0.37728024
chr7	139758580	0.0	1.6683354	-1.6683354	accessible_not_acetylated	0.75251174	-0.29253197	0.1431092	-0.0630337
chr8	22135144	1.0986123	2.7667193	-1.668107	accessible_not_acetylated	-0.849406	-0.30016875	-0.27515888	0.0207057
chr10	80356755	0.6931472	2.3608842	-1.667737	accessible_not_acetylated	0.46357894	-1.653672	-1.799618	-1.7050977
chr7	136481090	0.0	1.666671	-1.666671	accessible_not_acetylated	0.69080853	-0.08387637	-0.09461367	-0.05619538
chr7	7513346	0.0	1.6656835	-1.6656835	accessible_not_acetylated	0.43914676	-0.37425637	-0.20385098	-0.2007649
chr7	965082	1.0986123	2.763197	-1.6645846	accessible_not_acetylated	0.29021955	0.5529933	0.15252733	0.124590635
chr17	21405135	0.6931472	2.3577228	-1.6645756	accessible_not_acetylated	0.3965559	-0.39692593	-0.0017044544	-0.17965436
chr22	17275640	0.6931472	2.3576398	-1.6644926	accessible_not_acetylated	-0.6062324	-0.80912495	-0.5849105	0.22886324
chr7	1842601	0.6931472	2.3557367	-1.6625896	accessible_not_acetylated	1.4256086	-0.40049195	0.042657375	-0.07138777
chr22	50606398	0.0	1.6623602	-1.6623602	accessible_not_acetylated	0.43762636	-1.0577701	-0.31361628	-0.6066694
chr20	2729329	0.0	1.6610768	-1.6610768	accessible_not_acetylated	1.4032824	-0.011459351	-0.11605716	0.14143085
chr8	144465901	3.1354942	4.796317	-1.6608229	accessible_not_acetylated	-2.8425348	-2.0165164	-2.0773854	-2.2662435
chr6	131807973	1.7917595	3.45256	-1.6608005	accessible_not_acetylated	-1.3439903	-1.3722405	-0.934248	-0.9079406
chr7	32733051	2.3025851	3.9633079	-1.6607227	accessible_not_acetylated	-2.3020306	-0.021347046	-0.03595805	-0.5928829
chr7	31052460	0.0	1.6603867	-1.6603867	accessible_not_acetylated	0.21305549	-1.285408	-1.7828846	-1.2138395
chr22	37088271	0.0	1.6587632	-1.6587632	accessible_not_acetylated	0.611027	-0.47323632	-0.3074305	-0.646364
chr10	133159347	1.0986123	2.756261	-1.6576488	accessible_not_acetylated	-0.30294156	-0.7989224	-0.91657865	-0.8480828
chr17	8965745	0.0	1.6576147	-1.6576147	accessible_not_acetylated	1.7894311	-0.9923941	-0.7812046	-1.1298461
chr17	21768242	0.6931472	2.3498049	-1.6566577	accessible_not_acetylated	-0.28417277	-0.35050035	0.00017118454	-0.09419131
chr12	132550606	1.0986123	2.7552147	-1.6566024	accessible_not_acetylated	-0.955914	-1.3722404	-0.50311065	-0.9071535
chr12	9752031	2.4849067	4.1413784	-1.6564717	accessible_not_acetylated	-3.0679634	-0.6899309	-0.21933293	-0.5957985
chr17	60139987	0.0	1.6562171	-1.6562171	accessible_not_acetylated	2.866654	0.27258337	-0.24883437	-0.0015209913
chr6	169164661	0.0	1.6561321	-1.6561321	accessible_not_acetylated	0.16085124	-0.111316085	0.066547275	-0.09594154
chr10	132893956	0.0	1.6560805	-1.6560805	accessible_not_acetylated	0.6016114	-0.46991718	-0.22518015	-0.32635283
chr6	43455645	2.3978953	4.053363	-1.6554675	accessible_not_acetylated	-2.276292	-1.2383521	-1.7185204	-1.5553865
chr22	42130881	0.0	1.6553196	-1.6553196	accessible_not_acetylated	-0.15261829	-0.5536355	-0.43520522	-0.2772044
chr12	75342029	0.0	1.6537321	-1.6537321	accessible_not_acetylated	-0.034309626	-0.16111732	-0.14846635	0.021556735
chr7	150978368	3.4965076	5.1501336	-1.653626	accessible_not_acetylated	-3.3736153	-0.9463682	-0.74593544	-0.49122906
chr8	47213470	0.0	1.6527133	-1.6527133	accessible_not_acetylated	0.30007672	-0.1538198	0.24910808	-0.0327785
chr10	132223256	0.0	1.6517558	-1.6517558	accessible_not_acetylated	0.05333519	-0.50472	-0.8929744	-0.7862653
chr12	123151133	2.5649493	4.2161627	-1.6512134	accessible_not_acetylated	-1.7211056	0.06802225	-0.49622464	-0.8182101
chr17	49576633	2.3025851	3.9529915	-1.6504064	accessible_not_acetylated	-2.56179	-2.0180578	-1.5161505	-2.04279
chr17	63873729	0.0	1.6492484	-1.6492484	accessible_not_acetylated	0.114887714	-0.23713541	-0.32255554	-0.16968739
chr7	75156829	2.6390574	4.2874117	-1.6483543	accessible_not_acetylated	-0.70443463	-0.45568395	-1.0339761	-0.101965904
chr12	132602693	1.3862944	3.0339537	-1.6476593	accessible_not_acetylated	0.64336634	0.4202845	0.22359347	-0.04916525
chr21	43450023	0.0	1.646107	-1.646107	accessible_not_acetylated	0.4563415	-0.4862777	-0.10191584	-0.53598833
chr18	22169644	2.4849067	4.1306725	-1.6457658	accessible_not_acetylated	-0.75905013	-2.4797342	-1.5599508	-2.4859488
chr10	132396123	1.7917595	3.4369903	-1.6452308	accessible_not_acetylated	-0.84132814	-1.7444662	-1.3398535	-1.2915406
chr8	37640356	0.0	1.6451197	-1.6451197	accessible_not_acetylated	0.6976533	0.25768518	0.38136482	0.2681085
chr6	57946324	0.6931472	2.3372655	-1.6441183	accessible_not_acetylated	-0.7550937	-0.2733755	-0.30088806	-0.20196795
chr10	106863719	0.0	1.6435378	-1.6435378	accessible_not_acetylated	1.2016873	-0.36091077	-0.057170987	-0.36710405
chr17	27456356	3.3672957	5.0107784	-1.6434827	accessible_not_acetylated	-3.4531622	-1.3680842	-1.2201314	-1.1668944
chr12	57460681	2.4849067	4.1277847	-1.642878	accessible_not_acetylated	-1.4118304	-0.831619	-0.7739091	-0.15794039
chr21	43479534	0.0	1.6424296	-1.6424296	accessible_not_acetylated	1.345638	-0.024177551	-0.13520944	-0.3400061
chr12	122843009	1.0986123	2.7404752	-1.6418629	accessible_not_acetylated	-1.4367504	-1.1110904	-0.22511697	-0.33132005
chr10	46398430	1.3862944	3.026874	-1.6405797	accessible_not_acetylated	-0.23037052	-0.65650225	-0.7495818	-0.57871723
chr6	157273869	2.7725887	4.41302	-1.6404314	accessible_not_acetylated	-1.6201432	-0.41564822	-0.24310303	-0.5328431
chr6	5746587	0.0	1.6403234	-1.6403234	accessible_not_acetylated	-0.205199	-0.57771456	-0.25648546	-0.31262612
chr18	50266522	0.0	1.6401689	-1.6401689	accessible_not_acetylated	3.1745408	-0.69660914	0.17457938	-0.45231938
chr20	32018768	2.3025851	3.9421322	-1.6395471	accessible_not_acetylated	-2.1926758	-1.8290327	-1.7091897	-1.5395441
chr6	149089714	0.0	1.6381172	-1.6381172	accessible_not_acetylated	0.37377203	-0.1906246	-0.06481314	0.019802094
chr12	63843903	2.3978953	4.035598	-1.6377025	accessible_not_acetylated	-1.5505021	-0.85592365	-1.3802514	-0.81545234
chr8	56211521	3.3672957	5.0048914	-1.6375957	accessible_not_acetylated	-1.5235436	-1.2355001	-1.1995454	-0.7932401
chr6	42913919	0.6931472	2.3297698	-1.6366227	accessible_not_acetylated	-0.2133913	0.007865667	0.018574	0.24818063
chr22	18608657	1.7917595	3.4277864	-1.6360269	accessible_not_acetylated	-1.8265622	-0.6908207	-0.7465353	-0.5716014
chr7	148976057	1.609438	3.2452154	-1.6357775	accessible_not_acetylated	-1.4851472	0.51543427	-0.1468029	0.30760145
chr10	128212118	0.0	1.6349304	-1.6349304	accessible_not_acetylated	0.7853718	-0.519235	-0.60372734	-0.52372575
chr12	131808989	0.0	1.6345891	-1.6345891	accessible_not_acetylated	0.6473454	-0.76024497	0.2632178	-0.24651635
chr7	44096711	0.6931472	2.3268023	-1.6336551	accessible_not_acetylated	0.34214473	0.14778566	0.047647476	-0.25099277
chr7	87628412	0.0	1.6334887	-1.6334887	accessible_not_acetylated	1.5180595	-1.2527313	-0.8860593	-1.1972796
chr17	2369932	0.6931472	2.3265824	-1.6334352	accessible_not_acetylated	0.33483505	-1.1602056	0.10496998	-0.50183
chr12	48995587	1.3862944	3.0191784	-1.632884	accessible_not_acetylated	-0.3795328	-0.9285307	-0.5650234	-0.9991474
chr7	32739889	1.609438	3.241527	-1.6320891	accessible_not_acetylated	-1.6985593	-0.046699524	0.063122034	-0.36534262
chr10	46634878	1.609438	3.24148	-1.6320422	accessible_not_acetylated	-1.686665	0.7876618	0.27702522	-0.009963274
chr6	128520660	0.6931472	2.3250713	-1.6319242	accessible_not_acetylated	1.3425639	-1.1386493	-0.57338214	-1.1803728
chr6	133241356	0.0	1.6316806	-1.6316806	accessible_not_acetylated	2.4823337	-0.8580481	-0.4398229	-0.9561766
chr10	70193545	0.6931472	2.3236892	-1.630542	accessible_not_acetylated	0.38144255	-0.1050446	0.1797924	0.24207687
chr17	58200222	0.0	1.630103	-1.630103	accessible_not_acetylated	-0.28081715	-0.45092714	-0.14681506	-0.0806036
chr17	63622680	3.1780539	4.8079834	-1.6299295	accessible_not_acetylated	-1.779259	0.2510352	-1.0206523	-0.5115123
chr7	44348538	0.6931472	2.3225327	-1.6293855	accessible_not_acetylated	-0.52152157	-0.5106096	-0.0026314259	-0.8275757
chr8	52467441	0.6931472	2.3213253	-1.6281781	accessible_not_acetylated	0.71424747	-0.22908735	0.2345488	-0.24138069
chr12	4107572	0.0	1.627124	-1.627124	accessible_not_acetylated	1.2494906	-0.17183101	-0.100217104	-0.11660886
chr7	44104360	0.6931472	2.319386	-1.6262388	accessible_not_acetylated	-0.6729784	-1.4556603	-1.1163177	-1.6054221
chr17	1229653	0.0	1.6256459	-1.6256459	accessible_not_acetylated	0.502512	-0.9791286	-1.399118	-1.1218197
chr10	132654889	0.0	1.625566	-1.625566	accessible_not_acetylated	0.6716392	-1.0071687	-0.7145921	-0.7839541
chr20	3696408	0.0	1.6249664	-1.6249664	accessible_not_acetylated	-0.57461596	-0.6107111	-0.231413	-0.4015901
chr10	25704821	0.6931472	2.3172848	-1.6241376	accessible_not_acetylated	-0.67503524	-0.09801698	0.011185408	0.42075753
chr17	38604757	1.609438	3.2326934	-1.6232555	accessible_not_acetylated	-1.6366403	-1.4810112	-1.2537177	-1.2275913
chr7	128879994	2.1972246	3.8196301	-1.6224055	accessible_not_acetylated	-1.3324406	-1.1995788	-1.144948	-0.8867376
chr12	123452411	1.609438	3.2316723	-1.6222343	accessible_not_acetylated	-1.7356687	-1.4602308	0.18021846	0.23054814
chr7	2660801	1.3862944	3.0084906	-1.6221962	accessible_not_acetylated	-1.6091719	-1.10531	-1.0576538	-0.6469064
chr8	23574527	1.7917595	3.4130604	-1.6213009	accessible_not_acetylated	-1.1643107	-0.23228383	-0.0747385	0.05049658
chr6	90296181	2.7080503	4.3291717	-1.6211214	accessible_not_acetylated	-1.4630263	-1.2939987	-1.484036	-1.3860769
chr20	6123544	0.0	1.6205977	-1.6205977	accessible_not_acetylated	1.094293	-0.5303024	-0.6020795	-0.5165981
chr6	44254684	3.3322046	4.9516993	-1.6194947	accessible_not_acetylated	-2.9120579	0.5352516	-0.3981428	0.35696697
chr17	9240959	1.609438	3.2275882	-1.6181502	accessible_not_acetylated	0.9394636	-0.56474686	-0.05728054	-0.11672354
chr22	20238962	2.3978953	4.015851	-1.6179557	accessible_not_acetylated	-1.5710537	-0.44937205	-0.71761847	-1.1047213
chr6	7542447	0.6931472	2.3106885	-1.6175413	accessible_not_acetylated	2.6651926	-1.1789691	-0.46339464	-1.4351116
chr6	42144951	0.0	1.615657	-1.615657	accessible_not_acetylated	-0.0022684336	-0.3821044	-0.010914683	-0.09795928
chr20	43916141	0.0	1.6155819	-1.6155819	accessible_not_acetylated	2.2589846	-0.9530214	-0.5906923	-0.61618996
chr20	49482777	0.0	1.615081	-1.615081	accessible_not_acetylated	0.5954379	-1.1481647	-0.74604803	-0.9141734
chr7	69598579	1.0986123	2.7129674	-1.6143551	accessible_not_acetylated	0.976244	-1.9855759	-0.8402804	-1.3645171
chr10	6737381	0.0	1.6140203	-1.6140203	accessible_not_acetylated	0.69773054	-0.49802208	-0.4325285	-0.25417602
chr6	34145470	0.0	1.6137637	-1.6137637	accessible_not_acetylated	1.4191982	-0.9700001	-1.0952352	-1.5962034
chr12	69388552	0.0	1.6137261	-1.6137261	accessible_not_acetylated	0.81714845	-0.3988347	0.018606663	0.15395522
chr6	152268445	0.0	1.6134075	-1.6134075	accessible_not_acetylated	0.3555646	-0.76774484	-0.57471526	0.01273942
chr7	152782468	1.0986123	2.7104921	-1.6118798	accessible_not_acetylated	-0.727602	0.6560154	0.005628109	-0.058386326
chr7	138981449	1.609438	3.2210407	-1.6116028	accessible_not_acetylated	-0.07229519	-0.60292745	-0.5514984	-0.8531542
chr21	14216333	2.7080503	4.3195696	-1.6115193	accessible_not_acetylated	-0.07792044	-0.25443792	0.33082008	-0.16463041
chr10	43079093	1.0986123	2.7100272	-1.6114149	accessible_not_acetylated	-0.85317767	-1.2123479	-0.5788789	-0.84110403
chr6	152969802	1.3862944	2.997664	-1.6113696	accessible_not_acetylated	0.17261219	0.83511853	0.37059212	0.1836772
chr8	142480581	0.6931472	2.3042827	-1.6111355	accessible_not_acetylated	-0.72337294	-0.7042136	-0.5008216	-0.64759517
chr10	38118326	0.0	1.6108601	-1.6108601	accessible_not_acetylated	0.020527601	-0.1224308	-0.13957131	0.021764874
chr17	49324699	0.0	1.6108458	-1.6108458	accessible_not_acetylated	1.3034608	0.04231906	0.43374252	0.41266465
chr8	10672636	0.0	1.6096377	-1.6096377	accessible_not_acetylated	0.83567834	-0.35291362	-0.124539495	-0.22319937
chr17	81902608	2.6390574	4.2465105	-1.6074531	accessible_not_acetylated	-2.5684733	-1.326545	-1.4818063	-1.4347577
chr12	53695589	0.6931472	2.3002057	-1.6070585	accessible_not_acetylated	1.2893393	-1.2454804	-0.59553814	-1.1619347
chr12	77373	1.9459102	3.5528846	-1.6069744	accessible_not_acetylated	0.17827797	0.031382084	-0.27490354	-0.009500265
chr7	5064571	0.0	1.6065158	-1.6065158	accessible_not_acetylated	-0.2581483	-0.22226894	-0.29237664	-0.10501051
chr18	5196927	0.0	1.6063888	-1.6063888	accessible_not_acetylated	1.1223173	-0.58629656	-0.8029132	-1.2930999
