chr	center	observed_log	atac_pred_log	true_residual	class	GMseq_to_K562_residual	GMmm_to_K562_residual	GMresSeq_to_K562_residual	GMresMM_to_K562_residual
chr7	2647092	2.8332133	4.7139826	-1.8807693	accessible_not_acetylated	-3.0577705	-2.117705	-1.5103436	-1.5445898
chr7	44104360	0.6931472	2.5731769	-1.8800297	accessible_not_acetylated	-0.92676926	-1.7094512	-1.1163177	-1.6054221
chr8	94713567	0.0	1.8799434	-1.8799434	accessible_not_acetylated	-0.18569875	-0.41785836	0.025969982	0.05645597
chr22	20155506	2.0794415	3.9582658	-1.8788242	accessible_not_acetylated	-1.2147574	-0.31977367	-0.68323994	-0.8326237
chr10	4549293	0.6931472	2.57173	-1.8785827	accessible_not_acetylated	-1.2649149	-1.1683954	-0.16658092	-0.4279616
chr6	133241356	0.0	1.8784776	-1.8784776	accessible_not_acetylated	2.2355366	-1.104845	-0.4398229	-0.9561766
chr12	57127954	3.3322046	5.2102265	-1.878022	accessible_not_acetylated	-1.6541557	-1.7093136	-1.107758	-0.60277367
chr17	63896661	0.0	1.8776991	-1.8776991	accessible_not_acetylated	0.37225986	-0.4983976	-0.30404687	-0.12057245
chr8	37797105	1.9459102	3.8235922	-1.877682	accessible_not_acetylated	-3.5105512	-2.1959634	-1.6672854	-1.5258112
chr8	48318681	1.609438	3.4864676	-1.8770297	accessible_not_acetylated	-0.50080633	-1.8634608	0.1136086	0.054270744
chr18	12039147	1.3862944	3.263144	-1.8768497	accessible_not_acetylated	-1.0452323	-2.283424	-0.73614407	-1.3663654
chr22	50783652	2.4849067	4.3609705	-1.8760638	accessible_not_acetylated	-0.8012917	-0.6879821	-0.26352167	-0.4267943
chr21	45974850	1.7917595	3.6673412	-1.8755817	accessible_not_acetylated	-0.7489619	-1.0126038	-0.685374	-0.73512316
chr6	149923177	1.7917595	3.6670167	-1.8752573	accessible_not_acetylated	-0.82586	-2.0559723	-0.9240396	-0.99988914
chr17	59331649	2.0794415	3.9546795	-1.875238	accessible_not_acetylated	-0.61563706	-1.1680193	-0.64140534	-1.2134552
chr21	46000838	1.3862944	3.2603648	-1.8740704	accessible_not_acetylated	-0.78450584	-1.5048046	-1.2250237	-1.4391607
chr10	111087477	0.6931472	2.5665188	-1.8733716	accessible_not_acetylated	-0.8604529	-0.33702326	-0.14388132	-0.25169754
chr7	31246	2.3025851	4.175805	-1.87322	accessible_not_acetylated	-1.2173758	-0.4530449	-0.40939236	-0.3569095
chr8	133455912	0.0	1.8728163	-1.8728163	accessible_not_acetylated	-0.793962	-0.781273	-0.42129183	-0.62461495
chr12	49274838	2.1972246	4.070001	-1.8727765	accessible_not_acetylated	-1.8787494	-0.30669045	0.10765457	0.24143362
chr7	75147090	1.609438	3.4817271	-1.8722892	accessible_not_acetylated	-0.72596025	-0.746716	0.033535242	0.072716475
chr17	32079948	0.6931472	2.5654342	-1.872287	accessible_not_acetylated	1.3419232	-0.18438053	0.40902853	0.4049108
chr10	101217623	0.0	1.8721828	-1.8721828	accessible_not_acetylated	0.25723863	-1.3924541	-0.7679355	-1.1589484
chr6	138161920	0.6931472	2.565218	-1.8720708	accessible_not_acetylated	0.38309455	-0.94329023	-0.61896	-1.3040758
chr17	81457826	0.0	1.8717663	-1.8717663	accessible_not_acetylated	1.070682	-1.3234483	-0.8992508	-0.7705815
chr7	44804070	1.7917595	3.6629841	-1.8712246	accessible_not_acetylated	-1.0296822	1.14698	0.20000052	0.43704057
chr7	5064571	0.0	1.8707458	-1.8707458	accessible_not_acetylated	-0.5223783	-0.48649895	-0.29237664	-0.10501051
chr8	79767999	3.713572	5.5837655	-1.8701935	accessible_not_acetylated	-2.6026115	-2.037358	-0.8556304	-1.0134397
chr6	3229755	2.7080503	4.5778923	-1.869842	accessible_not_acetylated	-1.1975961	-1.8447418	-0.1935072	-0.89528537
chr12	66087571	0.0	1.8697783	-1.8697783	accessible_not_acetylated	-0.3299893	-0.71505916	-0.27396762	-0.04234934
chr20	3696408	0.0	1.8697637	-1.8697637	accessible_not_acetylated	-0.8194133	-0.85550845	-0.231413	-0.40159
chr7	36108154	1.0986123	2.9671288	-1.8685164	accessible_not_acetylated	-0.31730485	-0.6484618	-0.013127565	-0.25433993
chr8	144046141	2.3978953	4.2663484	-1.868453	accessible_not_acetylated	-2.5389566	-0.38642025	-0.5816314	-0.52428865
chr10	11823972	3.0445225	4.9120083	-1.8674858	accessible_not_acetylated	-2.6275218	-1.1659603	-0.84626484	-0.6077037
chr12	120663087	0.0	1.8674037	-1.8674037	accessible_not_acetylated	0.9048917	-0.43354332	0.29182768	0.20250106
chr22	18936553	0.0	1.8662732	-1.8662732	accessible_not_acetylated	0.0062594414	-1.0901654	-0.89977944	-0.55453897
chr22	18110686	0.0	1.8659639	-1.8659639	accessible_not_acetylated	1.6904464	-1.3373635	-0.840338	-1.1802672
chr10	132185746	0.6931472	2.5589406	-1.8657935	accessible_not_acetylated	-0.3852811	-2.2526557	-1.0359375	-1.7403929
chr7	45099786	2.1972246	4.062573	-1.8653483	accessible_not_acetylated	-2.329401	-0.53461313	-0.45425463	-0.13252759
chr20	48621132	2.3025851	4.1668754	-1.8642902	accessible_not_acetylated	-1.9785833	-1.0670519	-0.7719071	-0.23222303
chr21	14216333	2.7080503	4.5722184	-1.8641682	accessible_not_acetylated	-0.33056927	-0.50708675	0.33082008	-0.16463041
chr12	26122625	1.0986123	2.962647	-1.8640347	accessible_not_acetylated	-0.2315607	-1.9105132	-0.8650255	-1.6922697
chr7	102512745	2.8332133	4.6968737	-1.8636603	accessible_not_acetylated	-3.5385652	-0.9268875	-1.301486	-0.03529167
chr22	24250815	0.0	1.8631641	-1.8631641	accessible_not_acetylated	-0.044595122	-0.93149495	-0.4321592	-0.3158617
chr17	32060885	1.7917595	3.654603	-1.8628435	accessible_not_acetylated	-1.4330964	-0.89432526	-0.29479432	-0.025184393
chr7	138981449	1.609438	3.4721622	-1.8627243	accessible_not_acetylated	-0.3234167	-0.85404897	-0.5514984	-0.8531542
chr20	63238660	0.6931472	2.5558503	-1.8627031	accessible_not_acetylated	-0.8180833	-1.5718651	-0.8706727	-1.0166386
chr21	44765824	2.3025851	4.1649904	-1.8624053	accessible_not_acetylated	-1.2856791	-1.4017701	-0.36780977	-0.41753364
chr20	45833801	2.4849067	4.346478	-1.8615713	accessible_not_acetylated	-2.4833899	-2.4720392	-1.1184709	-2.188804
chr10	46911395	0.6931472	2.554683	-1.8615358	accessible_not_acetylated	-0.65389276	-1.838176	-0.80963683	-0.9597423
chr8	85463353	1.7917595	3.6531732	-1.8614137	accessible_not_acetylated	-1.9348061	-2.105395	-0.7223034	-0.5126445
chr6	68719916	0.6931472	2.554224	-1.8610768	accessible_not_acetylated	-0.92675745	-0.38946843	-0.3365023	-0.12691212
chr6	111534611	0.0	1.8606098	-1.8606098	accessible_not_acetylated	0.89064455	-0.048117876	-0.04458487	0.05237794
chr10	38118326	0.0	1.8596749	-1.8596749	accessible_not_acetylated	-0.22828722	-0.37124562	-0.13957131	0.021764874
chr12	109712311	1.7917595	3.6513228	-1.8595634	accessible_not_acetylated	-0.6123729	-1.9435251	-0.39550495	-0.9472382
chr6	167828461	4.0253515	5.8847	-1.8593483	accessible_not_acetylated	-2.7020514	-0.71670866	-0.031011105	-0.20017767
chr10	75295220	2.9957323	4.854764	-1.8590317	accessible_not_acetylated	-1.3345423	-1.5553756	-0.5592947	-0.9390254
chr21	45211838	0.0	1.8589604	-1.8589604	accessible_not_acetylated	0.9869983	-0.28975558	0.05496037	-0.09812653
chr20	2729329	0.0	1.8587081	-1.8587081	accessible_not_acetylated	1.205651	-0.20909071	-0.11605716	0.14143085
chr6	57944887	0.6931472	2.5510995	-1.8579524	accessible_not_acetylated	-1.1635817	-0.9256234	-0.18753862	-0.10779548
chr17	38415595	3.8286414	5.685573	-1.8569317	accessible_not_acetylated	-3.2987041	-0.70763063	-0.4599452	-0.041916847
chr12	4269564	1.9459102	3.8025002	-1.85659	accessible_not_acetylated	0.4405036	-0.990118	-0.10312009	-0.27407908
chr8	100916593	1.3862944	3.2428405	-1.8565462	accessible_not_acetylated	-1.3336203	0.07973838	0.1446774	-0.08623052
chr18	32018384	3.0910425	4.9468102	-1.8557677	accessible_not_acetylated	-1.6529968	-0.8953595	-0.6590848	-0.46497965
chr8	143496237	0.0	1.8543667	-1.8543667	accessible_not_acetylated	0.3782097	-0.5407716	-0.44691718	-0.31157982
chr17	68197400	0.6931472	2.5473518	-1.8542047	accessible_not_acetylated	0.08399844	-1.4935368	-0.5501411	-1.1637317
chr8	143771027	2.4849067	4.3385506	-1.8536439	accessible_not_acetylated	-2.0867844	-2.3410916	-1.4165318	-1.4562016
chr17	75525486	3.3322046	5.185421	-1.8532164	accessible_not_acetylated	-1.3978977	-1.1583686	-1.0733533	-0.7629204
chr10	79052454	1.0986123	2.9503307	-1.8517184	accessible_not_acetylated	-1.1881702	-1.2522206	-0.5469656	-0.68687844
chr22	19033103	1.7917595	3.6426418	-1.8508823	accessible_not_acetylated	-2.4114869	-0.03595805	-0.7628648	0.23922086
chr10	124544855	0.6931472	2.543799	-1.8506517	accessible_not_acetylated	-0.56713545	-1.4356065	-0.93564343	-0.6889422
chr8	12601482	0.0	1.8495767	-1.8495767	accessible_not_acetylated	0.5970659	-0.99979526	-0.85130984	0.17308235
chr10	100879910	0.0	1.8494346	-1.8494346	accessible_not_acetylated	0.44583988	-0.46731734	0.14055336	-0.23934734
chr8	17577150	1.3862944	3.234212	-1.8479176	accessible_not_acetylated	-0.9749844	-2.4463534	-1.2247782	-1.8602258
chr8	42153232	3.3672957	5.2139673	-1.8466716	accessible_not_acetylated	-3.6287158	-1.6299429	-1.3382747	-0.90874386
chr6	32982548	2.6390574	4.4843698	-1.8453124	accessible_not_acetylated	-1.864074	0.36142015	-0.021915913	0.10290527
chr17	28041473	3.8501477	5.6949353	-1.8447876	accessible_not_acetylated	-2.7435627	-1.1471572	-0.6799998	-0.20272446
chr8	144334365	1.0986123	2.94223	-1.8436177	accessible_not_acetylated	-0.9007349	-2.1234684	-1.2208867	-1.4326725
chr6	32072032	0.6931472	2.5364046	-1.8432574	accessible_not_acetylated	-0.2242322	-0.7603359	-0.029848814	0.12008405
chr7	19747951	0.0	1.8431758	-1.8431758	accessible_not_acetylated	-1.0215995	-0.82575834	-0.28092313	-0.64190817
chr12	125065393	3.1780539	5.020575	-1.8425212	accessible_not_acetylated	-1.9531481	-1.4422522	-0.6167817	-0.9316802
chr6	144150896	2.8332133	4.6757064	-1.842493	accessible_not_acetylated	-0.63225603	-1.6157415	-0.20861197	-0.4775753
chr20	5911490	1.7917595	3.6342032	-1.8424437	accessible_not_acetylated	-1.1625464	-1.6857182	0.2208991	-0.25854516
chr8	38140537	1.7917595	3.6333594	-1.8416	accessible_not_acetylated	-1.9498916	-0.9010303	-0.13593745	-0.15353489
chr20	61966187	1.0986123	2.9401233	-1.841511	accessible_not_acetylated	-1.4329152	-2.0652442	-1.1593299	-1.0393856
chr8	27614811	2.4849067	4.3262644	-1.8413577	accessible_not_acetylated	-2.0783274	-2.44576	-0.5236261	-1.079411
chr7	149355763	2.0794415	3.920362	-1.8409204	accessible_not_acetylated	-1.2269182	-0.3924656	0.30424833	0.15748596
chr17	1342813	1.0986123	2.9393315	-1.8407192	accessible_not_acetylated	0.8743267	-0.31912804	0.38294482	0.39926815
chr12	132602693	1.3862944	3.226797	-1.8405027	accessible_not_acetylated	0.4505229	0.22744107	0.22359347	-0.04916525
chr10	61001506	2.6390574	4.4793625	-1.8403051	accessible_not_acetylated	-2.2875001	-2.648821	-1.0502355	-1.7602768
chr6	38570983	0.0	1.8395107	-1.8395107	accessible_not_acetylated	1.0066979	0.046788216	0.098878026	0.22862792
chr7	66664903	1.3862944	3.225173	-1.8388786	accessible_not_acetylated	-0.17442656	-0.48652267	-0.34545732	-0.05376649
chr12	131311407	0.6931472	2.5316668	-1.8385196	accessible_not_acetylated	1.4610734	-0.38364768	-0.039953947	-0.10748696
chr20	22379671	0.0	1.83622	-1.83622	accessible_not_acetylated	-0.093523264	-0.63947225	0.019959807	-0.032877564
chr6	29632568	4.158883	5.994887	-1.8360038	accessible_not_acetylated	-3.7901454	-1.6072903	-1.7759624	-0.97631073
chr21	45555921	3.4339871	5.26891	-1.8349228	accessible_not_acetylated	-2.6115756	-1.5797856	-0.3386116	-0.41188717
chr7	101165607	1.9459102	3.7803767	-1.8344665	accessible_not_acetylated	0.098300695	-0.91872954	-0.23670316	-1.3113492
chr8	94262216	1.3862944	3.2205737	-1.8342793	accessible_not_acetylated	0.11622906	-1.3687466	-0.35138392	-0.34901786
chr10	87435493	3.218876	5.052907	-1.8340311	accessible_not_acetylated	-2.4434817	-0.4127798	0.19401836	-0.23335743
chr17	19142630	0.6931472	2.526674	-1.8335268	accessible_not_acetylated	-0.26342893	-0.92897356	-0.08629465	0.072818995
chr17	41812086	2.5649493	4.398329	-1.8333795	accessible_not_acetylated	-2.0385177	-2.085063	-0.6229212	-1.403409
chr21	26170823	0.6931472	2.5259566	-1.8328094	accessible_not_acetylated	0.88078904	-1.4613705	-0.99876535	-1.5587431
chr12	95551523	0.6931472	2.5248992	-1.8317521	accessible_not_acetylated	0.10612941	-0.43842936	0.078878164	0.3757491
chr6	151112331	0.6931472	2.524879	-1.8317318	accessible_not_acetylated	0.18757272	0.17931986	0.42566133	0.3778653
chr7	31052460	0.0	1.83139	-1.83139	accessible_not_acetylated	0.04205215	-1.4564114	-1.7828846	-1.2138395
chr7	140672265	2.1972246	4.0278406	-1.830616	accessible_not_acetylated	-1.938765	-1.5664275	-0.62171793	-0.62644196
chr7	16452845	1.0986123	2.9292078	-1.8305955	accessible_not_acetylated	-1.4263234	-0.4333489	-0.17608738	-0.09790373
chr6	43455645	2.3978953	4.2283964	-1.8305011	accessible_not_acetylated	-2.4513257	-1.4133856	-1.7185204	-1.5553865
chr22	20278796	1.7917595	3.6219964	-1.8302369	accessible_not_acetylated	-1.3504755	-0.45028687	-0.45335674	-0.23470521
chr20	45101117	1.0986123	2.9287224	-1.8301101	accessible_not_acetylated	0.30826926	-1.6502289	-0.30238104	-0.5958822
chr8	97597969	0.6931472	2.5231166	-1.8299694	accessible_not_acetylated	0.1867733	-0.17538524	-0.12652421	0.0081989765
chr6	149089714	0.0	1.8293428	-1.8293428	accessible_not_acetylated	0.18254638	-0.38185024	-0.06481314	0.019802094
chr20	63544621	1.609438	3.4380865	-1.8286486	accessible_not_acetylated	-2.0208087	-1.9062794	-0.7017708	-0.71425414
chr17	46244448	1.609438	3.437283	-1.8278451	accessible_not_acetylated	-0.80996776	-1.7731178	-0.45496893	-0.78345704
chr10	102461940	2.6390574	4.4663324	-1.827275	accessible_not_acetylated	-1.2884414	-1.4505618	-0.21048117	-0.33159065
chr20	35601705	2.4849067	4.3119936	-1.8270869	accessible_not_acetylated	-2.248368	-2.392529	-1.8955517	-1.5294414
chr10	79780747	3.295837	5.122433	-1.8265963	accessible_not_acetylated	-3.0079541	0.22633028	0.25363064	0.6633673
chr22	23156933	3.5263605	5.352949	-1.8265886	accessible_not_acetylated	-1.8227713	-1.0649672	0.33674097	0.5241394
chr7	151167648	1.609438	3.4359045	-1.8264666	accessible_not_acetylated	-0.86080146	-2.0175767	-1.5241818	-1.290232
chr6	147217113	2.8903718	4.716717	-1.826345	accessible_not_acetylated	-2.5377731	-0.6402793	0.123701096	0.003871441
chr22	44668617	0.6931472	2.518904	-1.8257568	accessible_not_acetylated	-0.23117709	-1.7484915	-0.838451	-1.3333757
chr12	125533640	0.0	1.8254778	-1.8254778	accessible_not_acetylated	-0.4306295	-1.0291344	-0.44295073	-0.5707263
chr22	43388503	0.0	1.8253665	-1.8253665	accessible_not_acetylated	-0.83426684	-1.2654833	-0.9267744	-1.3827567
chr8	27323935	2.3978953	4.223252	-1.8253565	accessible_not_acetylated	-2.9806178	-1.1617496	-0.18816471	-0.3277409
chr12	119988724	2.7080503	4.533396	-1.8253455	accessible_not_acetylated	-1.8442852	-1.5511563	-0.7481084	-0.7526729
chr17	29567778	3.5263605	5.3515706	-1.8252101	accessible_not_acetylated	-2.6146834	-1.5057623	-0.64540386	-0.94118977
chr10	34815585	1.3862944	3.211397	-1.8251026	accessible_not_acetylated	-1.7974241	-2.2193205	-1.2903334	-1.8477349
chr8	37640356	0.0	1.8250985	-1.8250985	accessible_not_acetylated	0.51767445	0.07770634	0.38136482	0.26810837
chr6	164742168	0.0	1.8249335	-1.8249335	accessible_not_acetylated	-0.32411635	-0.90687203	-0.30502748	-0.48198068
chr18	70490556	0.0	1.8249133	-1.8249133	accessible_not_acetylated	-0.27955353	-0.69120014	-0.2168138	-0.104549885
chr8	7397960	0.0	1.8244034	-1.8244034	accessible_not_acetylated	0.15986931	-0.8356987	0.111231804	0.8084661
chr20	64091952	0.6931472	2.5163958	-1.8232486	accessible_not_acetylated	-0.6322193	-1.3199406	-0.74811816	-0.479311
chr6	167846005	2.6390574	4.4620457	-1.8229883	accessible_not_acetylated	-1.871181	-0.27525377	0.2943983	0.4290967
chr8	144045200	1.9459102	3.7687128	-1.8228025	accessible_not_acetylated	-2.515435	-0.9096587	-0.2182939	-0.4027419
chr7	63900767	2.0794415	3.9016323	-1.8221908	accessible_not_acetylated	-0.4085791	-1.9962468	-1.0371261	-1.2304337
chr6	160348372	0.0	1.8219991	-1.8219991	accessible_not_acetylated	0.81469584	-1.0500762	-1.385835	-1.3223367
chr8	142447664	0.0	1.8216726	-1.8216726	accessible_not_acetylated	-0.07743418	-0.7468476	-0.63166726	-0.5907937
chr8	19013717	1.0986123	2.918853	-1.8202407	accessible_not_acetylated	-0.14819145	-2.235363	-0.60553575	-0.9774847
chr7	50721376	0.6931472	2.5115714	-1.8184242	accessible_not_acetylated	-0.23683763	-0.6552887	-0.17381501	-0.3728392
chr10	102231816	1.9459102	3.7641017	-1.8181915	accessible_not_acetylated	-1.207499	-1.7351842	-0.85185385	-0.8808038
chr12	63668574	0.0	1.8181653	-1.8181653	accessible_not_acetylated	0.38754344	-1.1131674	-0.48702335	-0.63560724
chr10	46441162	0.6931472	2.5111449	-1.8179977	accessible_not_acetylated	-0.39502764	-0.8872638	-0.23520684	-0.28424215
chr20	1777400	0.6931472	2.5109694	-1.8178222	accessible_not_acetylated	-0.50832295	-1.7087165	-0.26816368	-0.56252337
chr17	80035976	1.3862944	3.2035508	-1.8172565	accessible_not_acetylated	-0.16106796	-1.4820002	-0.772563	-0.6866889
chr6	73855175	0.0	1.81675	-1.81675	accessible_not_acetylated	0.1726389	-0.70561934	-0.37647498	0.2105143
chr10	122112808	0.6931472	2.509773	-1.8166258	accessible_not_acetylated	0.43759775	-1.9915688	-0.7177017	-0.91077995
chr22	30755573	0.6931472	2.5087047	-1.8155575	accessible_not_acetylated	-0.5119736	-1.0346494	-0.019339561	-0.2551906
chr22	19757011	3.1354942	4.9508862	-1.815392	accessible_not_acetylated	-1.2499771	-0.63561296	-0.6634779	0.06786299
chr17	81952296	0.6931472	2.507325	-1.8141778	accessible_not_acetylated	-0.44862437	-0.83981633	0.16374254	0.20490861
chr7	143737222	2.4849067	4.2984715	-1.8135648	accessible_not_acetylated	-2.4216073	-1.2318058	-0.13369942	-0.19993305
chr6	42144951	0.0	1.8132019	-1.8132019	accessible_not_acetylated	-0.19981337	-0.5796493	-0.010914803	-0.09795928
chr7	50561071	0.6931472	2.505928	-1.8127809	accessible_not_acetylated	-0.091471195	-0.96897316	-0.5143657	-0.8524258
chr8	142545734	1.0986123	2.9111366	-1.8125243	accessible_not_acetylated	-2.0280318	-1.1305131	-0.6552644	-0.27690125
chr8	545696	1.0986123	2.9107447	-1.8121324	accessible_not_acetylated	1.0530725	-0.81420135	-0.70964384	0.07775903
chr10	6737381	0.0	1.8119594	-1.8119594	accessible_not_acetylated	0.4997915	-0.6959611	-0.4325285	-0.25417602
chr20	2752345	1.609438	3.4213514	-1.8119135	accessible_not_acetylated	-1.5312219	-2.3857641	-0.8161917	-1.5149502
chr12	131592410	1.9459102	3.757576	-1.8116658	accessible_not_acetylated	-0.71246314	-2.0295722	-0.496454	-0.8700197
chr6	127516873	0.6931472	2.5045514	-1.8114042	accessible_not_acetylated	-0.37723184	-1.4529533	-0.8548207	-0.69818866
chr7	44802840	1.9459102	3.7568316	-1.8109214	accessible_not_acetylated	-0.8757868	-0.115766525	-0.08560681	-0.39482522
chr6	152268445	0.0	1.8108463	-1.8108463	accessible_not_acetylated	0.15812576	-0.9651837	-0.57471526	0.01273942
chr22	17275640	0.6931472	2.5035248	-1.8103776	accessible_not_acetylated	-0.7521174	-0.95500994	-0.5849105	0.22886324
chr6	32086818	0.6931472	2.5032496	-1.8101025	accessible_not_acetylated	0.035073757	-0.34548688	-0.27884102	-0.5420008
chr12	49346864	2.8903718	4.7003374	-1.8099656	accessible_not_acetylated	-1.3482106	-2.4155958	-0.9041438	-1.1218276
chr12	118064703	2.4849067	4.294419	-1.8095121	accessible_not_acetylated	-1.0578792	-0.3193786	0.5359235	0.40587807
chr22	20310906	1.7917595	3.6012225	-1.809463	accessible_not_acetylated	-1.345516	-0.35736847	-0.2719338	0.25782084
chr8	56202410	0.0	1.8093091	-1.8093091	accessible_not_acetylated	0.14846718	-0.7161375	-0.06910622	0.17121565
chr12	117856790	0.0	1.8090607	-1.8090607	accessible_not_acetylated	0.33561003	-0.38737416	0.26075304	0.18632627
chr8	144336281	1.0986123	2.9073653	-1.808753	accessible_not_acetylated	-1.5556903	-1.9647853	-0.95570946	-1.4073305
chr7	5283019	1.0986123	2.9073408	-1.8087285	accessible_not_acetylated	-1.6786537	-1.422827	-1.2395248	-0.80007815
chr21	26849631	0.0	1.8084502	-1.8084502	accessible_not_acetylated	-0.066137314	-0.6901603	-0.55197036	0.084935784
chr7	148804550	2.5649493	4.3728952	-1.807946	accessible_not_acetylated	-2.9574733	-0.114880085	-0.3355155	-0.10588837
chr6	57961474	2.8332133	4.640688	-1.8074746	accessible_not_acetylated	-0.51306486	-1.0929351	0.13237715	0.32676983
chr20	64107575	0.6931472	2.5001624	-1.8070152	accessible_not_acetylated	0.16791105	-0.8978869	0.05115509	-0.00493598
chr17	45620396	1.3862944	3.193037	-1.8067427	accessible_not_acetylated	-1.7000985	-0.11070585	-0.67639565	-0.776325
chr7	75442548	3.295837	5.1025124	-1.8066754	accessible_not_acetylated	-1.4344172	-0.53613186	0.18617392	0.004494667
chr18	9959145	2.5649493	4.3705707	-1.8056214	accessible_not_acetylated	-2.6399684	-1.3842475	0.116475105	-0.41805887
chr22	24424105	1.3862944	3.1917698	-1.8054755	accessible_not_acetylated	-0.34498882	-2.192214	-1.1159577	-1.6189493
chr6	89148250	0.0	1.8050809	-1.8050809	accessible_not_acetylated	1.0247655	-0.40484262	-0.08271992	0.050190568
chr6	149249056	1.3862944	3.1911728	-1.8048785	accessible_not_acetylated	-1.4344996	-0.9109676	-0.2820716	-0.55221105
chr20	2207702	0.0	1.8048398	-1.8048398	accessible_not_acetylated	2.2970717	-1.1094317	-0.15717494	-0.612079
chr12	76879041	3.0445225	4.84911	-1.8045876	accessible_not_acetylated	-0.65010166	-1.4064732	-1.0441241	-0.7633805
chr7	1374607	0.6931472	2.4965625	-1.8034153	accessible_not_acetylated	-0.0041558743	-0.9887309	-0.21883559	-0.5702795
chr17	74859901	0.6931472	2.4964523	-1.8033051	accessible_not_acetylated	-0.05838895	-1.1984327	-0.7616925	-1.2158399
chr8	93916821	2.944439	4.747252	-1.802813	accessible_not_acetylated	-2.0713725	-1.5089679	-0.6494951	-1.0865936
chr8	132561479	0.0	1.8022324	-1.8022324	accessible_not_acetylated	-0.5457622	-0.08545518	-0.1006192	0.11820495
chr17	20843975	0.0	1.8019867	-1.8019867	accessible_not_acetylated	0.3732493	-0.9962121	-1.2321717	-1.2719616
chr10	43354443	1.0986123	2.900184	-1.8015716	accessible_not_acetylated	-0.76287794	-0.53574777	-0.030740738	-0.10486555
chr6	149863478	2.6390574	4.440544	-1.8014867	accessible_not_acetylated	-1.7271013	-1.7421277	-1.1757684	-1.2174792
chr20	23689025	0.0	1.8012173	-1.8012173	accessible_not_acetylated	-0.7039741	-0.8085147	-0.2567153	-0.2061187
chr6	96626967	0.0	1.800648	-1.800648	accessible_not_acetylated	0.23437572	-0.50153863	-0.03547299	0.028787494
chr6	3457179	3.0910425	4.890957	-1.7999144	accessible_not_acetylated	-2.953238	-2.3566139	-1.3196607	-1.4799829
chr22	37569566	1.7917595	3.5911512	-1.7993917	accessible_not_acetylated	-0.6347189	0.84294415	-0.21044755	0.38443303
chr20	30688227	1.0986123	2.897754	-1.7991416	accessible_not_acetylated	-1.0360215	-2.0636656	0.16390014	0.06807804
chr17	60143059	2.0794415	3.8775625	-1.798121	accessible_not_acetylated	-1.2403755	-1.2568548	-0.16767263	0.17827272
chr6	169164661	0.0	1.7980323	-1.7980323	accessible_not_acetylated	0.018951058	-0.25321627	0.066547275	-0.09594154
chr6	7542447	0.6931472	2.4902604	-1.7971132	accessible_not_acetylated	2.4856207	-1.358541	-0.46339464	-1.4351116
chr10	77927095	3.1354942	4.932484	-1.7969899	accessible_not_acetylated	-3.1319342	-1.4626424	-1.0035977	-0.7907777
chr6	4156053	1.0986123	2.8955069	-1.7968946	accessible_not_acetylated	-0.26404715	-0.99656606	-0.23143554	-0.16428399
chr10	101030010	1.3862944	3.1824007	-1.7961063	accessible_not_acetylated	-1.1350362	-1.9858727	-0.60309505	-0.8515122
chr8	133453512	1.3862944	3.181916	-1.7956216	accessible_not_acetylated	-0.94753957	-1.9711916	-0.39721847	-0.67211175
chr6	32087767	1.609438	3.404596	-1.7951581	accessible_not_acetylated	-1.5607694	-1.9188211	-0.9565356	-1.3286572
chr21	21184971	3.1780539	4.97313	-1.7950764	accessible_not_acetylated	-3.0442483	-0.91889095	-0.20398617	-0.60691404
chr7	121303774	2.0794415	3.8743896	-1.7949481	accessible_not_acetylated	-1.839551	-0.3235302	0.047825336	0.1447978
chr7	100656452	1.3862944	3.180736	-1.7944417	accessible_not_acetylated	-1.1389549	-1.5746927	-0.2864635	-1.1854024
chr7	129825482	3.3322046	5.12646	-1.7942555	accessible_not_acetylated	-3.1403103	-0.9518528	-1.1067119	-0.40002394
chr10	76606	0.6931472	2.4867053	-1.7935581	accessible_not_acetylated	1.4640741	-1.5553764	-0.19819593	-0.25640225
chr12	77324873	0.6931472	2.4865544	-1.7934072	accessible_not_acetylated	1.0173244	-0.5905942	-0.38605237	-0.9025525
chr6	138986799	2.6390574	4.432037	-1.7929795	accessible_not_acetylated	-1.2050908	-1.0980468	0.0887723	-0.15964365
chr17	979893	2.1972246	3.9894319	-1.7922072	accessible_not_acetylated	-1.5927246	-2.1938095	-0.930974	-1.1354051
chr12	49972317	0.6931472	2.4852948	-1.7921476	accessible_not_acetylated	-0.39989376	-0.5504972	-0.17968106	-0.39049983
chr10	58149137	0.0	1.7920845	-1.7920845	accessible_not_acetylated	-0.14705908	-0.25112963	0.06219077	0.12466979
chr17	49899322	0.0	1.7916269	-1.7916269	accessible_not_acetylated	0.21549845	-1.0013206	-0.178213	-0.25297356
chr7	87160693	1.7917595	3.5830503	-1.7912908	accessible_not_acetylated	-0.6554594	0.47029924	0.37245226	0.75425005
chr17	76027452	0.6931472	2.4836607	-1.7905135	accessible_not_acetylated	-0.56969786	-1.6216772	-0.5310744	-0.62849545
chr7	139232381	3.1780539	4.96856	-1.7905064	accessible_not_acetylated	-2.2651556	-1.0137477	-0.6852989	-0.5652218
chr17	9240190	1.9459102	3.735959	-1.7900488	accessible_not_acetylated	-0.86550474	-1.3741314	-0.96672845	-0.90604496
chr17	49324699	0.0	1.7895824	-1.7895824	accessible_not_acetylated	1.1247243	-0.13641751	0.43374264	0.41266453
